vehiculo,bloque_coste,categoria_coste,dimension_coste,partida,unidad,year,valor,valor_eur,unidad_estandarizada
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2021,"22.335,74",22335.74,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2022,"23.060,41",23060.41,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2023,"23.878,12",23878.12,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2024,"24.430,82",24430.82,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2017,"3.429,95",3429.95,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2018,"3.119,40",3119.4,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2019,"3.275,50",3275.5,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2020,"3.083,04",3083.04,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2021,"3.191,19",3191.19,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2022,"3.917,46",3917.46,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2023,"6.543,23",6543.23,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2024,"6.722,48",6722.48,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2017,"32.228,15",32228.15,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2018,"32.848,19",32848.19,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2019,"33.356,71",33356.71,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2020,"33.816,11",33816.11,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2021,"34.448,37",34448.37,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2022,"34.943,94",34943.94,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2023,"36.203,01",36203.01,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2024,"38.129,74",38129.74,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2017,"7.321,34",7321.34,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2018,"7.440,40",7440.4,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2019,"7.606,17",7606.17,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2020,"7.620,43",7620.43,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2021,"7.686,02",7686.02,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2022,"7.759,83",7759.83,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2023,"8.012,02",8012.02,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2024,"8.677,43",8677.43,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2017,"837,83",837.83,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2018,"852,71",852.71,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2019,"867,56",867.56,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2020,"866,47",866.47,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2021,"872,88",872.88,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2022,"924,33",924.33,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2023,"982,56",982.56,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2024,"1.012,65",1012.65,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2017,"52.444,64",52444.64,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2018,"59.604,08",59604.08,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2019,"59.091,63",59091.63,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2020,"52.276,17",52276.17,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2021,"59.088,49",59088.49,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2022,"84.730,03",84730.03,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2023,"77.317,30",77317.3,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2024,"73.175,29",73175.29,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2017,"2.048,38",2048.38,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2018,"2.086,25",2086.25,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2019,"2.120,13",2120.13,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2020,"2.154,09",2154.09,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2021,"2.201,49",2201.49,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2022,"2.286,08",2286.08,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2023,"2.430,59",2430.59,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2024,"2.534,99",2534.99,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2017,"6.745,29",6745.29,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2018,"6.770,61",6770.61,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2019,"6.735,21",6735.21,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2020,"6.828,15",6828.15,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2021,"6.959,91",6959.91,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2022,"7.586,88",7586.88,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2023,"8.347,14",8347.14,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2024,"8.577,12",8577.12,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2017,"2.639,29",2639.29,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2018,"2.688,04",2688.04,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2019,"2.731,73",2731.73,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2020,"2.775,49",2775.49,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2021,"2.836,50",2836.5,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2022,"2.945,55",2945.55,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2023,"3.131,70",3131.7,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2024,"3.266,25",3266.25,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2017,"5.542,24",5542.24,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2018,"5.644,65",5644.65,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2019,"5.736,34",5736.34,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2020,"5.828,21",5828.21,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2021,"5.956,46",5956.46,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2022,"6.185,36",6185.36,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2023,"6.576,34",6576.34,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2024,"6.858,79",6858.79,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2017,"26.241,14",26241.14,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2018,"26.745,60",26745.6,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2019,"27.160,35",27160.35,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2020,"27.533,16",27533.16,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2021,"28.048,90",28048.9,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2022,"28.452,19",28452.19,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2023,"29.477,71",29477.71,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2024,"31.046,14",31046.14,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2017,"15.175,37",15175.37,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2018,"15.445,05",15445.05,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2019,"15.713,88",15713.88,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2020,"15.694,21",15694.21,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2021,"15.810,46",15810.46,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2022,"16.742,32",16742.32,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2023,"17.796,90",17796.9,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2024,"18.342,19",18342.19,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2017,"11.449,23",11449.23,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2018,"12.023,20",12023.2,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2019,"12.110,54",12110.54,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2020,"11.738,23",11738.23,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2021,"12.313,37",12313.37,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2022,"14.269,73",14269.73,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2023,"14.345,28",14345.28,eur/año
vehículo frigorífico articulado en transporte internacional,costes totales anuales,costes indirectos,nan,nan,eur,2024,"14.480,30",14480.3,eur/año
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2017,"0,1433",0.1433,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2018,"0,1448",0.1448,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2019,"0,1461",0.1461,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2020,"0,1474",0.1474,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2021,"0,1489",0.1489,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2022,"0,1537",0.1537,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2023,"0,1592",0.1592,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2024,"0,1629",0.1629,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2017,"0,0229",0.0229,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2018,"0,0208",0.0208,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2019,"0,0218",0.0218,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2020,"0,0206",0.0206,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2021,"0,0213",0.0213,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2022,"0,0261",0.0261,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2023,"0,0436",0.0436,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2024,"0,0448",0.0448,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2017,"0,2149",0.2149,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2018,"0,2190",0.219,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2019,"0,2224",0.2224,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2020,"0,2254",0.2254,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2021,"0,2297",0.2297,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2022,"0,2330",0.233,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2023,"0,2414",0.2414,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2024,"0,2542",0.2542,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2017,"0,0488",0.0488,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2018,"0,0496",0.0496,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2019,"0,0507",0.0507,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2020,"0,0508",0.0508,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2021,"0,0512",0.0512,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2022,"0,0517",0.0517,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2023,"0,0534",0.0534,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2024,"0,0578",0.0578,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2017,"0,0056",0.0056,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2018,"0,0057",0.0057,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2019,"0,0058",0.0058,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2020,"0,0058",0.0058,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2021,"0,0058",0.0058,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2022,"0,0062",0.0062,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2023,"0,0066",0.0066,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2024,"0,0068",0.0068,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2017,"0,3496",0.3496,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2018,"0,3974",0.3974,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2019,"0,3939",0.3939,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2020,"0,3485",0.3485,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2021,"0,3939",0.3939,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2022,"0,5649",0.5649,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2023,"0,5154",0.5154,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2024,"0,4878",0.4878,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2017,"0,0137",0.0137,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2018,"0,0139",0.0139,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2019,"0,0141",0.0141,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2020,"0,0144",0.0144,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2021,"0,0147",0.0147,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2022,"0,0152",0.0152,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2023,"0,0162",0.0162,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2024,"0,0169",0.0169,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2017,"0,0450",0.045,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2018,"0,0451",0.0451,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2019,"0,0449",0.0449,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2020,"0,0455",0.0455,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2021,"0,0464",0.0464,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2022,"0,0506",0.0506,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2023,"0,0556",0.0556,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2024,"0,0572",0.0572,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2017,"0,0176",0.0176,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2018,"0,0179",0.0179,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2019,"0,0182",0.0182,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2020,"0,0185",0.0185,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2021,"0,0189",0.0189,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2022,"0,0196",0.0196,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2023,"0,0209",0.0209,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2024,"0,0218",0.0218,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2017,"0,0369",0.0369,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2018,"0,0376",0.0376,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2019,"0,0382",0.0382,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2020,"0,0389",0.0389,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2021,"0,0397",0.0397,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2022,"0,0412",0.0412,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2023,"0,0438",0.0438,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2024,"0,0457",0.0457,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2017,"0,1749",0.1749,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2018,"0,1783",0.1783,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2019,"0,1811",0.1811,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2020,"0,1836",0.1836,eur/vehículo-km
vehículo frigorífico articulado en transporte internacional,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2021,"0,1870",0.187,eur/vehículo-km
