vehiculo,bloque_coste,categoria_coste,dimension_coste,partida,unidad,year,valor,valor_eur,unidad_estandarizada
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2020,"808,35",808.35,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2021,"836,71",836.71,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2022,"1.027,13",1027.13,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2023,"1.715,59",1715.59,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2024,"1.762,59",1762.59,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2017,"29.034,38",29034.38,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2018,"29.592,97",29592.97,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2019,"30.051,09",30051.09,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2020,"30.464,97",30464.97,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2021,"31.034,57",31034.57,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2022,"31.481,03",31481.03,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2023,"32.615,33",32615.33,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2024,"34.351,12",34351.12,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2017,"3.952,41",3952.41,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2018,"4.016,68",4016.68,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2019,"4.106,17",4106.17,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2020,"4.113,87",4113.87,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2021,"4.149,28",4149.28,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2022,"4.189,12",4189.12,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2023,"4.325,27",4325.27,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,seguros,eur,2024,"4.684,49",4684.49,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2017,"634,71",634.71,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2018,"645,98",645.98,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2019,"657,23",657.23,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2020,"656,41",656.41,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2021,"661,27",661.27,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2022,"700,24",700.24,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2023,"744,36",744.36,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2024,"767,15",767.15,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2017,"18.608,54",18608.54,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2018,"20.574,58",20574.58,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2019,"20.269,24",20269.24,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2020,"18.021,57",18021.57,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2021,"20.587,22",20587.22,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2022,"30.833,56",30833.56,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2023,"27.049,00",27049.0,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,combustible,eur,2024,"25.170,44",25170.44,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2017,"877,88",877.88,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2018,"894,11",894.11,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2019,"908,63",908.63,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2020,"923,19",923.19,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2021,"943,49",943.49,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2022,"979,75",979.75,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2023,"1.041,69",1041.69,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2024,"1.086,43",1086.43,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2017,"2.574,69",2574.69,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2018,"2.584,34",2584.34,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2019,"2.570,82",2570.82,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2020,"2.606,34",2606.34,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2021,"2.656,62",2656.62,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2022,"2.895,93",2895.93,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2023,"3.186,13",3186.13,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2024,"3.273,90",3273.9,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2017,"1.583,57",1583.57,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2018,"1.612,82",1612.82,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2019,"1.639,04",1639.04,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2020,"1.665,29",1665.29,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2021,"1.701,90",1701.9,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2022,"1.767,33",1767.33,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2023,"1.879,02",1879.02,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2024,"1.959,75",1959.75,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2017,"2.111,33",2111.33,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2018,"2.150,35",2150.35,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2019,"2.185,27",2185.27,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2020,"2.220,28",2220.28,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2021,"2.269,13",2269.13,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2022,"2.356,34",2356.34,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2023,"2.505,29",2505.29,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2024,"2.612,88",2612.88,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2017,"8.817,32",8817.32,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2018,"8.986,73",8986.73,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2019,"9.125,43",9125.43,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2020,"9.250,94",9250.94,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2021,"9.423,90",9423.9,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2022,"9.559,59",9559.59,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2023,"9.904,57",9904.57,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,dietas,eur,2024,"10.430,92",10430.92,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2017,"1.214,04",1214.04,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2018,"1.235,61",1235.61,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2019,"1.257,12",1257.12,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2020,"1.255,54",1255.54,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2021,"1.264,84",1264.84,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2022,"1.339,39",1339.39,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2023,"1.423,76",1423.76,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes directos,costes kilométricos,peajes,eur,2024,"1.467,38",1467.38,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2017,"4.949,67",4949.67,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2018,"5.136,18",5136.18,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2019,"5.173,25",5173.25,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2020,"5.069,88",5069.88,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2021,"5.304,03",5304.03,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2022,"6.070,59",6070.59,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2023,"6.036,65",6036.65,eur/año
vehículo rígido de 2 ejes de carga general,costes totales anuales,costes indirectos,nan,nan,eur,2024,"6.122,88",6122.88,eur/año
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2017,"0,0649",0.0649,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2018,"0,0656",0.0656,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2019,"0,0662",0.0662,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2020,"0,0668",0.0668,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2021,"0,0675",0.0675,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2022,"0,0696",0.0696,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2023,"0,0720",0.072,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2024,"0,0737",0.0737,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2017,"0,0100",0.01,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2018,"0,0091",0.0091,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2019,"0,0095",0.0095,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2020,"0,0090",0.009,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2021,"0,0093",0.0093,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2022,"0,0114",0.0114,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2023,"0,0191",0.0191,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2024,"0,0196",0.0196,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2017,"0,3226",0.3226,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2018,"0,3288",0.3288,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2019,"0,3339",0.3339,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2020,"0,3385",0.3385,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2021,"0,3448",0.3448,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2022,"0,3498",0.3498,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2023,"0,3624",0.3624,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,personal de conducción - salarios,eur/vehículo-km,2024,"0,3817",0.3817,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2017,"0,0439",0.0439,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2018,"0,0446",0.0446,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2019,"0,0456",0.0456,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2020,"0,0457",0.0457,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2021,"0,0461",0.0461,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2022,"0,0465",0.0465,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2023,"0,0481",0.0481,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2024,"0,0520",0.052,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2017,"0,0071",0.0071,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2018,"0,0072",0.0072,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2019,"0,0073",0.0073,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2020,"0,0073",0.0073,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2021,"0,0073",0.0073,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2022,"0,0078",0.0078,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2023,"0,0083",0.0083,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2024,"0,0085",0.0085,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2017,"0,2068",0.2068,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2018,"0,2286",0.2286,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2019,"0,2252",0.2252,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2020,"0,2002",0.2002,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2021,"0,2287",0.2287,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2022,"0,3426",0.3426,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2023,"0,3005",0.3005,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2024,"0,2797",0.2797,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2017,"0,0098",0.0098,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2018,"0,0099",0.0099,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2019,"0,0101",0.0101,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2020,"0,0103",0.0103,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2021,"0,0105",0.0105,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2022,"0,0109",0.0109,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2023,"0,0116",0.0116,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2024,"0,0121",0.0121,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2017,"0,0286",0.0286,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2018,"0,0287",0.0287,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2019,"0,0286",0.0286,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2020,"0,0290",0.029,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2021,"0,0295",0.0295,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2022,"0,0322",0.0322,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2023,"0,0354",0.0354,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2024,"0,0364",0.0364,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2017,"0,0176",0.0176,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2018,"0,0179",0.0179,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2019,"0,0182",0.0182,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2020,"0,0185",0.0185,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2021,"0,0189",0.0189,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2022,"0,0196",0.0196,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2023,"0,0209",0.0209,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2024,"0,0218",0.0218,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2017,"0,0235",0.0235,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2018,"0,0239",0.0239,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2019,"0,0243",0.0243,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2020,"0,0247",0.0247,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2021,"0,0252",0.0252,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2022,"0,0262",0.0262,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2023,"0,0278",0.0278,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2024,"0,0290",0.029,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2017,"0,0980",0.098,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2018,"0,0999",0.0999,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2019,"0,1014",0.1014,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2020,"0,1028",0.1028,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2021,"0,1047",0.1047,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2022,"0,1062",0.1062,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2023,"0,1101",0.1101,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2024,"0,1159",0.1159,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2017,"0,0135",0.0135,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2018,"0,0137",0.0137,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2019,"0,0140",0.014,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2020,"0,0140",0.014,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2021,"0,0141",0.0141,eur/vehículo-km
vehículo rígido de 2 ejes de carga general,costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2022,"0,0149",0.0149,eur/vehículo-km
