Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones)
2018,Comunitat Valenciana,Transporte Interregional,Expedido,Abonos,534.98
2018,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Químicos,809.81
2018,Comunitat Valenciana,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4775.79
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2326.42
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,4330.21
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,20.24
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Petrolíferos,220.86
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,128.85
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Metalúrgicos,651.52
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1957.37
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Abonos,177.95
2018,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Químicos,1034.0
2018,Comunitat Valenciana,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4576.88
2018,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,4327.1
2018,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,698.87
2018,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Petrolíferos,23.72
2018,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Metalúrgicos,150.6
2018,Comunitat Valenciana,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,939.64
2018,Comunitat Valenciana,Transporte Internacional,Expedido,Abonos,24.95
2018,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Químicos,217.05
2018,Comunitat Valenciana,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1281.6
2018,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,636.9
2018,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,452.43
2018,Comunitat Valenciana,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,22.29
2018,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Metalúrgicos,100.49
2018,Comunitat Valenciana,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,251.83
2018,Comunitat Valenciana,Transporte Internacional,Recibido,Abonos,67.51
2018,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Químicos,287.57
2018,Comunitat Valenciana,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1820.07
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,7.83
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,2.1
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,1.06
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.0
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.45
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,18.41
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Abonos,0.29
2018,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.01
2018,Extremadura,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3.63
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,127.69
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,237.73
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,150.3
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,2.93
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,10.3
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,133.09
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,17.42
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,9.68
2018,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",83.6
2018,Extremadura,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,665.35
2018,Extremadura,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,699.77
2018,Extremadura,Transporte Interregional,Expedido,Productos Petrolíferos,13.31
2018,Extremadura,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,7.74
2018,Extremadura,Transporte Interregional,Expedido,Productos Metalúrgicos,291.9
2018,Extremadura,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,192.78
2018,Extremadura,Transporte Interregional,Expedido,Abonos,17.79
2018,Extremadura,Transporte Interregional,Expedido,Productos Químicos,142.7
2018,Extremadura,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",545.27
2018,Extremadura,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,531.8
2018,Extremadura,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,942.88
2018,Extremadura,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,7.02
2018,Extremadura,Transporte Interregional,Recibido,Productos Petrolíferos,74.04
2018,Extremadura,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,59.18
2018,Extremadura,Transporte Interregional,Recibido,Productos Metalúrgicos,170.25
2018,Extremadura,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,418.33
2018,Extremadura,Transporte Interregional,Recibido,Abonos,97.33
2018,Extremadura,Transporte Interregional,Recibido,Productos Químicos,93.03
2018,Extremadura,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",587.23
2018,Extremadura,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,158.83
2018,Extremadura,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,284.02
2018,Extremadura,Transporte Internacional,Expedido,Productos Petrolíferos,0.58
2018,Extremadura,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,31.97
2018,Extremadura,Transporte Internacional,Expedido,Productos Metalúrgicos,128.67
2018,Extremadura,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,23.05
2018,Extremadura,Transporte Internacional,Expedido,Abonos,8.17
2018,Extremadura,Transporte Internacional,Expedido,Productos Químicos,34.41
2018,Extremadura,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",157.95
2018,Extremadura,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,39.69
2018,Extremadura,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,76.86
2018,Extremadura,Transporte Internacional,Recibido,Productos Petrolíferos,11.96
2018,Extremadura,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,13.41
2018,Extremadura,Transporte Internacional,Recibido,Productos Metalúrgicos,14.92
2018,Extremadura,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,20.34
2018,Extremadura,Transporte Internacional,Recibido,Abonos,23.82
2018,Extremadura,Transporte Internacional,Recibido,Productos Químicos,23.66
2018,Extremadura,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",72.25
2018,Galicia,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,4.76
2018,Galicia,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,13.06
2018,Galicia,Transporte Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,2.62
2018,Galicia,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,11.8
2018,Galicia,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.53
2018,Galicia,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,7.72
2018,Galicia,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,61.99
2018,Galicia,Transporte Intrarregional,Intramunicipal,Abonos,1.3
2018,Galicia,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.08
2018,Galicia,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",17.85
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,827.13
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,740.4
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,89.08
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,360.35
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,107.76
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,59.47
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,702.02
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,8.71
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,61.08
2018,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",575.07
2018,Galicia,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,671.14
2018,Galicia,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,3253.3
2018,Galicia,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,26.22
2018,Galicia,Transporte Interregional,Expedido,Productos Petrolíferos,81.12
2018,Galicia,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,301.8
2018,Galicia,Transporte Interregional,Expedido,Productos Metalúrgicos,420.97
2018,Galicia,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,333.33
2018,Galicia,Transporte Interregional,Expedido,Abonos,6.44
2018,Galicia,Transporte Interregional,Expedido,Productos Químicos,496.68
2018,Galicia,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2118.28
2018,Galicia,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,540.15
2018,Galicia,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,1717.76
2018,Galicia,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,31.64
2018,Galicia,Transporte Interregional,Recibido,Productos Petrolíferos,46.08
2018,Galicia,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,23.49
2018,Galicia,Transporte Interregional,Recibido,Productos Metalúrgicos,559.2
2018,Galicia,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,393.88
2018,Galicia,Transporte Interregional,Recibido,Abonos,102.16
2018,Galicia,Transporte Interregional,Recibido,Productos Químicos,351.7
2018,Galicia,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2406.88
2018,Galicia,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,49.91
2018,Galicia,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,605.92
2018,Galicia,Transporte Internacional,Expedido,Productos Petrolíferos,37.32
2018,Galicia,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,7.1
2018,Galicia,Transporte Internacional,Expedido,Productos Metalúrgicos,251.26
2018,Galicia,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,219.9
2018,Galicia,Transporte Internacional,Expedido,Abonos,0.53
2018,Galicia,Transporte Internacional,Expedido,Productos Químicos,73.58
2018,Galicia,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",689.7
2018,Galicia,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,47.96
2018,Galicia,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,289.69
2018,Galicia,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,4.21
2018,Galicia,Transporte Internacional,Recibido,Productos Metalúrgicos,118.9
2018,Galicia,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,76.49
2018,Galicia,Transporte Internacional,Recibido,Productos Químicos,87.81
2018,Galicia,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",611.06
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,3.62
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,3.95
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,7.38
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.14
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.04
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,164.32
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Abonos,0.01
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,Productos Químicos,1.39
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",16.9
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,39.55
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,157.56
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,0.2
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,115.68
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,8.7
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,17.48
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,667.74
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,3.33
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,31.81
2018,"Madrid, Comunidad de",Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",273.48
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,817.88
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,2515.13
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Productos Petrolíferos,121.27
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,143.63
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Productos Metalúrgicos,320.43
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,692.32
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Abonos,9.56
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,Productos Químicos,474.16
2018,"Madrid, Comunidad de",Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5106.49
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1550.56
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,4002.25
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Combustibles Minerales Sólidos,37.56
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Productos Petrolíferos,209.93
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,132.66
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Productos Metalúrgicos,456.87
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1078.71
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Abonos,22.82
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,Productos Químicos,580.57
2018,"Madrid, Comunidad de",Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4535.5
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,53.07
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,75.85
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,Productos Petrolíferos,18.45
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,9.75
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,Productos Metalúrgicos,51.75
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,140.1
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,Productos Químicos,56.62
2018,"Madrid, Comunidad de",Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",901.9
2018,"Madrid, Comunidad de",Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,325.53
2018,"Madrid, Comunidad de",Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,609.43
2018,"Madrid, Comunidad de",Transporte Internacional,Recibido,Productos Petrolíferos,16.37
2018,"Madrid, Comunidad de",Transporte Internacional,Recibido,Productos Metalúrgicos,69.6
2018,"Madrid, Comunidad de",Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,26.33
2018,"Madrid, Comunidad de",Transporte Internacional,Recibido,Productos Químicos,206.03
2018,"Madrid, Comunidad de",Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2223.45
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,32.85
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,33.53
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,20.89
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,2.79
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.0
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,1.53
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,45.14
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Abonos,1.28
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,Productos Químicos,9.54
2018,"Murcia, Región de",Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",7.98
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,295.97
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,219.7
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,114.74
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,16.73
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,28.59
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,209.1
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,50.28
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,21.11
2018,"Murcia, Región de",Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",150.2
2018,"Murcia, Región de",Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1428.7
2018,"Murcia, Región de",Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,1271.57
2018,"Murcia, Región de",Transporte Interregional,Expedido,Combustibles Minerales Sólidos,15.99
2018,"Murcia, Región de",Transporte Interregional,Expedido,Productos Petrolíferos,419.07
2018,"Murcia, Región de",Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,218.15
2018,"Murcia, Región de",Transporte Interregional,Expedido,Productos Metalúrgicos,122.51
2018,"Murcia, Región de",Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,428.15
2018,"Murcia, Región de",Transporte Interregional,Expedido,Abonos,145.11
2018,"Murcia, Región de",Transporte Interregional,Expedido,Productos Químicos,469.34
2018,"Murcia, Región de",Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1014.53
2018,"Murcia, Región de",Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,686.33
2018,"Murcia, Región de",Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,1095.48
2018,"Murcia, Región de",Transporte Interregional,Recibido,Combustibles Minerales Sólidos,12.81
2018,"Murcia, Región de",Transporte Interregional,Recibido,Productos Petrolíferos,79.95
2018,"Murcia, Región de",Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,43.67
2018,"Murcia, Región de",Transporte Interregional,Recibido,Productos Metalúrgicos,340.87
2018,"Murcia, Región de",Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,352.09
2018,"Murcia, Región de",Transporte Interregional,Recibido,Abonos,182.69
2018,"Murcia, Región de",Transporte Interregional,Recibido,Productos Químicos,364.27
2018,"Murcia, Región de",Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1337.21
2018,"Murcia, Región de",Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,4034.26
2018,"Murcia, Región de",Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,419.6
2018,"Murcia, Región de",Transporte Internacional,Expedido,Productos Petrolíferos,51.9
2018,"Murcia, Región de",Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,44.39
2018,"Murcia, Región de",Transporte Internacional,Expedido,Productos Metalúrgicos,49.1
2018,"Murcia, Región de",Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,41.83
2018,"Murcia, Región de",Transporte Internacional,Expedido,Productos Químicos,68.47
2018,"Murcia, Región de",Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",412.16
2018,"Murcia, Región de",Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,128.54
2018,"Murcia, Región de",Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,340.35
2018,"Murcia, Región de",Transporte Internacional,Recibido,Productos Petrolíferos,18.91
2018,"Murcia, Región de",Transporte Internacional,Recibido,Productos Metalúrgicos,85.03
2018,"Murcia, Región de",Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,10.88
2018,"Murcia, Región de",Transporte Internacional,Recibido,Productos Químicos,65.29
2018,"Murcia, Región de",Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",750.51
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,1.17
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,1.7
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,0.26
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.07
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.22
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,10.01
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,Productos Químicos,0.06
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2.28
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,70.43
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,63.62
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,11.07
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,17.15
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,5.32
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,132.83
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,7.25
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,2.26
2018,"Navarra, Comunidad Foral de",Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",72.06
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,401.22
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,993.27
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Productos Petrolíferos,49.88
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,154.14
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Productos Metalúrgicos,210.44
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,289.78
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Abonos,94.17
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,Productos Químicos,47.9
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1157.46
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,392.61
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,553.29
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Combustibles Minerales Sólidos,28.27
