Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones)
2024,Castilla - La Mancha,Transporte Interregional,Expedido,Abonos,259.74
2024,Castilla - La Mancha,Transporte Interregional,Expedido,Productos Químicos,649.78
2024,Castilla - La Mancha,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3712.19
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1267.99
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,3140.29
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,7.78
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Petrolíferos,235.67
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,20.23
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Metalúrgicos,458.8
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1273.4
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Abonos,333.47
2024,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Químicos,710.62
2024,Castilla - La Mancha,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3491.64
2024,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,186.8
2024,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,1076.0
2024,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Petrolíferos,9.42
2024,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Metalúrgicos,61.92
2024,Castilla - La Mancha,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,42.08
2024,Castilla - La Mancha,Transporte Internacional,Expedido,Abonos,30.96
2024,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Químicos,197.84
2024,Castilla - La Mancha,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",516.39
2024,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,99.2
2024,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,652.18
2024,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Petrolíferos,26.49
2024,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Metalúrgicos,40.87
2024,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Químicos,235.34
2024,Castilla - La Mancha,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1006.33
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,5.97
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,15.1
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,0.02
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,5.86
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,1.82
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,3.72
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,36.94
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Abonos,0.94
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.94
2024,Castilla y León,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",31.54
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,1112.55
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,1149.35
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,181.6
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,18.42
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,61.54
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1001.61
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,80.66
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,53.67
2024,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",720.34
2024,Castilla y León,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1607.9
2024,Castilla y León,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,3674.34
2024,Castilla y León,Transporte Interregional,Expedido,Productos Petrolíferos,61.44
2024,Castilla y León,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,336.34
2024,Castilla y León,Transporte Interregional,Expedido,Productos Metalúrgicos,350.04
2024,Castilla y León,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1686.61
2024,Castilla y León,Transporte Interregional,Expedido,Abonos,81.01
2024,Castilla y León,Transporte Interregional,Expedido,Productos Químicos,471.08
2024,Castilla y León,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3232.21
2024,Castilla y León,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1883.93
2024,Castilla y León,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,2470.77
2024,Castilla y León,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,21.14
2024,Castilla y León,Transporte Interregional,Recibido,Productos Petrolíferos,191.53
2024,Castilla y León,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,152.94
2024,Castilla y León,Transporte Interregional,Recibido,Productos Metalúrgicos,629.43
2024,Castilla y León,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,942.13
2024,Castilla y León,Transporte Interregional,Recibido,Abonos,397.35
2024,Castilla y León,Transporte Interregional,Recibido,Productos Químicos,559.08
2024,Castilla y León,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3395.5
2024,Castilla y León,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,300.26
2024,Castilla y León,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,546.12
2024,Castilla y León,Transporte Internacional,Expedido,Productos Petrolíferos,43.25
2024,Castilla y León,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,7.74
2024,Castilla y León,Transporte Internacional,Expedido,Productos Metalúrgicos,44.33
2024,Castilla y León,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,191.15
2024,Castilla y León,Transporte Internacional,Expedido,Abonos,28.15
2024,Castilla y León,Transporte Internacional,Expedido,Productos Químicos,200.33
2024,Castilla y León,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1347.72
2024,Castilla y León,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,503.02
2024,Castilla y León,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,482.57
2024,Castilla y León,Transporte Internacional,Recibido,Productos Metalúrgicos,65.47
2024,Castilla y León,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,46.84
2024,Castilla y León,Transporte Internacional,Recibido,Abonos,76.01
2024,Castilla y León,Transporte Internacional,Recibido,Productos Químicos,295.54
2024,Castilla y León,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",758.5
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,21.69
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,26.15
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,8.61
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.62
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,1.81
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,76.89
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Abonos,0.5
2024,Cataluña,Transporte Intrarregional,Intramunicipal,Productos Químicos,18.1
2024,Cataluña,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",46.33
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,1147.05
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,2006.17
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,14.08
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,682.62
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,134.66
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,262.05
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1988.74
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,77.02
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,569.73
2024,Cataluña,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2265.59
2024,Cataluña,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1653.29
2024,Cataluña,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,4335.64
2024,Cataluña,Transporte Interregional,Expedido,Productos Petrolíferos,288.68
2024,Cataluña,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,363.23
2024,Cataluña,Transporte Interregional,Expedido,Productos Metalúrgicos,837.52
2024,Cataluña,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,703.72
2024,Cataluña,Transporte Interregional,Expedido,Abonos,271.98
2024,Cataluña,Transporte Interregional,Expedido,Productos Químicos,2075.71
2024,Cataluña,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",8766.09
2024,Cataluña,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,3052.98
2024,Cataluña,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,4534.53
2024,Cataluña,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,10.16
2024,Cataluña,Transporte Interregional,Recibido,Productos Petrolíferos,103.5
2024,Cataluña,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,270.76
2024,Cataluña,Transporte Interregional,Recibido,Productos Metalúrgicos,1126.26
2024,Cataluña,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1128.79
2024,Cataluña,Transporte Interregional,Recibido,Abonos,114.15
2024,Cataluña,Transporte Interregional,Recibido,Productos Químicos,1273.46
2024,Cataluña,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6645.63
2024,Cataluña,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,1796.24
2024,Cataluña,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,1567.33
2024,Cataluña,Transporte Internacional,Expedido,Productos Petrolíferos,102.11
2024,Cataluña,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,6.62
2024,Cataluña,Transporte Internacional,Expedido,Productos Metalúrgicos,563.83
2024,Cataluña,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,612.34
2024,Cataluña,Transporte Internacional,Expedido,Abonos,25.56
2024,Cataluña,Transporte Internacional,Expedido,Productos Químicos,1603.19
2024,Cataluña,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2481.42
2024,Cataluña,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,1381.83
2024,Cataluña,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,2092.22
2024,Cataluña,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,228.17
2024,Cataluña,Transporte Internacional,Recibido,Productos Metalúrgicos,251.45
2024,Cataluña,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,208.97
2024,Cataluña,Transporte Internacional,Recibido,Abonos,10.49
2024,Cataluña,Transporte Internacional,Recibido,Productos Químicos,925.54
2024,Cataluña,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4062.01
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,8.32
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,13.59
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,5.27
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,1.67
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,23.28
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,196.36
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Abonos,6.65
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,Productos Químicos,6.49
2024,Comunitat Valenciana,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",24.34
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,458.81
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,830.37
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,0.65
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,158.21
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,29.28
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,63.55
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2502.32
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,96.74
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,220.92
2024,Comunitat Valenciana,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1463.36
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1680.64
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,3413.78
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Petrolíferos,120.13
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,420.49
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Metalúrgicos,902.04
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2207.13
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Abonos,599.86
2024,Comunitat Valenciana,Transporte Interregional,Expedido,Productos Químicos,954.57
2024,Comunitat Valenciana,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6438.02
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2403.83
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,4373.78
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,50.49
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Petrolíferos,146.0
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,212.25
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Metalúrgicos,599.89
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2373.28
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Abonos,252.39
2024,Comunitat Valenciana,Transporte Interregional,Recibido,Productos Químicos,913.52
2024,Comunitat Valenciana,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5597.47
2024,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,3378.13
2024,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,851.45
2024,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Metalúrgicos,218.69
2024,Comunitat Valenciana,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,862.95
2024,Comunitat Valenciana,Transporte Internacional,Expedido,Abonos,77.84
2024,Comunitat Valenciana,Transporte Internacional,Expedido,Productos Químicos,226.31
2024,Comunitat Valenciana,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1311.44
2024,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,438.62
2024,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,799.87
2024,Comunitat Valenciana,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,64.76
2024,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Metalúrgicos,131.73
2024,Comunitat Valenciana,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,82.73
2024,Comunitat Valenciana,Transporte Internacional,Recibido,Abonos,34.15
2024,Comunitat Valenciana,Transporte Internacional,Recibido,Productos Químicos,484.47
2024,Comunitat Valenciana,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2088.83
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,2.07
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,4.81
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,0.88
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.11
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.03
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,29.6
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Abonos,0.22
2024,Extremadura,Transporte Intrarregional,Intramunicipal,Productos Químicos,2.7
2024,Extremadura,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",7.02
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,152.77
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,194.97
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,96.63
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,3.4
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,11.51
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,426.94
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,21.91
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,6.51
2024,Extremadura,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",128.53
2024,Extremadura,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,739.57
2024,Extremadura,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,711.1
2024,Extremadura,Transporte Interregional,Expedido,Productos Petrolíferos,22.15
2024,Extremadura,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,18.1
2024,Extremadura,Transporte Interregional,Expedido,Productos Metalúrgicos,275.39
2024,Extremadura,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,196.96
2024,Extremadura,Transporte Interregional,Expedido,Abonos,63.58
2024,Extremadura,Transporte Interregional,Expedido,Productos Químicos,312.56
2024,Extremadura,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",699.11
2024,Extremadura,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,596.54
2024,Extremadura,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,914.26
2024,Extremadura,Transporte Interregional,Recibido,Productos Petrolíferos,52.22
2024,Extremadura,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,89.33
2024,Extremadura,Transporte Interregional,Recibido,Productos Metalúrgicos,140.1
2024,Extremadura,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,375.98
2024,Extremadura,Transporte Interregional,Recibido,Abonos,222.14
2024,Extremadura,Transporte Interregional,Recibido,Productos Químicos,104.13
2024,Extremadura,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",944.8
2024,Extremadura,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,65.07
2024,Extremadura,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,191.45
2024,Extremadura,Transporte Internacional,Expedido,Productos Metalúrgicos,99.96
2024,Extremadura,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,66.83
2024,Extremadura,Transporte Internacional,Expedido,Abonos,16.77
2024,Extremadura,Transporte Internacional,Expedido,Productos Químicos,77.13
2024,Extremadura,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",148.45
2024,Extremadura,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,84.21
2024,Extremadura,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,117.36
2024,Extremadura,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,7.83
2024,Extremadura,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,37.47
2024,Extremadura,Transporte Internacional,Recibido,Abonos,6.07
2024,Extremadura,Transporte Internacional,Recibido,Productos Químicos,30.4
2024,Extremadura,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",143.99
2024,Galicia,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,5.67
2024,Galicia,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,12.53
2024,Galicia,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,6.01
2024,Galicia,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.77
2024,Galicia,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,4.23
2024,Galicia,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,63.82
2024,Galicia,Transporte Intrarregional,Intramunicipal,Abonos,0.39
2024,Galicia,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.08
2024,Galicia,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",15.93
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,697.64
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,1047.75
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,315.9
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,60.52
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,43.19
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,824.0
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,55.19
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,76.42
2024,Galicia,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",630.91
2024,Galicia,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,588.19
2024,Galicia,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,2789.63
2024,Galicia,Transporte Interregional,Expedido,Productos Petrolíferos,28.9
2024,Galicia,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,590.08
2024,Galicia,Transporte Interregional,Expedido,Productos Metalúrgicos,516.18
2024,Galicia,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,228.3
2024,Galicia,Transporte Interregional,Expedido,Abonos,17.79
2024,Galicia,Transporte Interregional,Expedido,Productos Químicos,148.55
2024,Galicia,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2132.8
2024,Galicia,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,487.5
2024,Galicia,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,1623.5
2024,Galicia,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,33.15
2024,Galicia,Transporte Interregional,Recibido,Productos Petrolíferos,59.89
2024,Galicia,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,43.07
2024,Galicia,Transporte Interregional,Recibido,Productos Metalúrgicos,765.37
2024,Galicia,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,386.27
2024,Galicia,Transporte Interregional,Recibido,Abonos,7.0
2024,Galicia,Transporte Interregional,Recibido,Productos Químicos,377.09
2024,Galicia,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2803.38
2024,Galicia,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,94.06
2024,Galicia,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,776.92
2024,Galicia,Transporte Internacional,Expedido,Productos Petrolíferos,22.1
2024,Galicia,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,32.28
2024,Galicia,Transporte Internacional,Expedido,Productos Metalúrgicos,127.65
2024,Galicia,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,139.03
2024,Galicia,Transporte Internacional,Expedido,Abonos,19.72
2024,Galicia,Transporte Internacional,Expedido,Productos Químicos,21.44
2024,Galicia,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",615.03
2024,Galicia,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,33.73
2024,Galicia,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,258.32
2024,Galicia,Transporte Internacional,Recibido,Productos Petrolíferos,2.74
2024,Galicia,Transporte Internacional,Recibido,Productos Metalúrgicos,125.36
2024,Galicia,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,92.38
