year,ccaa,tipo,subtipo,mercancia,ton-km
2018,cantabria,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",27620000.0
2018,cantabria,transporte interregional,expedido,productos agrícolas y animales vivos,321600000.0
2018,cantabria,transporte interregional,expedido,productos alimenticios y forrajes,463890000.0
2018,cantabria,transporte interregional,expedido,combustibles minerales sólidos,1110000.0
2018,cantabria,transporte interregional,expedido,productos petrolíferos,42410000.0
2018,cantabria,transporte interregional,expedido,minerales y residuos para refundición,41410000.0
2018,cantabria,transporte interregional,expedido,productos metalúrgicos,240050000.0
2018,cantabria,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,131860000.0
2018,cantabria,transporte interregional,expedido,abonos,89870000.0
2018,cantabria,transporte interregional,expedido,productos químicos,193560000.0
2018,cantabria,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",790820000.0
2018,cantabria,transporte interregional,recibido,productos agrícolas y animales vivos,192830000.0
2018,cantabria,transporte interregional,recibido,productos alimenticios y forrajes,525200000.0
2018,cantabria,transporte interregional,recibido,combustibles minerales sólidos,38650000.0
2018,cantabria,transporte interregional,recibido,productos petrolíferos,131020000.0
2018,cantabria,transporte interregional,recibido,minerales y residuos para refundición,111540000.0
2018,cantabria,transporte interregional,recibido,productos metalúrgicos,73550000.0
2018,cantabria,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,406520000.0
2018,cantabria,transporte interregional,recibido,abonos,19330000.0
2018,cantabria,transporte interregional,recibido,productos químicos,183310000.0
2018,cantabria,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",475430000.0
2018,cantabria,transporte internacional,expedido,productos agrícolas y animales vivos,5430000.0
2018,cantabria,transporte internacional,expedido,productos alimenticios y forrajes,86280000.0
2018,cantabria,transporte internacional,expedido,productos metalúrgicos,274740000.0
2018,cantabria,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,101310000.0
2018,cantabria,transporte internacional,expedido,productos químicos,126840000.0
2018,cantabria,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",137330000.0
2018,cantabria,transporte internacional,recibido,productos agrícolas y animales vivos,29830000.0
2018,cantabria,transporte internacional,recibido,productos alimenticios y forrajes,6920000.0
2018,cantabria,transporte internacional,recibido,productos metalúrgicos,65990000.0
2018,cantabria,transporte internacional,recibido,productos químicos,74300000.0
2018,cantabria,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",59990000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,9430000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,11110000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,productos petrolíferos,2470000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,minerales y residuos para refundición,20000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,productos metalúrgicos,60000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,37870000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,abonos,1690000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,productos químicos,530000.0
2018,castilla - la mancha,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",7190000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,291940000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,932620000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,7180000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,68670000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,9040000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,15830000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,595690000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,abonos,127850000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos químicos,26510000.0
2018,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",299360000.0
2018,castilla - la mancha,transporte interregional,expedido,productos agrícolas y animales vivos,1198250000.0
2018,castilla - la mancha,transporte interregional,expedido,productos alimenticios y forrajes,3762370000.0
2018,castilla - la mancha,transporte interregional,expedido,combustibles minerales sólidos,72190000.0
2018,castilla - la mancha,transporte interregional,expedido,productos petrolíferos,287860000.0
2018,castilla - la mancha,transporte interregional,expedido,minerales y residuos para refundición,78720000.0
2018,castilla - la mancha,transporte interregional,expedido,productos metalúrgicos,185410000.0
2018,castilla - la mancha,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,1367240000.0
2018,castilla - la mancha,transporte interregional,expedido,abonos,210410000.0
2018,castilla - la mancha,transporte interregional,expedido,productos químicos,493940000.0
2018,castilla - la mancha,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",2538370000.0
2018,castilla - la mancha,transporte interregional,recibido,productos agrícolas y animales vivos,1018610000.0
2018,castilla - la mancha,transporte interregional,recibido,productos alimenticios y forrajes,2546470000.0
2018,castilla - la mancha,transporte interregional,recibido,combustibles minerales sólidos,24950000.0
2018,castilla - la mancha,transporte interregional,recibido,productos petrolíferos,355140000.0
2018,castilla - la mancha,transporte interregional,recibido,minerales y residuos para refundición,41180000.0
2018,castilla - la mancha,transporte interregional,recibido,productos metalúrgicos,572110000.0
2018,castilla - la mancha,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,799610000.0
2018,castilla - la mancha,transporte interregional,recibido,abonos,356340000.0
2018,castilla - la mancha,transporte interregional,recibido,productos químicos,443840000.0
2018,castilla - la mancha,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",2521120000.0
2018,castilla - la mancha,transporte internacional,expedido,productos agrícolas y animales vivos,172800000.0
2018,castilla - la mancha,transporte internacional,expedido,productos alimenticios y forrajes,709470000.0
2018,castilla - la mancha,transporte internacional,expedido,productos petrolíferos,46470000.0
2018,castilla - la mancha,transporte internacional,expedido,productos metalúrgicos,53500000.0
2018,castilla - la mancha,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,24230000.0
2018,castilla - la mancha,transporte internacional,expedido,abonos,7940000.0
2018,castilla - la mancha,transporte internacional,expedido,productos químicos,176990000.0
2018,castilla - la mancha,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",344120000.0
2018,castilla - la mancha,transporte internacional,recibido,productos agrícolas y animales vivos,144130000.0
2018,castilla - la mancha,transporte internacional,recibido,productos alimenticios y forrajes,368900000.0
2018,castilla - la mancha,transporte internacional,recibido,productos metalúrgicos,124850000.0
2018,castilla - la mancha,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,42330000.0
2018,castilla - la mancha,transporte internacional,recibido,abonos,25410000.0
2018,castilla - la mancha,transporte internacional,recibido,productos químicos,102560000.0
2018,castilla - la mancha,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",664270000.0
2018,castilla y león,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,2740000.0
2018,castilla y león,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,27970000.0
2018,castilla y león,transporte intrarregional,intramunicipal,combustibles minerales sólidos,350000.0
2018,castilla y león,transporte intrarregional,intramunicipal,productos petrolíferos,6430000.0
2018,castilla y león,transporte intrarregional,intramunicipal,minerales y residuos para refundición,3850000.0
2018,castilla y león,transporte intrarregional,intramunicipal,productos metalúrgicos,810000.0
2018,castilla y león,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,42230000.0
2018,castilla y león,transporte intrarregional,intramunicipal,abonos,100000.0
2018,castilla y león,transporte intrarregional,intramunicipal,productos químicos,840000.0
2018,castilla y león,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",16490000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,954130000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,1038630000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,12570000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,306190000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,30740000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,34490000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,810460000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,abonos,70980000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos químicos,30600000.0
2018,castilla y león,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",551360000.0
2018,castilla y león,transporte interregional,expedido,productos agrícolas y animales vivos,1515500000.0
2018,castilla y león,transporte interregional,expedido,productos alimenticios y forrajes,3488620000.0
2018,castilla y león,transporte interregional,expedido,combustibles minerales sólidos,21980000.0
2018,castilla y león,transporte interregional,expedido,productos petrolíferos,53690000.0
2018,castilla y león,transporte interregional,expedido,minerales y residuos para refundición,162930000.0
2018,castilla y león,transporte interregional,expedido,productos metalúrgicos,248250000.0
2018,castilla y león,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,1412350000.0
2018,castilla y león,transporte interregional,expedido,abonos,114370000.0
2018,castilla y león,transporte interregional,expedido,productos químicos,382120000.0
2018,castilla y león,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",2719890000.0
2018,castilla y león,transporte interregional,recibido,productos agrícolas y animales vivos,1604490000.0
2018,castilla y león,transporte interregional,recibido,productos alimenticios y forrajes,2386980000.0
2018,castilla y león,transporte interregional,recibido,combustibles minerales sólidos,53340000.0
2018,castilla y león,transporte interregional,recibido,productos petrolíferos,208320000.0
2018,castilla y león,transporte interregional,recibido,minerales y residuos para refundición,48970000.0
2018,castilla y león,transporte interregional,recibido,productos metalúrgicos,631610000.0
2018,castilla y león,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,889730000.0
2018,castilla y león,transporte interregional,recibido,abonos,564980000.0
2018,castilla y león,transporte interregional,recibido,productos químicos,489890000.0
2018,castilla y león,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",2612960000.0
2018,castilla y león,transporte internacional,expedido,productos agrícolas y animales vivos,227720000.0
2018,castilla y león,transporte internacional,expedido,productos alimenticios y forrajes,327090000.0
2018,castilla y león,transporte internacional,expedido,productos petrolíferos,7350000.0
2018,castilla y león,transporte internacional,expedido,productos metalúrgicos,169480000.0
2018,castilla y león,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,133450000.0
2018,castilla y león,transporte internacional,expedido,abonos,14450000.0
2018,castilla y león,transporte internacional,expedido,productos químicos,59350000.0
2018,castilla y león,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",852060000.0
2018,castilla y león,transporte internacional,recibido,productos agrícolas y animales vivos,356240000.0
2018,castilla y león,transporte internacional,recibido,productos alimenticios y forrajes,323240000.0
2018,castilla y león,transporte internacional,recibido,minerales y residuos para refundición,16220000.0
2018,castilla y león,transporte internacional,recibido,productos metalúrgicos,142780000.0
2018,castilla y león,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,4310000.0
2018,castilla y león,transporte internacional,recibido,abonos,104900000.0
2018,castilla y león,transporte internacional,recibido,productos químicos,170740000.0
2018,castilla y león,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",806080000.0
2018,cataluña,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,23630000.0
2018,cataluña,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,39590000.0
2018,cataluña,transporte intrarregional,intramunicipal,combustibles minerales sólidos,650000.0
2018,cataluña,transporte intrarregional,intramunicipal,productos petrolíferos,5800000.0
2018,cataluña,transporte intrarregional,intramunicipal,minerales y residuos para refundición,1180000.0
2018,cataluña,transporte intrarregional,intramunicipal,productos metalúrgicos,13570000.0
2018,cataluña,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,71230000.0
2018,cataluña,transporte intrarregional,intramunicipal,abonos,6690000.0
2018,cataluña,transporte intrarregional,intramunicipal,productos químicos,14120000.0
2018,cataluña,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",50200000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,1099050000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,1816850000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,13380000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,436880000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,94910000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,214740000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,1946970000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,abonos,110790000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,productos químicos,583850000.0
2018,cataluña,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",1847130000.0
2018,cataluña,transporte interregional,expedido,productos agrícolas y animales vivos,1188710000.0
2018,cataluña,transporte interregional,expedido,productos alimenticios y forrajes,3723080000.0
2018,cataluña,transporte interregional,expedido,combustibles minerales sólidos,27620000.0
2018,cataluña,transporte interregional,expedido,productos petrolíferos,235090000.0
2018,cataluña,transporte interregional,expedido,minerales y residuos para refundición,201830000.0
2018,cataluña,transporte interregional,expedido,productos metalúrgicos,861860000.0
2018,cataluña,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,553380000.0
2018,cataluña,transporte interregional,expedido,abonos,314510000.0
2018,cataluña,transporte interregional,expedido,productos químicos,2054030000.0
2018,cataluña,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",6715680000.0
2018,cataluña,transporte interregional,recibido,productos agrícolas y animales vivos,2325500000.0
2018,cataluña,transporte interregional,recibido,productos alimenticios y forrajes,3939080000.0
2018,cataluña,transporte interregional,recibido,combustibles minerales sólidos,24850000.0
2018,cataluña,transporte interregional,recibido,productos petrolíferos,81700000.0
2018,cataluña,transporte interregional,recibido,minerales y residuos para refundición,280260000.0
2018,cataluña,transporte interregional,recibido,productos metalúrgicos,985240000.0
2018,cataluña,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,898010000.0
2018,cataluña,transporte interregional,recibido,abonos,171650000.0
2018,cataluña,transporte interregional,recibido,productos químicos,987550000.0
2018,cataluña,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",5181140000.0
2018,cataluña,transporte internacional,expedido,productos agrícolas y animales vivos,1210050000.0
2018,cataluña,transporte internacional,expedido,productos alimenticios y forrajes,1569350000.0
2018,cataluña,transporte internacional,expedido,combustibles minerales sólidos,13160000.0
2018,cataluña,transporte internacional,expedido,productos petrolíferos,79580000.0
2018,cataluña,transporte internacional,expedido,productos metalúrgicos,533610000.0
2018,cataluña,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,414260000.0
2018,cataluña,transporte internacional,expedido,abonos,42290000.0
2018,cataluña,transporte internacional,expedido,productos químicos,1088880000.0
2018,cataluña,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",2234020000.0
2018,cataluña,transporte internacional,recibido,productos agrícolas y animales vivos,1029360000.0
2018,cataluña,transporte internacional,recibido,productos alimenticios y forrajes,1691520000.0
2018,cataluña,transporte internacional,recibido,productos petrolíferos,31090000.0
2018,cataluña,transporte internacional,recibido,minerales y residuos para refundición,236120000.0
2018,cataluña,transporte internacional,recibido,productos metalúrgicos,250120000.0
2018,cataluña,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,66450000.0
2018,cataluña,transporte internacional,recibido,abonos,50990000.0
2018,cataluña,transporte internacional,recibido,productos químicos,975970000.0
2018,cataluña,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",3028130000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,14230000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,6830000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,productos petrolíferos,790000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,minerales y residuos para refundición,130000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,productos metalúrgicos,4810000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,134230000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,abonos,4890000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,productos químicos,1770000.0
2018,comunitat valenciana,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",30420000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,442460000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,864680000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,237410000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,43790000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,103710000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,2420150000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,abonos,97070000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos químicos,191720000.0
2018,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",1251560000.0
2018,comunitat valenciana,transporte interregional,expedido,productos agrícolas y animales vivos,1471850000.0
2018,comunitat valenciana,transporte interregional,expedido,productos alimenticios y forrajes,3066780000.0
2018,comunitat valenciana,transporte interregional,expedido,combustibles minerales sólidos,21700000.0
2018,comunitat valenciana,transporte interregional,expedido,productos petrolíferos,211330000.0
2018,comunitat valenciana,transporte interregional,expedido,minerales y residuos para refundición,336710000.0
2018,comunitat valenciana,transporte interregional,expedido,productos metalúrgicos,907150000.0
2018,comunitat valenciana,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,1861110000.0
2018,comunitat valenciana,transporte interregional,expedido,abonos,534980000.0
2018,comunitat valenciana,transporte interregional,expedido,productos químicos,809810000.0
2018,comunitat valenciana,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",4775790000.0
2018,comunitat valenciana,transporte interregional,recibido,productos agrícolas y animales vivos,2326420000.0
2018,comunitat valenciana,transporte interregional,recibido,productos alimenticios y forrajes,4330210000.0
2018,comunitat valenciana,transporte interregional,recibido,combustibles minerales sólidos,20240000.0
2018,comunitat valenciana,transporte interregional,recibido,productos petrolíferos,220860000.0
2018,comunitat valenciana,transporte interregional,recibido,minerales y residuos para refundición,128850000.0
2018,comunitat valenciana,transporte interregional,recibido,productos metalúrgicos,651520000.0
2018,comunitat valenciana,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,1957370000.0
2018,comunitat valenciana,transporte interregional,recibido,abonos,177950000.0
2018,comunitat valenciana,transporte interregional,recibido,productos químicos,1034000000.0
2018,comunitat valenciana,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",4576880000.0
2018,comunitat valenciana,transporte internacional,expedido,productos agrícolas y animales vivos,4327100000.0
2018,comunitat valenciana,transporte internacional,expedido,productos alimenticios y forrajes,698870000.0
2018,comunitat valenciana,transporte internacional,expedido,productos petrolíferos,23720000.0
2018,comunitat valenciana,transporte internacional,expedido,productos metalúrgicos,150600000.0
2018,comunitat valenciana,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,939640000.0
2018,comunitat valenciana,transporte internacional,expedido,abonos,24950000.0
2018,comunitat valenciana,transporte internacional,expedido,productos químicos,217050000.0
2018,comunitat valenciana,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",1281600000.0
2018,comunitat valenciana,transporte internacional,recibido,productos agrícolas y animales vivos,636900000.0
2018,comunitat valenciana,transporte internacional,recibido,productos alimenticios y forrajes,452430000.0
2018,comunitat valenciana,transporte internacional,recibido,minerales y residuos para refundición,22290000.0
2018,comunitat valenciana,transporte internacional,recibido,productos metalúrgicos,100490000.0
2018,comunitat valenciana,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,251830000.0
2018,comunitat valenciana,transporte internacional,recibido,abonos,67510000.0
2018,comunitat valenciana,transporte internacional,recibido,productos químicos,287570000.0
2018,comunitat valenciana,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",1820070000.0
2018,extremadura,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,7830000.0
2018,extremadura,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,2100000.0
2018,extremadura,transporte intrarregional,intramunicipal,productos petrolíferos,1060000.0
2018,extremadura,transporte intrarregional,intramunicipal,minerales y residuos para refundición,0.0
2018,extremadura,transporte intrarregional,intramunicipal,productos metalúrgicos,450000.0
2018,extremadura,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,18410000.0
2018,extremadura,transporte intrarregional,intramunicipal,abonos,290000.0
2018,extremadura,transporte intrarregional,intramunicipal,productos químicos,10000.0
2018,extremadura,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",3630000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,127690000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,237730000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,150300000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,2930000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,10300000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,133090000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,abonos,17420000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,productos químicos,9680000.0
2018,extremadura,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",83600000.0
2018,extremadura,transporte interregional,expedido,productos agrícolas y animales vivos,665350000.0
2018,extremadura,transporte interregional,expedido,productos alimenticios y forrajes,699770000.0
2018,extremadura,transporte interregional,expedido,productos petrolíferos,13310000.0
2018,extremadura,transporte interregional,expedido,minerales y residuos para refundición,7740000.0
2018,extremadura,transporte interregional,expedido,productos metalúrgicos,291900000.0
2018,extremadura,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,192780000.0
2018,extremadura,transporte interregional,expedido,abonos,17790000.0
2018,extremadura,transporte interregional,expedido,productos químicos,142700000.0
2018,extremadura,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",545270000.0
2018,extremadura,transporte interregional,recibido,productos agrícolas y animales vivos,531800000.0
2018,extremadura,transporte interregional,recibido,productos alimenticios y forrajes,942880000.0
2018,extremadura,transporte interregional,recibido,combustibles minerales sólidos,7020000.0
2018,extremadura,transporte interregional,recibido,productos petrolíferos,74040000.0
2018,extremadura,transporte interregional,recibido,minerales y residuos para refundición,59180000.0
2018,extremadura,transporte interregional,recibido,productos metalúrgicos,170250000.0
2018,extremadura,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,418330000.0
2018,extremadura,transporte interregional,recibido,abonos,97330000.0
2018,extremadura,transporte interregional,recibido,productos químicos,93030000.0
2018,extremadura,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",587230000.0
2018,extremadura,transporte internacional,expedido,productos agrícolas y animales vivos,158830000.0
2018,extremadura,transporte internacional,expedido,productos alimenticios y forrajes,284020000.0
2018,extremadura,transporte internacional,expedido,productos petrolíferos,580000.0
2018,extremadura,transporte internacional,expedido,minerales y residuos para refundición,31970000.0
2018,extremadura,transporte internacional,expedido,productos metalúrgicos,128670000.0
2018,extremadura,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,23050000.0
2018,extremadura,transporte internacional,expedido,abonos,8170000.0
2018,extremadura,transporte internacional,expedido,productos químicos,34410000.0
2018,extremadura,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",157950000.0
2018,extremadura,transporte internacional,recibido,productos agrícolas y animales vivos,39690000.0
2018,extremadura,transporte internacional,recibido,productos alimenticios y forrajes,76860000.0
2018,extremadura,transporte internacional,recibido,productos petrolíferos,11960000.0
2018,extremadura,transporte internacional,recibido,minerales y residuos para refundición,13410000.0
2018,extremadura,transporte internacional,recibido,productos metalúrgicos,14920000.0
2018,extremadura,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,20340000.0
2018,extremadura,transporte internacional,recibido,abonos,23820000.0
2018,extremadura,transporte internacional,recibido,productos químicos,23660000.0
2018,extremadura,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",72250000.0
2018,galicia,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,4760000.0
2018,galicia,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,13060000.0
2018,galicia,transporte intrarregional,intramunicipal,combustibles minerales sólidos,2620000.0
2018,galicia,transporte intrarregional,intramunicipal,productos petrolíferos,11800000.0
2018,galicia,transporte intrarregional,intramunicipal,minerales y residuos para refundición,530000.0
2018,galicia,transporte intrarregional,intramunicipal,productos metalúrgicos,7720000.0
2018,galicia,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,61990000.0
2018,galicia,transporte intrarregional,intramunicipal,abonos,1300000.0
2018,galicia,transporte intrarregional,intramunicipal,productos químicos,80000.0
2018,galicia,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",17850000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,827130000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,740400000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,89080000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,360350000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,107760000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,59470000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,702020000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,abonos,8710000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,productos químicos,61080000.0
2018,galicia,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",575070000.0
