year,comunidad,tipo_transporte,tipo_desplazamiento,tipo_mercancia,unidad,valor
2020,aragón,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,9.8
2020,aragón,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,16.39
2020,aragón,transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,10.43
2020,aragón,transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,5.08
2020,aragón,transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,0.59
2020,aragón,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,48.85
2020,aragón,transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,2.71
2020,aragón,transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,2.59
2020,aragón,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,22.1
2020,aragón,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,288.16
2020,aragón,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,435.97
2020,aragón,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,1.55
2020,aragón,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,68.52
2020,aragón,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,18.57
2020,aragón,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,15.34
2020,aragón,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,407.22
2020,aragón,transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,57.99
2020,aragón,transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,76.07
2020,aragón,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,257.19
2020,aragón,transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,906.05
2020,aragón,transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,1656.65
2020,aragón,transporte interregional,expedido,combustibles minerales sólidos,millones de toneladas-kilómetro,5.48
2020,aragón,transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,42.73
2020,aragón,transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,201.26
2020,aragón,transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,247.57
2020,aragón,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1071.23
2020,aragón,transporte interregional,expedido,abonos,millones de toneladas-kilómetro,220.63
2020,aragón,transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,470.15
2020,aragón,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2443.3
2020,aragón,transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1225.36
2020,aragón,transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,1420.97
2020,aragón,transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,41.03
2020,aragón,transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,102.75
2020,aragón,transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,255.54
2020,aragón,transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,329.1
2020,aragón,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,673.98
2020,aragón,transporte interregional,recibido,abonos,millones de toneladas-kilómetro,258.13
2020,aragón,transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,794.59
2020,aragón,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2311.24
2020,aragón,transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,237.95
2020,aragón,transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,346.14
2020,aragón,transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,124.32
2020,aragón,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,190.43
2020,aragón,transporte internacional,expedido,abonos,millones de toneladas-kilómetro,61.78
2020,aragón,transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,177.95
2020,aragón,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,880.7
2020,aragón,transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,412.42
2020,aragón,transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,118.33
2020,aragón,transporte internacional,recibido,productos petrolíferos,millones de toneladas-kilómetro,7.94
2020,aragón,transporte internacional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,33.36
2020,aragón,transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,24.68
2020,aragón,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,12.97
2020,aragón,transporte internacional,recibido,abonos,millones de toneladas-kilómetro,16.96
2020,aragón,transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,385.06
2020,aragón,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,709.47
2020,"asturias, principado de",transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,2.71
2020,"asturias, principado de",transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,3.11
2020,"asturias, principado de",transporte intrarregional,intramunicipal,combustibles minerales sólidos,millones de toneladas-kilómetro,8.28
2020,"asturias, principado de",transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,1.39
2020,"asturias, principado de",transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,5.76
2020,"asturias, principado de",transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,7.38
2020,"asturias, principado de",transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,25.1
2020,"asturias, principado de",transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,4.01
2020,"asturias, principado de",transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,0.49
2020,"asturias, principado de",transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,6.22
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,69.11
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,123.67
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,22.38
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,49.68
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,37.27
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,36.34
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,210.85
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,4.23
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,21.86
2020,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,92.59
2020,"asturias, principado de",transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,161.34
2020,"asturias, principado de",transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,616.35
2020,"asturias, principado de",transporte interregional,expedido,combustibles minerales sólidos,millones de toneladas-kilómetro,97.73
2020,"asturias, principado de",transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,40.55
2020,"asturias, principado de",transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,61.79
2020,"asturias, principado de",transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,401.62
2020,"asturias, principado de",transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,100.58
2020,"asturias, principado de",transporte interregional,expedido,abonos,millones de toneladas-kilómetro,84.22
2020,"asturias, principado de",transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,201.39
2020,"asturias, principado de",transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,608.44
2020,"asturias, principado de",transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,477.62
2020,"asturias, principado de",transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,505.97
2020,"asturias, principado de",transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,39.57
2020,"asturias, principado de",transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,44.16
2020,"asturias, principado de",transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,39.99
2020,"asturias, principado de",transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,200.11
2020,"asturias, principado de",transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,273.74
2020,"asturias, principado de",transporte interregional,recibido,abonos,millones de toneladas-kilómetro,17.54
2020,"asturias, principado de",transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,183.33
2020,"asturias, principado de",transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,525.06
2020,"asturias, principado de",transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,42.6
2020,"asturias, principado de",transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,38.74
2020,"asturias, principado de",transporte internacional,expedido,combustibles minerales sólidos,millones de toneladas-kilómetro,23.97
2020,"asturias, principado de",transporte internacional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,15.14
2020,"asturias, principado de",transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,118.18
2020,"asturias, principado de",transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,13.61
2020,"asturias, principado de",transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,115.7
2020,"asturias, principado de",transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,160.72
2020,"asturias, principado de",transporte internacional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,34.0
2020,"asturias, principado de",transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,18.76
2020,"asturias, principado de",transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,24.69
2020,"asturias, principado de",transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,60.45
2020,"asturias, principado de",transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,86.98
2020,cantabria,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,0.03
2020,cantabria,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,1.33
2020,cantabria,transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,0.0
2020,cantabria,transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,1.88
2020,cantabria,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,9.56
2020,cantabria,transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,3.01
2020,cantabria,transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,0.0
2020,cantabria,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,0.57
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,19.98
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,61.99
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,0.06
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,8.2
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,18.67
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,13.16
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,143.54
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,0.55
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,7.15
2020,cantabria,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,50.96
2020,cantabria,transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,312.88
2020,cantabria,transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,426.3
2020,cantabria,transporte interregional,expedido,combustibles minerales sólidos,millones de toneladas-kilómetro,11.36
2020,cantabria,transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,11.48
2020,cantabria,transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,56.08
2020,cantabria,transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,121.94
2020,cantabria,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,139.7
2020,cantabria,transporte interregional,expedido,abonos,millones de toneladas-kilómetro,105.71
2020,cantabria,transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,196.8
2020,cantabria,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,679.26
2020,cantabria,transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,240.15
2020,cantabria,transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,584.13
2020,cantabria,transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,27.4
2020,cantabria,transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,71.07
2020,cantabria,transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,90.09
2020,cantabria,transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,87.3
2020,cantabria,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,401.9
2020,cantabria,transporte interregional,recibido,abonos,millones de toneladas-kilómetro,8.44
2020,cantabria,transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,170.85
2020,cantabria,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,615.2
2020,cantabria,transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,69.97
2020,cantabria,transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,22.78
2020,cantabria,transporte internacional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,11.78
2020,cantabria,transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,96.01
2020,cantabria,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,58.01
2020,cantabria,transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,147.23
2020,cantabria,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,107.22
2020,cantabria,transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,24.11
2020,cantabria,transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,98.2
2020,cantabria,transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,5.1
2020,cantabria,transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,48.35
2020,cantabria,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,205.32
2020,castilla - la mancha,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,6.7
2020,castilla - la mancha,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,8.76
2020,castilla - la mancha,transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,1.93
2020,castilla - la mancha,transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,0.03
2020,castilla - la mancha,transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,1.55
2020,castilla - la mancha,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,38.47
2020,castilla - la mancha,transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,3.26
2020,castilla - la mancha,transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,0.38
2020,castilla - la mancha,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,5.62
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,429.15
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,934.03
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,22.19
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,142.3
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,13.4
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,46.08
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,770.32
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,174.58
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,39.14
2020,castilla - la mancha,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,344.55
2020,castilla - la mancha,transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1194.27
2020,castilla - la mancha,transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,4161.51
2020,castilla - la mancha,transporte interregional,expedido,combustibles minerales sólidos,millones de toneladas-kilómetro,92.48
2020,castilla - la mancha,transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,220.11
2020,castilla - la mancha,transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,105.94
2020,castilla - la mancha,transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,125.08
2020,castilla - la mancha,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1557.81
2020,castilla - la mancha,transporte interregional,expedido,abonos,millones de toneladas-kilómetro,204.24
2020,castilla - la mancha,transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,437.69
2020,castilla - la mancha,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2606.69
2020,castilla - la mancha,transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1048.39
2020,castilla - la mancha,transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,3099.86
2020,castilla - la mancha,transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,11.71
2020,castilla - la mancha,transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,269.47
2020,castilla - la mancha,transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,66.74
2020,castilla - la mancha,transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,357.71
2020,castilla - la mancha,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1023.22
2020,castilla - la mancha,transporte interregional,recibido,abonos,millones de toneladas-kilómetro,280.21
2020,castilla - la mancha,transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,432.25
2020,castilla - la mancha,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2437.42
2020,castilla - la mancha,transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,236.1
2020,castilla - la mancha,transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,971.47
2020,castilla - la mancha,transporte internacional,expedido,productos petrolíferos,millones de toneladas-kilómetro,16.57
2020,castilla - la mancha,transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,28.23
2020,castilla - la mancha,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,99.94
2020,castilla - la mancha,transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,275.26
2020,castilla - la mancha,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,607.02
2020,castilla - la mancha,transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,118.95
2020,castilla - la mancha,transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,470.44
2020,castilla - la mancha,transporte internacional,recibido,productos petrolíferos,millones de toneladas-kilómetro,32.59
2020,castilla - la mancha,transporte internacional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,26.63
2020,castilla - la mancha,transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,87.11
2020,castilla - la mancha,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,80.13
2020,castilla - la mancha,transporte internacional,recibido,abonos,millones de toneladas-kilómetro,10.13
2020,castilla - la mancha,transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,231.6
2020,castilla - la mancha,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,792.18
2020,castilla y león,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,11.02
2020,castilla y león,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,21.72
2020,castilla y león,transporte intrarregional,intramunicipal,combustibles minerales sólidos,millones de toneladas-kilómetro,0.01
2020,castilla y león,transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,3.63
2020,castilla y león,transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,0.94
2020,castilla y león,transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,0.27
2020,castilla y león,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,45.47
2020,castilla y león,transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,0.3
2020,castilla y león,transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,2.36
2020,castilla y león,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,31.35
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1067.61
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,1102.99
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,0.25
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,245.28
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,16.3
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,72.39
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,673.4
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,70.22
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,35.06
2020,castilla y león,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,433.27
2020,castilla y león,transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1834.74
2020,castilla y león,transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,3738.38
2020,castilla y león,transporte interregional,expedido,combustibles minerales sólidos,millones de toneladas-kilómetro,47.05
2020,castilla y león,transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,58.43
2020,castilla y león,transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,223.6
2020,castilla y león,transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,341.73
2020,castilla y león,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1839.37
2020,castilla y león,transporte interregional,expedido,abonos,millones de toneladas-kilómetro,105.65
2020,castilla y león,transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,313.68
2020,castilla y león,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2783.82
2020,castilla y león,transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1365.51
2020,castilla y león,transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,2878.25
2020,castilla y león,transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,74.0
2020,castilla y león,transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,253.14
2020,castilla y león,transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,98.88
2020,castilla y león,transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,528.26
2020,castilla y león,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,658.93
2020,castilla y león,transporte interregional,recibido,abonos,millones de toneladas-kilómetro,525.38
2020,castilla y león,transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,592.3
2020,castilla y león,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2623.09
2020,castilla y león,transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,233.62
