year,comunidad,tipo_transporte,tipo_desplazamiento,tipo_mercancia,unidad,valor
2018,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,72.06
2018,"navarra, comunidad foral de",transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,401.22
2018,"navarra, comunidad foral de",transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,993.27
2018,"navarra, comunidad foral de",transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,49.88
2018,"navarra, comunidad foral de",transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,154.14
2018,"navarra, comunidad foral de",transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,210.44
2018,"navarra, comunidad foral de",transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,289.78
2018,"navarra, comunidad foral de",transporte interregional,expedido,abonos,millones de toneladas-kilómetro,94.17
2018,"navarra, comunidad foral de",transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,47.9
2018,"navarra, comunidad foral de",transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,1157.46
2018,"navarra, comunidad foral de",transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,392.61
2018,"navarra, comunidad foral de",transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,553.29
2018,"navarra, comunidad foral de",transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,28.27
2018,"navarra, comunidad foral de",transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,56.91
2018,"navarra, comunidad foral de",transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,73.48
2018,"navarra, comunidad foral de",transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,300.91
2018,"navarra, comunidad foral de",transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,295.63
2018,"navarra, comunidad foral de",transporte interregional,recibido,abonos,millones de toneladas-kilómetro,80.45
2018,"navarra, comunidad foral de",transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,184.2
2018,"navarra, comunidad foral de",transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,1028.14
2018,"navarra, comunidad foral de",transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,239.28
2018,"navarra, comunidad foral de",transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,182.06
2018,"navarra, comunidad foral de",transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,21.19
2018,"navarra, comunidad foral de",transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,146.34
2018,"navarra, comunidad foral de",transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,28.71
2018,"navarra, comunidad foral de",transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,598.77
2018,"navarra, comunidad foral de",transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,316.94
2018,"navarra, comunidad foral de",transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,230.12
2018,"navarra, comunidad foral de",transporte internacional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,25.97
2018,"navarra, comunidad foral de",transporte internacional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,4.65
2018,"navarra, comunidad foral de",transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,34.9
2018,"navarra, comunidad foral de",transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,26.36
2018,"navarra, comunidad foral de",transporte internacional,recibido,abonos,millones de toneladas-kilómetro,21.99
2018,"navarra, comunidad foral de",transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,29.2
2018,"navarra, comunidad foral de",transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,593.15
2018,país vasco,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1.86
2018,país vasco,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,5.5
2018,país vasco,transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,0.38
2018,país vasco,transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,0.75
2018,país vasco,transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,2.64
2018,país vasco,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,26.39
2018,país vasco,transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,0.29
2018,país vasco,transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,0.6
2018,país vasco,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,16.73
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,115.38
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,116.71
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,8.95
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,146.94
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,93.51
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,253.32
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,306.29
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,7.78
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,46.62
2018,país vasco,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,482.07
2018,país vasco,transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,590.04
2018,país vasco,transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,1114.37
2018,país vasco,transporte interregional,expedido,combustibles minerales sólidos,millones de toneladas-kilómetro,57.87
2018,país vasco,transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,264.7
2018,país vasco,transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,140.78
2018,país vasco,transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,1436.93
2018,país vasco,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,317.48
2018,país vasco,transporte interregional,expedido,abonos,millones de toneladas-kilómetro,75.79
2018,país vasco,transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,536.77
2018,país vasco,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2368.25
2018,país vasco,transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,615.99
2018,país vasco,transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,1379.63
2018,país vasco,transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,24.1
2018,país vasco,transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,127.7
2018,país vasco,transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,726.33
2018,país vasco,transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,758.39
2018,país vasco,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,775.82
2018,país vasco,transporte interregional,recibido,abonos,millones de toneladas-kilómetro,23.44
2018,país vasco,transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,583.15
2018,país vasco,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2079.4
2018,país vasco,transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,211.38
2018,país vasco,transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,275.99
2018,país vasco,transporte internacional,expedido,productos petrolíferos,millones de toneladas-kilómetro,25.08
2018,país vasco,transporte internacional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,17.26
2018,país vasco,transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,449.76
2018,país vasco,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,57.17
2018,país vasco,transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,52.0
2018,país vasco,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,1326.24
2018,país vasco,transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,120.39
2018,país vasco,transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,290.15
2018,país vasco,transporte internacional,recibido,productos petrolíferos,millones de toneladas-kilómetro,20.72
2018,país vasco,transporte internacional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,244.26
2018,país vasco,transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,278.21
2018,país vasco,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,33.77
2018,país vasco,transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,231.84
2018,país vasco,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,984.67
2018,"rioja, la",transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,0.76
2018,"rioja, la",transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,0.53
2018,"rioja, la",transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,0.18
2018,"rioja, la",transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,0.01
2018,"rioja, la",transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1.36
2018,"rioja, la",transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,2.4
2018,"rioja, la",transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,3.68
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,11.64
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,18.3
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,11.04
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,2.15
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,66.0
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,2.54
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,0.6
2018,"rioja, la",transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,26.41
2018,"rioja, la",transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,246.71
2018,"rioja, la",transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,631.91
2018,"rioja, la",transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,15.18
2018,"rioja, la",transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,3.89
2018,"rioja, la",transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,34.02
2018,"rioja, la",transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,92.3
2018,"rioja, la",transporte interregional,expedido,abonos,millones de toneladas-kilómetro,1.33
2018,"rioja, la",transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,21.82
2018,"rioja, la",transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,419.6
2018,"rioja, la",transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,112.58
2018,"rioja, la",transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,297.04
2018,"rioja, la",transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,23.97
2018,"rioja, la",transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,11.4
2018,"rioja, la",transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,54.01
2018,"rioja, la",transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,78.89
2018,"rioja, la",transporte interregional,recibido,abonos,millones de toneladas-kilómetro,17.2
2018,"rioja, la",transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,39.93
2018,"rioja, la",transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,443.57
2018,"rioja, la",transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,31.84
2018,"rioja, la",transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,19.4
2018,"rioja, la",transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,4.22
2018,"rioja, la",transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,197.01
2018,"rioja, la",transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,120.03
2018,"rioja, la",transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,89.89
2018,"rioja, la",transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,24.64
2018,"rioja, la",transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,143.55
2019,andalucía,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,27.59
2019,andalucía,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,41.42
2019,andalucía,transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,18.76
2019,andalucía,transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,3.01
2019,andalucía,transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,1.98
2019,andalucía,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,261.49
2019,andalucía,transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,7.91
2019,andalucía,transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,5.68
2019,andalucía,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,28.35
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1530.47
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,3633.02
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,4.79
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,663.32
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,243.83
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,285.75
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,2699.6
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,267.98
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,351.04
2019,andalucía,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,1886.77
2019,andalucía,transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,3524.83
2019,andalucía,transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,3267.48
2019,andalucía,transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,226.51
2019,andalucía,transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,290.42
2019,andalucía,transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,591.8
2019,andalucía,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1219.22
2019,andalucía,transporte interregional,expedido,abonos,millones de toneladas-kilómetro,267.88
2019,andalucía,transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,863.31
2019,andalucía,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,3094.6
2019,andalucía,transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1524.72
2019,andalucía,transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,4516.61
2019,andalucía,transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,49.84
2019,andalucía,transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,228.41
2019,andalucía,transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,105.95
2019,andalucía,transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,715.07
2019,andalucía,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1050.32
2019,andalucía,transporte interregional,recibido,abonos,millones de toneladas-kilómetro,261.06
2019,andalucía,transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,919.87
2019,andalucía,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,5683.79
2019,andalucía,transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,5727.05
2019,andalucía,transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,831.44
2019,andalucía,transporte internacional,expedido,productos petrolíferos,millones de toneladas-kilómetro,58.32
2019,andalucía,transporte internacional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,50.52
2019,andalucía,transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,405.8
2019,andalucía,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,208.26
2019,andalucía,transporte internacional,expedido,abonos,millones de toneladas-kilómetro,35.9
2019,andalucía,transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,171.7
2019,andalucía,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,742.91
2019,andalucía,transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,396.28
2019,andalucía,transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,754.26
2019,andalucía,transporte internacional,recibido,productos petrolíferos,millones de toneladas-kilómetro,34.52
2019,andalucía,transporte internacional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,83.85
2019,andalucía,transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,250.58
2019,andalucía,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,22.29
2019,andalucía,transporte internacional,recibido,abonos,millones de toneladas-kilómetro,8.98
2019,andalucía,transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,152.28
2019,andalucía,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,1442.35
2019,aragón,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,6.85
2019,aragón,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,10.59
2019,aragón,transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,6.32
2019,aragón,transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,0.56
2019,aragón,transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,1.66
2019,aragón,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,52.63
2019,aragón,transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,3.28
2019,aragón,transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,6.15
2019,aragón,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,33.35
2019,aragón,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,329.12
2019,aragón,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,447.22
2019,aragón,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,0.97
2019,aragón,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,48.62
2019,aragón,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,36.7
2019,aragón,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,millones de toneladas-kilómetro,28.85
2019,aragón,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,409.15
2019,aragón,transporte intrarregional,intermunicipal intrarregional,abonos,millones de toneladas-kilómetro,64.05
2019,aragón,transporte intrarregional,intermunicipal intrarregional,productos químicos,millones de toneladas-kilómetro,27.97
2019,aragón,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,275.81
2019,aragón,transporte interregional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,843.86
2019,aragón,transporte interregional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,1588.37
2019,aragón,transporte interregional,expedido,productos petrolíferos,millones de toneladas-kilómetro,4.89
2019,aragón,transporte interregional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,204.17
2019,aragón,transporte interregional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,325.29
2019,aragón,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,1065.89
2019,aragón,transporte interregional,expedido,abonos,millones de toneladas-kilómetro,179.45
2019,aragón,transporte interregional,expedido,productos químicos,millones de toneladas-kilómetro,432.56
2019,aragón,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2752.11
2019,aragón,transporte interregional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,1213.24
2019,aragón,transporte interregional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,1282.97
2019,aragón,transporte interregional,recibido,combustibles minerales sólidos,millones de toneladas-kilómetro,12.32
2019,aragón,transporte interregional,recibido,productos petrolíferos,millones de toneladas-kilómetro,113.85
2019,aragón,transporte interregional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,322.78
2019,aragón,transporte interregional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,481.41
2019,aragón,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,593.47
2019,aragón,transporte interregional,recibido,abonos,millones de toneladas-kilómetro,172.07
2019,aragón,transporte interregional,recibido,productos químicos,millones de toneladas-kilómetro,865.79
2019,aragón,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,2264.22
2019,aragón,transporte internacional,expedido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,261.98
2019,aragón,transporte internacional,expedido,productos alimenticios y forrajes,millones de toneladas-kilómetro,271.58
2019,aragón,transporte internacional,expedido,minerales y residuos para refundición,millones de toneladas-kilómetro,21.18
2019,aragón,transporte internacional,expedido,productos metalúrgicos,millones de toneladas-kilómetro,78.82
2019,aragón,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,201.88
2019,aragón,transporte internacional,expedido,abonos,millones de toneladas-kilómetro,37.7
2019,aragón,transporte internacional,expedido,productos químicos,millones de toneladas-kilómetro,151.44
2019,aragón,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,1039.66
2019,aragón,transporte internacional,recibido,productos agrícolas y animales vivos,millones de toneladas-kilómetro,483.73
2019,aragón,transporte internacional,recibido,productos alimenticios y forrajes,millones de toneladas-kilómetro,237.01
2019,aragón,transporte internacional,recibido,minerales y residuos para refundición,millones de toneladas-kilómetro,33.85
2019,aragón,transporte internacional,recibido,productos metalúrgicos,millones de toneladas-kilómetro,76.46
2019,aragón,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,4.63
2019,aragón,transporte internacional,recibido,abonos,millones de toneladas-kilómetro,10.65
2019,aragón,transporte internacional,recibido,productos químicos,millones de toneladas-kilómetro,380.7
2019,aragón,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,871.75
2019,"asturias, principado de",transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,millones de toneladas-kilómetro,0.72
2019,"asturias, principado de",transporte intrarregional,intramunicipal,productos alimenticios y forrajes,millones de toneladas-kilómetro,6.25
2019,"asturias, principado de",transporte intrarregional,intramunicipal,combustibles minerales sólidos,millones de toneladas-kilómetro,13.25
2019,"asturias, principado de",transporte intrarregional,intramunicipal,productos petrolíferos,millones de toneladas-kilómetro,2.67
2019,"asturias, principado de",transporte intrarregional,intramunicipal,minerales y residuos para refundición,millones de toneladas-kilómetro,15.59
2019,"asturias, principado de",transporte intrarregional,intramunicipal,productos metalúrgicos,millones de toneladas-kilómetro,7.54
2019,"asturias, principado de",transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,millones de toneladas-kilómetro,28.13
2019,"asturias, principado de",transporte intrarregional,intramunicipal,abonos,millones de toneladas-kilómetro,0.57
2019,"asturias, principado de",transporte intrarregional,intramunicipal,productos químicos,millones de toneladas-kilómetro,0.39
2019,"asturias, principado de",transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",millones de toneladas-kilómetro,5.98
2019,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,millones de toneladas-kilómetro,75.79
2019,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,millones de toneladas-kilómetro,133.96
2019,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,millones de toneladas-kilómetro,31.66
2019,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,millones de toneladas-kilómetro,60.7
2019,"asturias, principado de",transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,millones de toneladas-kilómetro,29.84
