vehiculo,year,partida,coste_partida_eur_km,coste_total_eur_km,pct_partida
vehículo articulado de carga general en transporte internacional,2019,costes fiscales,0.0053,1.2479,0.004247135187114352
vehículo articulado de carga general en transporte internacional,2019,dietas,0.1811,1.2479,0.1451238079974357
vehículo articulado de carga general en transporte internacional,2019,financiación del vehículo,0.0205,1.2479,0.016427598365253628
vehículo articulado de carga general en transporte internacional,2019,mantenimiento,0.0154,1.2479,0.012340732430483212
vehículo articulado de carga general en transporte internacional,2019,nan,0.0762,1.2479,0.06106258514304031
vehículo articulado de carga general en transporte internacional,2019,neumáticos,0.0449,1.2479,0.03598044715121404
vehículo articulado de carga general en transporte internacional,2019,peajes,0.1048,1.2479,0.08398108822822342
vehículo articulado de carga general en transporte internacional,2019,personal de conducción - salarios,0.2224,1.2479,0.17821940860645885
vehículo articulado de carga general en transporte internacional,2019,reparaciones,0.0304,1.2479,0.024360926356278546
vehículo articulado de carga general en transporte internacional,2019,seguros,0.0427,1.2479,0.03421748537543073
vehículo articulado de carga general en transporte internacional,2020,amortización del vehículo,0.1368,1.2145000000000001,0.11263894606834088
vehículo articulado de carga general en transporte internacional,2020,combustible,0.3162,1.2145000000000001,0.2603540551667352
vehículo articulado de carga general en transporte internacional,2020,consumo de disolución de urea,0.0144,1.2145000000000001,0.011856731165088513
vehículo articulado de carga general en transporte internacional,2020,costes fiscales,0.0053,1.2145000000000001,0.004363935776039522
vehículo articulado de carga general en transporte internacional,2020,dietas,0.1836,1.2145000000000001,0.15117332235487854
vehículo articulado de carga general en transporte internacional,2020,financiación del vehículo,0.0193,1.2145000000000001,0.015891313297653354
vehículo articulado de carga general en transporte internacional,2020,mantenimiento,0.0157,1.2145000000000001,0.012927130506381224
vehículo articulado de carga general en transporte internacional,2020,nan,0.0741,1.2145000000000001,0.06101276245368464
vehículo articulado de carga general en transporte internacional,2020,neumáticos,0.0455,1.2145000000000001,0.037463976945244955
vehículo articulado de carga general en transporte internacional,2020,peajes,0.1046,1.2145000000000001,0.08612597776862906
vehículo articulado de carga general en transporte internacional,2020,personal de conducción - salarios,0.2254,1.2145000000000001,0.1855907780979827
vehículo articulado de carga general en transporte internacional,2020,reparaciones,0.0308,1.2145000000000001,0.02536023054755043
vehículo articulado de carga general en transporte internacional,2020,seguros,0.0428,1.2145000000000001,0.035240839851790856
vehículo articulado de carga general en transporte internacional,2021,amortización del vehículo,0.1382,1.2703,0.10879319845705739
vehículo articulado de carga general en transporte internacional,2021,combustible,0.3553,1.2703,0.2796977092025506
vehículo articulado de carga general en transporte internacional,2021,consumo de disolución de urea,0.0147,1.2703,0.011572069589860663
vehículo articulado de carga general en transporte internacional,2021,costes fiscales,0.0054,1.2703,0.004250964339132489
vehículo articulado de carga general en transporte internacional,2021,dietas,0.187,1.2703,0.14720932063292136
vehículo articulado de carga general en transporte internacional,2021,financiación del vehículo,0.02,1.2703,0.015744312367157363
vehículo articulado de carga general en transporte internacional,2021,mantenimiento,0.016,1.2703,0.012595449893725892
vehículo articulado de carga general en transporte internacional,2021,nan,0.0775,1.2703,0.061009210422734786
vehículo articulado de carga general en transporte internacional,2021,neumáticos,0.0464,1.2703,0.03652680469180508
vehículo articulado de carga general en transporte internacional,2021,peajes,0.1054,1.2703,0.0829725261749193
vehículo articulado de carga general en transporte internacional,2021,personal de conducción - salarios,0.2297,1.2703,0.18082342753680233
vehículo articulado de carga general en transporte internacional,2021,reparaciones,0.0315,1.2703,0.02479729197827285
vehículo articulado de carga general en transporte internacional,2021,seguros,0.0432,1.2703,0.03400771471305991
vehículo articulado de carga general en transporte internacional,2022,amortización del vehículo,0.1426,1.4536,0.09810126582278482
vehículo articulado de carga general en transporte internacional,2022,combustible,0.4991,1.4536,0.34335443037974683
vehículo articulado de carga general en transporte internacional,2022,consumo de disolución de urea,0.0152,1.4536,0.010456796917996699
vehículo articulado de carga general en transporte internacional,2022,costes fiscales,0.0057,1.4536,0.003921298844248762
vehículo articulado de carga general en transporte internacional,2022,dietas,0.1897,1.4536,0.13050357732526144
vehículo articulado de carga general en transporte internacional,2022,financiación del vehículo,0.0245,1.4536,0.016854705558613098
vehículo articulado de carga general en transporte internacional,2022,mantenimiento,0.0166,1.4536,0.011419922949917446
vehículo articulado de carga general en transporte internacional,2022,nan,0.0887,1.4536,0.061020913593836
vehículo articulado de carga general en transporte internacional,2022,neumáticos,0.0506,1.4536,0.03481012658227848
vehículo articulado de carga general en transporte internacional,2022,peajes,0.1116,1.4536,0.07677490368739681
vehículo articulado de carga general en transporte internacional,2022,personal de conducción - salarios,0.233,1.4536,0.16029168959823886
vehículo articulado de carga general en transporte internacional,2022,reparaciones,0.0327,1.4536,0.022495872317006053
vehículo articulado de carga general en transporte internacional,2022,seguros,0.0436,1.4536,0.029994496422674738
vehículo articulado de carga general en transporte internacional,2023,amortización del vehículo,0.1476,1.4701,0.10040133324263656
vehículo articulado de carga general en transporte internacional,2023,combustible,0.46,1.4701,0.31290388408951775
vehículo articulado de carga general en transporte internacional,2023,consumo de disolución de urea,0.0162,1.4701,0.011019658526630841
vehículo articulado de carga general en transporte internacional,2023,costes fiscales,0.006,1.4701,0.004081355009863275
vehículo articulado de carga general en transporte internacional,2023,dietas,0.1965,1.4701,0.13366437657302224
vehículo articulado de carga general en transporte internacional,2023,financiación del vehículo,0.041,1.4701,0.02788925923406571
vehículo articulado de carga general en transporte internacional,2023,mantenimiento,0.0177,1.4701,0.012039997279096661
vehículo articulado de carga general en transporte internacional,2023,nan,0.0897,1.4701,0.06101625739745596
vehículo articulado de carga general en transporte internacional,2023,neumáticos,0.0556,1.4701,0.03782055642473301
vehículo articulado de carga general en transporte internacional,2023,peajes,0.1186,1.4701,0.08067478402829739
vehículo articulado de carga general en transporte internacional,2023,personal de conducción - salarios,0.2414,1.4701,0.16420651656349908
vehículo articulado de carga general en transporte internacional,2023,reparaciones,0.0348,1.4701,0.023671859057206993
vehículo articulado de carga general en transporte internacional,2023,seguros,0.045,1.4701,0.03061016257397456
vehículo articulado de carga general en transporte internacional,2024,amortización del vehículo,0.151,1.4874,0.10151942987763883
vehículo articulado de carga general en transporte internacional,2024,combustible,0.4362,1.4874,0.2932634126663977
vehículo articulado de carga general en transporte internacional,2024,consumo de disolución de urea,0.0169,1.4874,0.011362108377033749
vehículo articulado de carga general en transporte internacional,2024,costes fiscales,0.0062,1.4874,0.004168347451929541
vehículo articulado de carga general en transporte internacional,2024,dietas,0.207,1.4874,0.13916901976603469
vehículo articulado de carga general en transporte internacional,2024,financiación del vehículo,0.0421,1.4874,0.028304423826811885
vehículo articulado de carga general en transporte internacional,2024,mantenimiento,0.0184,1.4874,0.012370579534758638
vehículo articulado de carga general en transporte internacional,2024,nan,0.0908,1.4874,0.061046120747613286
vehículo articulado de carga general en transporte internacional,2024,neumáticos,0.0572,1.4874,0.03845636681457577
vehículo articulado de carga general en transporte internacional,2024,peajes,0.1223,1.4874,0.08222401505983595
vehículo articulado de carga general en transporte internacional,2024,personal de conducción - salarios,0.2542,1.4874,0.17090224552911118
vehículo articulado de carga general en transporte internacional,2024,reparaciones,0.0363,1.4874,0.024405002016942314
vehículo articulado de carga general en transporte internacional,2024,seguros,0.0488,1.4874,0.03280892833131639
vehículo articulado portacontenedores,2017,amortización del vehículo,0.1081,1.0877999999999999,0.09937488508917082
vehículo articulado portacontenedores,2017,combustible,0.2895,1.0877999999999999,0.2661334804191947
vehículo articulado portacontenedores,2017,consumo de disolución de urea,0.0137,1.0877999999999999,0.012594226879941167
vehículo articulado portacontenedores,2017,costes fiscales,0.0075,1.0877999999999999,0.006894649751792609
vehículo articulado portacontenedores,2017,dietas,0.1191,1.0877999999999999,0.10948703805846664
vehículo articulado portacontenedores,2017,financiación del vehículo,0.0191,1.0877999999999999,0.017558374701231845
vehículo articulado portacontenedores,2017,mantenimiento,0.0178,1.0877999999999999,0.016363302077587794
vehículo articulado portacontenedores,2017,nan,0.0664,1.0877999999999999,0.0610406324692039
vehículo articulado portacontenedores,2017,neumáticos,0.0525,1.0877999999999999,0.04826254826254826
vehículo articulado portacontenedores,2017,peajes,0.0157,1.0877999999999999,0.014432800147085862
vehículo articulado portacontenedores,2017,personal de conducción - salarios,0.2903,1.0877999999999999,0.2668689097260526
vehículo articulado portacontenedores,2017,reparaciones,0.0293,1.0877999999999999,0.026935098363669793
vehículo articulado portacontenedores,2017,seguros,0.0588,1.0877999999999999,0.05405405405405406
vehículo articulado portacontenedores,2018,amortización del vehículo,0.1094,1.131,0.09672855879752432
vehículo articulado portacontenedores,2018,combustible,0.32,1.131,0.28293545534924847
vehículo articulado portacontenedores,2018,consumo de disolución de urea,0.0139,1.131,0.012290008841732978
vehículo articulado portacontenedores,2018,costes fiscales,0.0076,1.131,0.006719717064544651
vehículo articulado portacontenedores,2018,dietas,0.1213,1.131,0.10725022104332449
vehículo articulado portacontenedores,2018,financiación del vehículo,0.0174,1.131,0.015384615384615384
vehículo articulado portacontenedores,2018,mantenimiento,0.0182,1.131,0.016091954022988506
vehículo articulado portacontenedores,2018,nan,0.069,1.131,0.061007957559681705
vehículo articulado portacontenedores,2018,neumáticos,0.0527,1.131,0.04659593280282935
vehículo articulado portacontenedores,2018,peajes,0.016,1.131,0.014146772767462424
vehículo articulado portacontenedores,2018,personal de conducción - salarios,0.2959,1.131,0.2616268788682582
vehículo articulado portacontenedores,2018,reparaciones,0.0299,1.131,0.026436781609195402
vehículo articulado portacontenedores,2018,seguros,0.0597,1.131,0.05278514588859417
vehículo articulado portacontenedores,2019,amortización del vehículo,0.1104,1.1376,0.09704641350210971
vehículo articulado portacontenedores,2019,combustible,0.3153,1.1376,0.277162447257384
vehículo articulado portacontenedores,2019,consumo de disolución de urea,0.0141,1.1376,0.012394514767932489
vehículo articulado portacontenedores,2019,costes fiscales,0.0077,1.1376,0.006768635724331927
vehículo articulado portacontenedores,2019,dietas,0.1232,1.1376,0.10829817158931083
vehículo articulado portacontenedores,2019,financiación del vehículo,0.0183,1.1376,0.01608649789029536
vehículo articulado portacontenedores,2019,mantenimiento,0.0185,1.1376,0.016262306610407878
vehículo articulado portacontenedores,2019,nan,0.0694,1.1376,0.06100562587904361
vehículo articulado portacontenedores,2019,neumáticos,0.0524,1.1376,0.04606188466947961
vehículo articulado portacontenedores,2019,peajes,0.0163,1.1376,0.014328410689170182
vehículo articulado portacontenedores,2019,personal de conducción - salarios,0.3005,1.1376,0.26415260196905765
vehículo articulado portacontenedores,2019,reparaciones,0.0304,1.1376,0.026722925457102673
vehículo articulado portacontenedores,2019,seguros,0.0611,1.1376,0.05370956399437413
vehículo articulado portacontenedores,2020,amortización del vehículo,0.1113,1.1080999999999999,0.10044219835754897
vehículo articulado portacontenedores,2020,combustible,0.2803,1.1080999999999999,0.25295550943055684
vehículo articulado portacontenedores,2020,consumo de disolución de urea,0.0144,1.1080999999999999,0.012995217038173452
vehículo articulado portacontenedores,2020,costes fiscales,0.0077,1.1080999999999999,0.006948831332912193
vehículo articulado portacontenedores,2020,dietas,0.1249,1.1080999999999999,0.11271545889360167
vehículo articulado portacontenedores,2020,financiación del vehículo,0.0172,1.1080999999999999,0.015522064795596067
vehículo articulado portacontenedores,2020,mantenimiento,0.0187,1.1080999999999999,0.01687573323707247
vehículo articulado portacontenedores,2020,nan,0.0676,1.1080999999999999,0.061005324429203145
vehículo articulado portacontenedores,2020,neumáticos,0.0531,1.1080999999999999,0.0479198628282646
vehículo articulado portacontenedores,2020,peajes,0.0163,1.1080999999999999,0.014709863730710225
vehículo articulado portacontenedores,2020,personal de conducción - salarios,0.3046,1.1080999999999999,0.2748849381824745
vehículo articulado portacontenedores,2020,reparaciones,0.0308,1.1080999999999999,0.027795325331648774
vehículo articulado portacontenedores,2020,seguros,0.0612,1.1080999999999999,0.05522967241223717
vehículo articulado portacontenedores,2021,amortización del vehículo,0.1124,1.1644999999999999,0.0965221124946329
vehículo articulado portacontenedores,2021,combustible,0.3202,1.1644999999999999,0.27496779733791327
vehículo articulado portacontenedores,2021,consumo de disolución de urea,0.0147,1.1644999999999999,0.012623443537999142
vehículo articulado portacontenedores,2021,costes fiscales,0.0078,1.1644999999999999,0.006698153714040361
vehículo articulado portacontenedores,2021,dietas,0.1273,1.1644999999999999,0.10931730356376128
vehículo articulado portacontenedores,2021,financiación del vehículo,0.0178,1.1644999999999999,0.015285530270502364
vehículo articulado portacontenedores,2021,mantenimiento,0.0192,1.1644999999999999,0.016487762988407043
vehículo articulado portacontenedores,2021,nan,0.0711,1.1644999999999999,0.06105624731644483
vehículo articulado portacontenedores,2021,neumáticos,0.0541,1.1644999999999999,0.04645770717045943
vehículo articulado portacontenedores,2021,peajes,0.0164,1.1644999999999999,0.014083297552597684
vehículo articulado portacontenedores,2021,personal de conducción - salarios,0.3103,1.1644999999999999,0.2664662945470159
vehículo articulado portacontenedores,2021,reparaciones,0.0315,1.1644999999999999,0.027050236152855307
vehículo articulado portacontenedores,2021,seguros,0.0617,1.1644999999999999,0.05298411335337055
vehículo articulado portacontenedores,2022,amortización del vehículo,0.1159,1.3589,0.08528957244830378
vehículo articulado portacontenedores,2022,combustible,0.4796,1.3589,0.35293251894915006
vehículo articulado portacontenedores,2022,consumo de disolución de urea,0.0152,1.3589,0.0111855176981382
vehículo articulado portacontenedores,2022,costes fiscales,0.0083,1.3589,0.006107881374641254
vehículo articulado portacontenedores,2022,dietas,0.1291,1.3589,0.0950033115019501
vehículo articulado portacontenedores,2022,financiación del vehículo,0.0218,1.3589,0.016042387224961367
vehículo articulado portacontenedores,2022,mantenimiento,0.0199,1.3589,0.014644197512694091
vehículo articulado portacontenedores,2022,nan,0.0829,1.3589,0.06100522481418795
vehículo articulado portacontenedores,2022,neumáticos,0.059,1.3589,0.04341747001251012
vehículo articulado portacontenedores,2022,peajes,0.0174,1.3589,0.012804474207079255
vehículo articulado portacontenedores,2022,personal de conducción - salarios,0.3148,1.3589,0.2316579586430201
vehículo articulado portacontenedores,2022,reparaciones,0.0327,1.3589,0.024063580837442047
vehículo articulado portacontenedores,2022,seguros,0.0623,1.3589,0.0458459047759217
vehículo articulado portacontenedores,2023,amortización del vehículo,0.1198,1.348,0.08887240356083086
vehículo articulado portacontenedores,2023,combustible,0.4208,1.348,0.3121661721068249
vehículo articulado portacontenedores,2023,consumo de disolución de urea,0.0162,1.348,0.01201780415430267
vehículo articulado portacontenedores,2023,costes fiscales,0.0088,1.348,0.006528189910979228
vehículo articulado portacontenedores,2023,dietas,0.1337,1.348,0.0991839762611276
vehículo articulado portacontenedores,2023,financiación del vehículo,0.0365,1.348,0.02707715133531157
vehículo articulado portacontenedores,2023,mantenimiento,0.0212,1.348,0.01572700296735905
vehículo articulado portacontenedores,2023,nan,0.0823,1.348,0.061053412462908005
vehículo articulado portacontenedores,2023,neumáticos,0.0649,1.348,0.048145400593471804
vehículo articulado portacontenedores,2023,peajes,0.0185,1.348,0.013724035608308604
vehículo articulado portacontenedores,2023,personal de conducción - salarios,0.3262,1.348,0.2419881305637982
vehículo articulado portacontenedores,2023,reparaciones,0.0348,1.348,0.0258160237388724
vehículo articulado portacontenedores,2023,seguros,0.0643,1.348,0.04770029673590504
vehículo articulado portacontenedores,2024,amortización del vehículo,0.1225,1.3584,0.0901796230859835
vehículo articulado portacontenedores,2024,combustible,0.3915,1.3584,0.2882067137809187
vehículo articulado portacontenedores,2024,consumo de disolución de urea,0.0169,1.3584,0.012441107184923438
vehículo articulado portacontenedores,2024,costes fiscales,0.009,1.3584,0.006625441696113074
vehículo articulado portacontenedores,2024,dietas,0.1408,1.3584,0.10365135453474676
vehículo articulado portacontenedores,2024,financiación del vehículo,0.0375,1.3584,0.027606007067137808
vehículo articulado portacontenedores,2024,mantenimiento,0.0221,1.3584,0.016269140164899883
vehículo articulado portacontenedores,2024,nan,0.0829,1.3584,0.06102767962308598
vehículo articulado portacontenedores,2024,neumáticos,0.0667,1.3584,0.049101884570082445
vehículo articulado portacontenedores,2024,peajes,0.019,1.3584,0.013987043580683155
vehículo articulado portacontenedores,2024,personal de conducción - salarios,0.3435,1.3584,0.25287102473498235
vehículo articulado portacontenedores,2024,reparaciones,0.0363,1.3584,0.0267226148409894
vehículo articulado portacontenedores,2024,seguros,0.0697,1.3584,0.05131036513545347
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,amortización del vehículo,0.1909,1.3654,0.13981250915482643
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,combustible,0.2853,1.3654,0.2089497583125824
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,consumo de disolución de urea,0.0135,1.3654,0.009887212538450272
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,costes fiscales,0.0134,1.3654,0.009813973927054343
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,dietas,0.1429,1.3654,0.10465797568478102
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,financiación del vehículo,0.0323,1.3654,0.023656071480884725
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,mantenimiento,0.0481,1.3654,0.03522777208144134
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,nan,0.0833,1.3654,0.06100776329280797
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,neumáticos,0.045,1.3654,0.03295737512816757
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,peajes,0.0787,1.3654,0.05763878716859529
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,personal de conducción - salarios,0.3194,1.3654,0.23392412479859384
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,reparaciones,0.0369,1.3654,0.02702504760509741
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,seguros,0.0757,1.3654,0.05544162882671745
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,amortización del vehículo,0.193,1.4112,0.13676303854875282
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,combustible,0.3155,1.4112,0.22356859410430838
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,consumo de disolución de urea,0.0137,1.4112,0.009708049886621316
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,costes fiscales,0.0137,1.4112,0.009708049886621316
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,dietas,0.1456,1.4112,0.10317460317460318
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,financiación del vehículo,0.0294,1.4112,0.020833333333333332
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,mantenimiento,0.049,1.4112,0.034722222222222224
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,nan,0.0861,1.4112,0.06101190476190476
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,neumáticos,0.0451,1.4112,0.03195861678004535
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,peajes,0.0801,1.4112,0.056760204081632654
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,personal de conducción - salarios,0.3255,1.4112,0.23065476190476192
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,reparaciones,0.0376,1.4112,0.026643990929705215
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,seguros,0.0769,1.4112,0.054492630385487524
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,amortización del vehículo,0.1947,1.4223999999999999,0.13688132733408326
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,combustible,0.3108,1.4223999999999999,0.21850393700787404
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,consumo de disolución de urea,0.0139,1.4223999999999999,0.009772215973003375
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,costes fiscales,0.0139,1.4223999999999999,0.009772215973003375
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,dietas,0.1479,1.4223999999999999,0.10397919010123735
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,financiación del vehículo,0.0308,1.4223999999999999,0.021653543307086617
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,mantenimiento,0.0498,1.4223999999999999,0.03501124859392576
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,nan,0.0868,1.4223999999999999,0.061023622047244104
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,neumáticos,0.0449,1.4223999999999999,0.031566366704161984
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,peajes,0.0815,1.4223999999999999,0.057297525309336336
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,personal de conducción - salarios,0.3306,1.4223999999999999,0.23242407199100115
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,reparaciones,0.0382,1.4223999999999999,0.02685601799775028
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,seguros,0.0786,1.4223999999999999,0.05525871766029247
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,amortización del vehículo,0.1964,1.3951,0.14077843882158983
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,combustible,0.2763,1.3951,0.19805031897355027
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,consumo de disolución de urea,0.0142,1.3951,0.010178481829259551
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,costes fiscales,0.0139,1.3951,0.009963443480754067
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,dietas,0.1499,1.3951,0.10744749480323991
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,financiación del vehículo,0.029,1.3951,0.02078704035553007
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,mantenimiento,0.0506,1.3951,0.03626980144792488
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,nan,0.0851,1.3951,0.060999211526055475
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,neumáticos,0.0455,1.3951,0.03261414952333166
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,peajes,0.0814,1.3951,0.05834707189448785
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,personal de conducción - salarios,0.3351,1.3951,0.24019783528062505
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,reparaciones,0.0389,1.3951,0.027883305856211023
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,seguros,0.0788,1.3951,0.05648340620744032
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,amortización del vehículo,0.1984,1.4547,0.1363855090396645
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,combustible,0.3157,1.4547,0.21702069155152262
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,consumo de disolución de urea,0.0145,1.4547,0.009967690932838386
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,costes fiscales,0.014,1.4547,0.009623977452395682
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,dietas,0.1527,1.4547,0.10497009692720148
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,financiación del vehículo,0.03,1.4547,0.020622808826562176
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,mantenimiento,0.0517,1.4547,0.03553997387777549
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,nan,0.0888,1.4547,0.061043514126624045
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,neumáticos,0.0464,1.4547,0.031896610985082834
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,peajes,0.082,1.4547,0.056369010792603286
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,personal de conducción - salarios,0.3414,1.4547,0.23468756444627756
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,reparaciones,0.0397,1.4547,0.027290850347150612
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,seguros,0.0794,1.4547,0.054581700694301225
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,amortización del vehículo,0.2049,1.6594,0.12347836567434012
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,combustible,0.4728,1.6594,0.28492226105821383
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,consumo de disolución de urea,0.015,1.6594,0.00903941183560323
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,costes fiscales,0.0148,1.6594,0.008918886344461854
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,dietas,0.1549,1.6594,0.09334699288899603
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,financiación del vehículo,0.0369,1.6594,0.02223695311558395
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,mantenimiento,0.0537,1.6594,0.032361094371459564
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,nan,0.1013,1.6594,0.06104616126310715
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,neumáticos,0.0506,1.6594,0.03049294925876823
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,peajes,0.0868,1.6594,0.05230806315535736
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,personal de conducción - salarios,0.3463,1.6594,0.20868988791129323
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,reparaciones,0.0412,1.6594,0.02482825117512354
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,seguros,0.0802,1.6594,0.04833072194769193
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,amortización del vehículo,0.2122,1.6734,0.1268076969045058
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,combustible,0.4148,1.6734,0.2478785705748775
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,consumo de disolución de urea,0.016,1.6734,0.009561372056890165
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,costes fiscales,0.0158,1.6734,0.009441854906179038
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,dietas,0.1605,1.6734,0.09591251344567946
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,financiación del vehículo,0.0616,1.6734,0.03681128241902713
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,mantenimiento,0.0571,1.6734,0.034122146528026774
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,nan,0.1021,1.6734,0.06101350543803036
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,neumáticos,0.0556,1.6734,0.03322576789769332
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,peajes,0.0923,1.6734,0.05515716505318513
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,personal de conducción - salarios,0.3588,1.6734,0.21441376837576193
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,reparaciones,0.0438,1.6734,0.026174256005736824
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,seguros,0.0828,1.6734,0.0494801003944066
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,amortización del vehículo,0.2171,1.6969,0.12793918321645353
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,combustible,0.3859,1.6969,0.22741469738935707
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,consumo de disolución de urea,0.0167,1.6969,0.009841475632034887
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,costes fiscales,0.0162,1.6969,0.009546820672991925
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,dietas,0.169,1.6969,0.09959337615652071
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,financiación del vehículo,0.0633,1.6969,0.03730331781483882
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,mantenimiento,0.0595,1.6969,0.03506394012611232
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,nan,0.1036,1.6969,0.06105250751370145
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,neumáticos,0.0572,1.6969,0.0337085273145147
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,peajes,0.0951,1.6969,0.056043373209971124
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,personal de conducción - salarios,0.3779,1.6969,0.2227002180446697
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,reparaciones,0.0457,1.6969,0.026931463256526605
