year,comunidad,tipo_transporte,tipo_desplazamiento,tipo_mercancia,unidad,valor,valor_toneladas
2017,"murcia, región de",transporte internacional,recibido,productos metalúrgicos,miles de toneladas,55.65,55650.0
2017,"murcia, región de",transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,3.26,3260.0
2017,"murcia, región de",transporte internacional,recibido,productos químicos,miles de toneladas,55.31,55310.0
2017,"murcia, región de",transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,287.02,287020.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,448.95,448950.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,365.58,365580.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,160.3,160300.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,293.88,293880.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,51.3,51300.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,1594.16,1594160.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,abonos,miles de toneladas,67.19,67190.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,24.89,24890.0
2017,"navarra, comunidad foral de",transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1211.53,1211530.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,1532.83,1532830.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,1341.64,1341640.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,560.83,560830.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,225.68,225680.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,298.73,298730.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,4909.83,4909830.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,104.23,104230.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,179.43,179430.0
2017,"navarra, comunidad foral de",transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,2726.59,2726590.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,1765.59,1765590.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,3572.14,3572140.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,productos petrolíferos,miles de toneladas,298.02,298020.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,530.92,530920.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,productos metalúrgicos,miles de toneladas,460.08,460080.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2380.92,2380920.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,abonos,miles de toneladas,151.71,151710.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,productos químicos,miles de toneladas,333.19,333190.0
2017,"navarra, comunidad foral de",transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,3337.75,3337750.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,2429.52,2429520.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,2274.78,2274780.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,138.12,138120.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,productos petrolíferos,miles de toneladas,664.35,664350.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,269.11,269110.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,productos metalúrgicos,miles de toneladas,1390.3,1390300.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,805.95,805950.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,abonos,miles de toneladas,523.64,523640.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,productos químicos,miles de toneladas,736.84,736840.0
2017,"navarra, comunidad foral de",transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,3542.2,3542200.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,262.22,262220.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,376.2,376200.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,minerales y residuos para refundición,miles de toneladas,15.11,15110.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,productos metalúrgicos,miles de toneladas,13.01,13010.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,321.83,321830.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,abonos,miles de toneladas,15.71,15710.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,productos químicos,miles de toneladas,36.8,36800.0
2017,"navarra, comunidad foral de",transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,615.71,615710.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,498.07,498070.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,194.47,194470.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,combustibles minerales sólidos,miles de toneladas,61.5,61500.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,minerales y residuos para refundición,miles de toneladas,9.45,9450.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,productos metalúrgicos,miles de toneladas,26.09,26090.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,15.6,15600.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,abonos,miles de toneladas,59.34,59340.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,productos químicos,miles de toneladas,135.54,135540.0
2017,"navarra, comunidad foral de",transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,464.41,464410.0
2017,país vasco,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,852.42,852420.0
2017,país vasco,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,271.06,271060.0
2017,país vasco,transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,82.46,82460.0
2017,país vasco,transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,167.89,167890.0
2017,país vasco,transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,482.29,482290.0
2017,país vasco,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2918.66,2918660.0
2017,país vasco,transporte intrarregional,intramunicipal,abonos,miles de toneladas,12.78,12780.0
2017,país vasco,transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,127.49,127490.0
2017,país vasco,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,2914.69,2914690.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,2284.75,2284750.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,2678.9,2678900.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,miles de toneladas,973.5,973500.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,1709.07,1709070.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,2534.7,2534700.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,4963.56,4963560.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,11681.33,11681330.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,244.01,244010.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,700.62,700620.0
2017,país vasco,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,8258.99,8258990.0
2017,país vasco,transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,2324.99,2324990.0
2017,país vasco,transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,3686.61,3686610.0
2017,país vasco,transporte interregional,expedido,combustibles minerales sólidos,miles de toneladas,250.1,250100.0
2017,país vasco,transporte interregional,expedido,productos petrolíferos,miles de toneladas,1435.3,1435300.0
2017,país vasco,transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,543.74,543740.0
2017,país vasco,transporte interregional,expedido,productos metalúrgicos,miles de toneladas,4359.36,4359360.0
2017,país vasco,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,1191.97,1191970.0
2017,país vasco,transporte interregional,expedido,abonos,miles de toneladas,411.74,411740.0
2017,país vasco,transporte interregional,expedido,productos químicos,miles de toneladas,1392.07,1392070.0
2017,país vasco,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,7193.42,7193420.0
2017,país vasco,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,1598.63,1598630.0
2017,país vasco,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,4808.24,4808240.0
2017,país vasco,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,45.93,45930.0
2017,país vasco,transporte interregional,recibido,productos petrolíferos,miles de toneladas,311.85,311850.0
2017,país vasco,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,2133.8,2133800.0
2017,país vasco,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,1971.24,1971240.0
2017,país vasco,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,4703.9,4703900.0
2017,país vasco,transporte interregional,recibido,abonos,miles de toneladas,205.72,205720.0
2017,país vasco,transporte interregional,recibido,productos químicos,miles de toneladas,1248.24,1248240.0
2017,país vasco,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,7090.97,7090970.0
2017,país vasco,transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,157.48,157480.0
2017,país vasco,transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,262.07,262070.0
2017,país vasco,transporte internacional,expedido,productos petrolíferos,miles de toneladas,334.83,334830.0
2017,país vasco,transporte internacional,expedido,minerales y residuos para refundición,miles de toneladas,14.79,14790.0
2017,país vasco,transporte internacional,expedido,productos metalúrgicos,miles de toneladas,432.64,432640.0
2017,país vasco,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,112.25,112250.0
2017,país vasco,transporte internacional,expedido,productos químicos,miles de toneladas,294.4,294400.0
2017,país vasco,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1624.56,1624560.0
2017,país vasco,transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,516.7,516700.00000000006
2017,país vasco,transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,297.85,297850.0
2017,país vasco,transporte internacional,recibido,minerales y residuos para refundición,miles de toneladas,280.55,280550.0
2017,país vasco,transporte internacional,recibido,productos metalúrgicos,miles de toneladas,377.95,377950.0
2017,país vasco,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,53.94,53940.0
2017,país vasco,transporte internacional,recibido,productos químicos,miles de toneladas,315.06,315060.0
2017,país vasco,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1314.84,1314840.0
2017,"rioja, la",transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,98.5,98500.0
2017,"rioja, la",transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,74.95,74950.0
2017,"rioja, la",transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,25.87,25870.0
2017,"rioja, la",transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,11.01,11010.0
2017,"rioja, la",transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,14.47,14470.0
2017,"rioja, la",transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,926.1,926100.0
2017,"rioja, la",transporte intrarregional,intramunicipal,abonos,miles de toneladas,347.84,347840.0
2017,"rioja, la",transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,332.32,332320.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,263.69,263690.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,200.23,200230.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,123.13,123130.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,91.41,91410.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,22.11,22110.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,1693.2,1693200.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,309.57,309570.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,37.44,37440.0
2017,"rioja, la",transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,505.79,505790.0
2017,"rioja, la",transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,868.24,868240.0
2017,"rioja, la",transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,1810.06,1810060.0
2017,"rioja, la",transporte interregional,expedido,productos petrolíferos,miles de toneladas,29.51,29510.0
2017,"rioja, la",transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,124.3,124300.0
2017,"rioja, la",transporte interregional,expedido,productos metalúrgicos,miles de toneladas,159.34,159340.0
2017,"rioja, la",transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,858.45,858450.0
2017,"rioja, la",transporte interregional,expedido,abonos,miles de toneladas,175.22,175220.0
2017,"rioja, la",transporte interregional,expedido,productos químicos,miles de toneladas,129.13,129130.0
2017,"rioja, la",transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1865.08,1865080.0
2017,"rioja, la",transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,542.19,542190.0
2017,"rioja, la",transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,1996.33,1996330.0
2017,"rioja, la",transporte interregional,recibido,productos petrolíferos,miles de toneladas,154.2,154200.0
2017,"rioja, la",transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,23.79,23790.0
2017,"rioja, la",transporte interregional,recibido,productos metalúrgicos,miles de toneladas,310.03,310030.0
2017,"rioja, la",transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,825.92,825920.0
2017,"rioja, la",transporte interregional,recibido,abonos,miles de toneladas,264.14,264140.0
2017,"rioja, la",transporte interregional,recibido,productos químicos,miles de toneladas,189.92,189920.0
2017,"rioja, la",transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1421.11,1421110.0
2017,"rioja, la",transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,16.88,16880.0
2017,"rioja, la",transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,40.04,40040.0
2017,"rioja, la",transporte internacional,expedido,productos petrolíferos,miles de toneladas,30.14,30140.0
2017,"rioja, la",transporte internacional,expedido,productos metalúrgicos,miles de toneladas,8.48,8480.0
2017,"rioja, la",transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,59.49,59490.0
2017,"rioja, la",transporte internacional,expedido,productos químicos,miles de toneladas,40.88,40880.0
2017,"rioja, la",transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,184.98,184980.0
2017,"rioja, la",transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,68.67,68670.0
2017,"rioja, la",transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,37.05,37050.0
2017,"rioja, la",transporte internacional,recibido,productos metalúrgicos,miles de toneladas,48.92,48920.0
2017,"rioja, la",transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,45.64,45640.0
2017,"rioja, la",transporte internacional,recibido,abonos,miles de toneladas,14.48,14480.0
2017,"rioja, la",transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,175.57,175570.0
2018,andalucía,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,3013.01,3013010.0
2018,andalucía,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,3510.04,3510040.0
2018,andalucía,transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,1060.65,1060650.0
2018,andalucía,transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,579.2,579200.0
2018,andalucía,transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,27.24,27240.0
2018,andalucía,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,28725.88,28725880.0
2018,andalucía,transporte intrarregional,intramunicipal,abonos,miles de toneladas,522.23,522230.0
2018,andalucía,transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,405.63,405630.0
2018,andalucía,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,3853.54,3853540.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,13668.14,13668140.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,27426.95,27426950.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,miles de toneladas,509.96,509960.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,7095.69,7095690.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,2452.84,2452840.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,2725.24,2725240.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,54103.16,54103160.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,2715.42,2715420.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,3198.23,3198230.0
2018,andalucía,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,16195.65,16195650.0
2018,andalucía,transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,6107.75,6107750.0
2018,andalucía,transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,6893.66,6893660.0
2018,andalucía,transporte interregional,expedido,combustibles minerales sólidos,miles de toneladas,33.46,33460.0
2018,andalucía,transporte interregional,expedido,productos petrolíferos,miles de toneladas,422.17,422170.0
2018,andalucía,transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,508.15,508150.0
2018,andalucía,transporte interregional,expedido,productos metalúrgicos,miles de toneladas,1154.52,1154520.0
2018,andalucía,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2759.02,2759020.0
2018,andalucía,transporte interregional,expedido,abonos,miles de toneladas,688.07,688070.0
2018,andalucía,transporte interregional,expedido,productos químicos,miles de toneladas,1002.56,1002560.0
2018,andalucía,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,4769.81,4769810.0
2018,andalucía,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,4117.52,4117520.0000000005
2018,andalucía,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,9015.39,9015390.0
2018,andalucía,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,161.97,161970.0
2018,andalucía,transporte interregional,recibido,productos petrolíferos,miles de toneladas,968.13,968130.0
2018,andalucía,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,291.42,291420.0
2018,andalucía,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,1609.44,1609440.0
2018,andalucía,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2056.93,2056929.9999999998
2018,andalucía,transporte interregional,recibido,abonos,miles de toneladas,637.63,637630.0
2018,andalucía,transporte interregional,recibido,productos químicos,miles de toneladas,1936.11,1936110.0
2018,andalucía,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,9164.62,9164620.0
2018,andalucía,transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,3606.72,3606720.0
2018,andalucía,transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,504.06,504060.0
2018,andalucía,transporte internacional,expedido,combustibles minerales sólidos,miles de toneladas,46.38,46380.0
2018,andalucía,transporte internacional,expedido,productos petrolíferos,miles de toneladas,341.59,341590.0
2018,andalucía,transporte internacional,expedido,minerales y residuos para refundición,miles de toneladas,30.07,30070.0
2018,andalucía,transporte internacional,expedido,productos metalúrgicos,miles de toneladas,62.59,62590.0
2018,andalucía,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,437.92,437920.0
2018,andalucía,transporte internacional,expedido,abonos,miles de toneladas,107.18,107180.0
2018,andalucía,transporte internacional,expedido,productos químicos,miles de toneladas,61.12,61120.0
2018,andalucía,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,461.22,461220.0
2018,andalucía,transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,457.55,457550.0
2018,andalucía,transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,503.56,503560.0
2018,andalucía,transporte internacional,recibido,combustibles minerales sólidos,miles de toneladas,15.13,15130.0
2018,andalucía,transporte internacional,recibido,productos petrolíferos,miles de toneladas,28.58,28580.0
2018,andalucía,transporte internacional,recibido,minerales y residuos para refundición,miles de toneladas,151.8,151800.0
2018,andalucía,transporte internacional,recibido,productos metalúrgicos,miles de toneladas,191.47,191470.0
2018,andalucía,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,96.05,96050.0
2018,andalucía,transporte internacional,recibido,abonos,miles de toneladas,14.41,14410.0
2018,andalucía,transporte internacional,recibido,productos químicos,miles de toneladas,110.41,110410.0
2018,andalucía,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,693.12,693120.0
2018,aragón,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,627.4,627400.0
2018,aragón,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,871.52,871520.0
2018,aragón,transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,330.17,330170.0
2018,aragón,transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,163.78,163780.0
2018,aragón,transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,142.1,142100.0
2018,aragón,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,7315.47,7315470.0
2018,aragón,transporte intrarregional,intramunicipal,abonos,miles de toneladas,289.76,289760.0
2018,aragón,transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,122.98,122980.0
2018,aragón,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,3640.82,3640820.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,3413.42,3413420.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,6135.94,6135940.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,miles de toneladas,662.99,662990.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,1140.85,1140850.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,374.15,374150.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,381.09,381090.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,12928.3,12928300.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,469.03,469030.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,1535.85,1535850.0
2018,aragón,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,4534.55,4534550.0
2018,aragón,transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,3563.02,3563020.0
2018,aragón,transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,5331.88,5331880.0
2018,aragón,transporte interregional,expedido,productos petrolíferos,miles de toneladas,91.12,91120.0
2018,aragón,transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,484.18,484180.0
2018,aragón,transporte interregional,expedido,productos metalúrgicos,miles de toneladas,749.35,749350.0
2018,aragón,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,5098.38,5098380.0
2018,aragón,transporte interregional,expedido,abonos,miles de toneladas,407.56,407560.0
2018,aragón,transporte interregional,expedido,productos químicos,miles de toneladas,1427.03,1427030.0
2018,aragón,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,8056.83,8056830.0
2018,aragón,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,4661.5,4661500.0
2018,aragón,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,6382.3,6382300.0
2018,aragón,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,71.5,71500.0
2018,aragón,transporte interregional,recibido,productos petrolíferos,miles de toneladas,561.37,561370.0
2018,aragón,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,737.83,737830.0
2018,aragón,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,1211.73,1211730.0
2018,aragón,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2184.15,2184150.0
