year,comunidad,tipo_transporte,tipo_desplazamiento,tipo_mercancia,unidad,valor,valor_toneladas
2021,castilla y león,transporte interregional,expedido,abonos,miles de toneladas,321.07,321070.0
2021,castilla y león,transporte interregional,expedido,productos químicos,miles de toneladas,1295.95,1295950.0
2021,castilla y león,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,9511.63,9511630.0
2021,castilla y león,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,4605.99,4605990.0
2021,castilla y león,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,8109.67,8109670.0
2021,castilla y león,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,266.94,266940.0
2021,castilla y león,transporte interregional,recibido,productos petrolíferos,miles de toneladas,820.02,820020.0
2021,castilla y león,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,443.38,443380.0
2021,castilla y león,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,1555.17,1555170.0
2021,castilla y león,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2958.07,2958070.0
2021,castilla y león,transporte interregional,recibido,abonos,miles de toneladas,1554.65,1554650.0
2021,castilla y león,transporte interregional,recibido,productos químicos,miles de toneladas,1137.91,1137910.0
2021,castilla y león,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,8972.14,8972140.0
2021,castilla y león,transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,308.13,308130.0
2021,castilla y león,transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,455.98,455980.0
2021,castilla y león,transporte internacional,expedido,productos metalúrgicos,miles de toneladas,199.76,199760.0
2021,castilla y león,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,210.23,210230.0
2021,castilla y león,transporte internacional,expedido,abonos,miles de toneladas,57.37,57370.0
2021,castilla y león,transporte internacional,expedido,productos químicos,miles de toneladas,88.94,88940.0
2021,castilla y león,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1019.97,1019970.0
2021,castilla y león,transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,723.41,723410.0
2021,castilla y león,transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,270.95,270950.0
2021,castilla y león,transporte internacional,recibido,minerales y residuos para refundición,miles de toneladas,16.68,16680.0
2021,castilla y león,transporte internacional,recibido,productos metalúrgicos,miles de toneladas,97.21,97210.0
2021,castilla y león,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,115.39,115390.0
2021,castilla y león,transporte internacional,recibido,abonos,miles de toneladas,97.92,97920.0
2021,castilla y león,transporte internacional,recibido,productos químicos,miles de toneladas,88.63,88630.0
2021,castilla y león,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,751.28,751280.0
2021,cataluña,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,1649.55,1649550.0
2021,cataluña,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,3522.26,3522260.0
2021,cataluña,transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,905.71,905710.0
2021,cataluña,transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,507.39,507390.0
2021,cataluña,transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,592.73,592730.0
2021,cataluña,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,10475.66,10475660.0
2021,cataluña,transporte intrarregional,intramunicipal,abonos,miles de toneladas,224.24,224240.0
2021,cataluña,transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,2536.71,2536710.0
2021,cataluña,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,6246.93,6246930.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,13162.87,13162870.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,31560.4,31560400.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,combustibles minerales sólidos,miles de toneladas,337.83,337830.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,7233.29,7233290.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,3188.1,3188100.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,3224.92,3224920.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,53522.4,53522400.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,1483.82,1483820.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,10937.17,10937170.0
2021,cataluña,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,36715.18,36715180.0
2021,cataluña,transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,4005.26,4005260.0
2021,cataluña,transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,10657.21,10657210.0
2021,cataluña,transporte interregional,expedido,combustibles minerales sólidos,miles de toneladas,18.26,18260.0
2021,cataluña,transporte interregional,expedido,productos petrolíferos,miles de toneladas,513.07,513070.00000000006
2021,cataluña,transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,647.98,647980.0
2021,cataluña,transporte interregional,expedido,productos metalúrgicos,miles de toneladas,1481.9,1481900.0
2021,cataluña,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2542.24,2542240.0
2021,cataluña,transporte interregional,expedido,abonos,miles de toneladas,553.19,553190.0
2021,cataluña,transporte interregional,expedido,productos químicos,miles de toneladas,4331.4,4331400.0
2021,cataluña,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,15280.09,15280090.0
2021,cataluña,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,6657.17,6657170.0
2021,cataluña,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,10067.67,10067670.0
2021,cataluña,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,27.48,27480.0
2021,cataluña,transporte interregional,recibido,productos petrolíferos,miles de toneladas,280.69,280690.0
2021,cataluña,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,637.84,637840.0
2021,cataluña,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,1909.19,1909190.0
2021,cataluña,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,2725.71,2725710.0
2021,cataluña,transporte interregional,recibido,abonos,miles de toneladas,417.2,417200.0
2021,cataluña,transporte interregional,recibido,productos químicos,miles de toneladas,2569.59,2569590.0
2021,cataluña,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,12697.72,12697720.0
2021,cataluña,transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,1525.9,1525900.0
2021,cataluña,transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,1559.06,1559060.0
2021,cataluña,transporte internacional,expedido,combustibles minerales sólidos,miles de toneladas,19.26,19260.0
2021,cataluña,transporte internacional,expedido,productos petrolíferos,miles de toneladas,49.12,49120.0
2021,cataluña,transporte internacional,expedido,minerales y residuos para refundición,miles de toneladas,36.12,36120.0
2021,cataluña,transporte internacional,expedido,productos metalúrgicos,miles de toneladas,500.29,500290.0
2021,cataluña,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,1555.28,1555280.0
2021,cataluña,transporte internacional,expedido,abonos,miles de toneladas,143.53,143530.0
2021,cataluña,transporte internacional,expedido,productos químicos,miles de toneladas,1478.5,1478500.0
2021,cataluña,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,3214.48,3214480.0
2021,cataluña,transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,1736.8,1736800.0
2021,cataluña,transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,1782.0,1782000.0
2021,cataluña,transporte internacional,recibido,productos petrolíferos,miles de toneladas,61.32,61320.0
2021,cataluña,transporte internacional,recibido,minerales y residuos para refundición,miles de toneladas,552.25,552250.0
2021,cataluña,transporte internacional,recibido,productos metalúrgicos,miles de toneladas,340.96,340960.0
2021,cataluña,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,369.16,369160.0
2021,cataluña,transporte internacional,recibido,abonos,miles de toneladas,30.08,30080.0
2021,cataluña,transporte internacional,recibido,productos químicos,miles de toneladas,1307.69,1307690.0
2021,cataluña,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,3799.93,3799930.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,788.37,788370.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,1077.21,1077210.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,344.66,344660.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,37.76,37760.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,2424.86,2424860.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,21883.57,21883570.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,abonos,miles de toneladas,186.65,186650.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,2172.79,2172790.0
2021,comunitat valenciana,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,4213.15,4213150.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,7968.4,7968400.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,16808.83,16808830.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,3593.44,3593440.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,924.74,924740.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,1537.89,1537890.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,68515.77,68515770.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,1169.06,1169060.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,4747.69,4747690.0
2021,comunitat valenciana,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,26620.95,26620950.0
2021,comunitat valenciana,transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,4893.32,4893320.0
2021,comunitat valenciana,transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,11847.6,11847600.0
2021,comunitat valenciana,transporte interregional,expedido,productos petrolíferos,miles de toneladas,1049.38,1049380.0
2021,comunitat valenciana,transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,779.28,779280.0
2021,comunitat valenciana,transporte interregional,expedido,productos metalúrgicos,miles de toneladas,2383.47,2383470.0
2021,comunitat valenciana,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,7489.49,7489490.0
2021,comunitat valenciana,transporte interregional,expedido,abonos,miles de toneladas,1992.51,1992510.0
2021,comunitat valenciana,transporte interregional,expedido,productos químicos,miles de toneladas,2911.78,2911780.0
2021,comunitat valenciana,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,16227.11,16227110.0
2021,comunitat valenciana,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,7929.95,7929950.0
2021,comunitat valenciana,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,14139.67,14139670.0
2021,comunitat valenciana,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,18.75,18750.0
2021,comunitat valenciana,transporte interregional,recibido,productos petrolíferos,miles de toneladas,832.19,832190.0
2021,comunitat valenciana,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,332.15,332150.0
2021,comunitat valenciana,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,2252.17,2252170.0
2021,comunitat valenciana,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,10640.72,10640720.0
2021,comunitat valenciana,transporte interregional,recibido,abonos,miles de toneladas,921.44,921440.0
2021,comunitat valenciana,transporte interregional,recibido,productos químicos,miles de toneladas,3150.75,3150750.0
2021,comunitat valenciana,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,14970.48,14970480.0
2021,comunitat valenciana,transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,2783.26,2783260.0
2021,comunitat valenciana,transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,637.75,637750.0
2021,comunitat valenciana,transporte internacional,expedido,minerales y residuos para refundición,miles de toneladas,16.54,16540.0
2021,comunitat valenciana,transporte internacional,expedido,productos metalúrgicos,miles de toneladas,179.0,179000.0
2021,comunitat valenciana,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,1088.97,1088970.0
2021,comunitat valenciana,transporte internacional,expedido,abonos,miles de toneladas,47.2,47200.0
2021,comunitat valenciana,transporte internacional,expedido,productos químicos,miles de toneladas,285.85,285850.0
2021,comunitat valenciana,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1154.68,1154680.0
2021,comunitat valenciana,transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,327.29,327290.0
2021,comunitat valenciana,transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,518.97,518970.0
2021,comunitat valenciana,transporte internacional,recibido,productos petrolíferos,miles de toneladas,16.54,16540.0
2021,comunitat valenciana,transporte internacional,recibido,minerales y residuos para refundición,miles de toneladas,33.35,33350.0
2021,comunitat valenciana,transporte internacional,recibido,productos metalúrgicos,miles de toneladas,35.98,35980.0
2021,comunitat valenciana,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,107.15,107150.0
2021,comunitat valenciana,transporte internacional,recibido,abonos,miles de toneladas,32.11,32110.0
2021,comunitat valenciana,transporte internacional,recibido,productos químicos,miles de toneladas,293.27,293270.0
2021,comunitat valenciana,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1521.54,1521540.0
2021,extremadura,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,268.8,268800.0
2021,extremadura,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,804.83,804830.0
2021,extremadura,transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,545.44,545440.0
2021,extremadura,transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,17.02,17020.0
2021,extremadura,transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,10.07,10070.0
2021,extremadura,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,5262.44,5262440.0
2021,extremadura,transporte intrarregional,intramunicipal,abonos,miles de toneladas,31.24,31240.0
2021,extremadura,transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,2.98,2980.0
2021,extremadura,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,355.74,355740.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,2882.18,2882180.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,2674.02,2674020.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,659.77,659770.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,90.01,90010.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,137.89,137890.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,6760.61,6760610.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,254.49,254490.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,45.93,45930.0
2021,extremadura,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1272.98,1272980.0
2021,extremadura,transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,1450.16,1450160.0
2021,extremadura,transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,2280.94,2280940.0
2021,extremadura,transporte interregional,expedido,productos petrolíferos,miles de toneladas,14.57,14570.0
2021,extremadura,transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,345.01,345010.0
2021,extremadura,transporte interregional,expedido,productos metalúrgicos,miles de toneladas,755.91,755910.0
2021,extremadura,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,918.55,918550.0
2021,extremadura,transporte interregional,expedido,abonos,miles de toneladas,90.42,90420.0
2021,extremadura,transporte interregional,expedido,productos químicos,miles de toneladas,283.78,283780.0
2021,extremadura,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1978.43,1978430.0
2021,extremadura,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,1916.26,1916260.0
2021,extremadura,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,2981.42,2981420.0
2021,extremadura,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,94.76,94760.0
2021,extremadura,transporte interregional,recibido,productos petrolíferos,miles de toneladas,445.59,445590.0
2021,extremadura,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,580.76,580760.0
2021,extremadura,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,410.66,410660.0
2021,extremadura,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,1612.63,1612630.0
2021,extremadura,transporte interregional,recibido,abonos,miles de toneladas,523.18,523179.99999999994
2021,extremadura,transporte interregional,recibido,productos químicos,miles de toneladas,460.02,460020.0
2021,extremadura,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,2018.02,2018020.0
2021,extremadura,transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,246.05,246050.0
2021,extremadura,transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,329.61,329610.0
2021,extremadura,transporte internacional,expedido,productos metalúrgicos,miles de toneladas,78.95,78950.0
2021,extremadura,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,335.47,335470.0
2021,extremadura,transporte internacional,expedido,abonos,miles de toneladas,99.61,99610.0
2021,extremadura,transporte internacional,expedido,productos químicos,miles de toneladas,11.97,11970.0
2021,extremadura,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,233.19,233190.0
2021,extremadura,transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,162.35,162350.0
2021,extremadura,transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,140.76,140760.0
2021,extremadura,transporte internacional,recibido,productos petrolíferos,miles de toneladas,18.07,18070.0
2021,extremadura,transporte internacional,recibido,productos metalúrgicos,miles de toneladas,32.18,32180.0
2021,extremadura,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,76.92,76920.0
2021,extremadura,transporte internacional,recibido,abonos,miles de toneladas,16.54,16540.0
2021,extremadura,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,114.85,114850.0
2021,galicia,transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,660.1,660100.0
2021,galicia,transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,1338.72,1338720.0
2021,galicia,transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,613.32,613320.0
2021,galicia,transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,26.6,26600.0
2021,galicia,transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,1098.54,1098540.0
2021,galicia,transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,8295.31,8295309.999999999
2021,galicia,transporte intrarregional,intramunicipal,abonos,miles de toneladas,357.53,357530.0
2021,galicia,transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,266.27,266270.0
2021,galicia,transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,2881.07,2881070.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,12032.44,12032440.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,12060.27,12060270.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,4590.81,4590810.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,582.2,582200.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,2935.21,2935210.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,16754.55,16754550.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,abonos,miles de toneladas,773.87,773870.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,productos químicos,miles de toneladas,706.4,706400.0
2021,galicia,transporte intrarregional,intermunicipal intrarregional,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,9245.94,9245940.0
2021,galicia,transporte interregional,expedido,productos agrícolas y animales vivos,miles de toneladas,2607.4,2607400.0
2021,galicia,transporte interregional,expedido,productos alimenticios y forrajes,miles de toneladas,6187.65,6187650.0
2021,galicia,transporte interregional,expedido,combustibles minerales sólidos,miles de toneladas,17.9,17900.0
2021,galicia,transporte interregional,expedido,productos petrolíferos,miles de toneladas,319.87,319870.0
2021,galicia,transporte interregional,expedido,minerales y residuos para refundición,miles de toneladas,637.64,637640.0
2021,galicia,transporte interregional,expedido,productos metalúrgicos,miles de toneladas,818.42,818420.0
2021,galicia,transporte interregional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,807.07,807070.0
2021,galicia,transporte interregional,expedido,abonos,miles de toneladas,70.54,70540.0
2021,galicia,transporte interregional,expedido,productos químicos,miles de toneladas,358.38,358380.0
2021,galicia,transporte interregional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,3961.68,3961680.0
2021,galicia,transporte interregional,recibido,productos agrícolas y animales vivos,miles de toneladas,2118.91,2118910.0
2021,galicia,transporte interregional,recibido,productos alimenticios y forrajes,miles de toneladas,3895.54,3895540.0
2021,galicia,transporte interregional,recibido,combustibles minerales sólidos,miles de toneladas,133.86,133860.0
2021,galicia,transporte interregional,recibido,productos petrolíferos,miles de toneladas,102.12,102120.0
2021,galicia,transporte interregional,recibido,minerales y residuos para refundición,miles de toneladas,172.8,172800.0
2021,galicia,transporte interregional,recibido,productos metalúrgicos,miles de toneladas,965.71,965710.0
2021,galicia,transporte interregional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,1373.08,1373080.0
2021,galicia,transporte interregional,recibido,abonos,miles de toneladas,47.99,47990.0
2021,galicia,transporte interregional,recibido,productos químicos,miles de toneladas,676.03,676030.0
2021,galicia,transporte interregional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,4089.27,4089270.0
2021,galicia,transporte internacional,expedido,productos agrícolas y animales vivos,miles de toneladas,468.79,468790.0
2021,galicia,transporte internacional,expedido,productos alimenticios y forrajes,miles de toneladas,631.34,631340.0
2021,galicia,transporte internacional,expedido,productos petrolíferos,miles de toneladas,54.05,54050.0
2021,galicia,transporte internacional,expedido,minerales y residuos para refundición,miles de toneladas,77.64,77640.0
2021,galicia,transporte internacional,expedido,productos metalúrgicos,miles de toneladas,140.7,140700.0
2021,galicia,transporte internacional,expedido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,318.09,318090.0
2021,galicia,transporte internacional,expedido,abonos,miles de toneladas,18.97,18970.0
2021,galicia,transporte internacional,expedido,productos químicos,miles de toneladas,41.34,41340.0
2021,galicia,transporte internacional,expedido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1426.53,1426530.0
2021,galicia,transporte internacional,recibido,productos agrícolas y animales vivos,miles de toneladas,147.52,147520.0
2021,galicia,transporte internacional,recibido,productos alimenticios y forrajes,miles de toneladas,195.89,195890.0
2021,galicia,transporte internacional,recibido,productos metalúrgicos,miles de toneladas,174.24,174240.0
2021,galicia,transporte internacional,recibido,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,506.13,506130.0
2021,galicia,transporte internacional,recibido,productos químicos,miles de toneladas,70.21,70210.0
2021,galicia,transporte internacional,recibido,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,1165.74,1165740.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,productos agrícolas y animales vivos,miles de toneladas,387.83,387830.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,productos alimenticios y forrajes,miles de toneladas,279.38,279380.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,productos petrolíferos,miles de toneladas,358.08,358080.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,minerales y residuos para refundición,miles de toneladas,97.66,97660.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,productos metalúrgicos,miles de toneladas,174.81,174810.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,11727.99,11727990.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,abonos,miles de toneladas,44.32,44320.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,productos químicos,miles de toneladas,262.29,262290.0
2021,"madrid, comunidad de",transporte intrarregional,intramunicipal,"máquinas, vehículos, objetos manufacturados y transacciones especiales",miles de toneladas,4301.25,4301250.0
2021,"madrid, comunidad de",transporte intrarregional,intermunicipal intrarregional,productos agrícolas y animales vivos,miles de toneladas,1694.51,1694510.0
2021,"madrid, comunidad de",transporte intrarregional,intermunicipal intrarregional,productos alimenticios y forrajes,miles de toneladas,7512.88,7512880.0
2021,"madrid, comunidad de",transporte intrarregional,intermunicipal intrarregional,productos petrolíferos,miles de toneladas,2096.93,2096929.9999999998
2021,"madrid, comunidad de",transporte intrarregional,intermunicipal intrarregional,minerales y residuos para refundición,miles de toneladas,618.79,618790.0
2021,"madrid, comunidad de",transporte intrarregional,intermunicipal intrarregional,productos metalúrgicos,miles de toneladas,624.45,624450.0
2021,"madrid, comunidad de",transporte intrarregional,intermunicipal intrarregional,minerales en bruto o manufacturados y materiales de construcción,miles de toneladas,25624.82,25624820.0
