CCAA,Año,Ámbito,Categoría,Operaciones Vacío,% Vacío
"Navarra, Comunidad Foral De",2020,Internacional,Recibido,,47.56
"Navarra, Comunidad Foral De",2021,Intrarregional,Intramunicipal,,42.57
"Navarra, Comunidad Foral De",2021,Intrarregional,Intermunicipal,,42.74
"Navarra, Comunidad Foral De",2021,Interregional,Expedido,,33.17
"Navarra, Comunidad Foral De",2021,Interregional,Recibido,,38.6
"Navarra, Comunidad Foral De",2021,Internacional,Expedido,,12.3
"Navarra, Comunidad Foral De",2021,Internacional,Recibido,,37.3
"Navarra, Comunidad Foral De",2022,Intrarregional,Intramunicipal,,46.75
"Navarra, Comunidad Foral De",2022,Intrarregional,Intermunicipal,,47.49
"Navarra, Comunidad Foral De",2022,Interregional,Expedido,,35.22
"Navarra, Comunidad Foral De",2022,Interregional,Recibido,,41.94
"Navarra, Comunidad Foral De",2022,Internacional,Expedido,,9.58
"Navarra, Comunidad Foral De",2022,Internacional,Recibido,,35.96
"Navarra, Comunidad Foral De",2023,Intrarregional,Intramunicipal,,43.41
"Navarra, Comunidad Foral De",2023,Intrarregional,Intermunicipal,,47.37
"Navarra, Comunidad Foral De",2023,Interregional,Expedido,,38.82
"Navarra, Comunidad Foral De",2023,Interregional,Recibido,,35.67
"Navarra, Comunidad Foral De",2023,Internacional,Expedido,,19.56
"Navarra, Comunidad Foral De",2023,Internacional,Recibido,,27.55
"Navarra, Comunidad Foral De",2024,Intrarregional,Intramunicipal,,43.71
"Navarra, Comunidad Foral De",2024,Intrarregional,Intermunicipal,,48.45
"Navarra, Comunidad Foral De",2024,Interregional,Expedido,,35.07
"Navarra, Comunidad Foral De",2024,Interregional,Recibido,,38.3
"Navarra, Comunidad Foral De",2024,Internacional,Expedido,,11.97
"Navarra, Comunidad Foral De",2024,Internacional,Recibido,,45.59
"Navarra, Comunidad Foral De",2017,Intrarregional,Intramunicipal,,37.16
"Navarra, Comunidad Foral De",2017,Intrarregional,Intermunicipal,,45.55
"Navarra, Comunidad Foral De",2017,Interregional,Expedido,,34.95
"Navarra, Comunidad Foral De",2017,Interregional,Recibido,,36.15
"Navarra, Comunidad Foral De",2017,Internacional,Expedido,,13.3
"Navarra, Comunidad Foral De",2017,Internacional,Recibido,,39.1
"Navarra, Comunidad Foral De",2018,Intrarregional,Intramunicipal,,48.77
"Navarra, Comunidad Foral De",2018,Intrarregional,Intermunicipal,,47.49
"Navarra, Comunidad Foral De",2018,Interregional,Expedido,,32.75
"Navarra, Comunidad Foral De",2018,Interregional,Recibido,,38.27
"Navarra, Comunidad Foral De",2018,Internacional,Expedido,,16.49
"Navarra, Comunidad Foral De",2018,Internacional,Recibido,,34.6
"Navarra, Comunidad Foral De",2019,Intrarregional,Intramunicipal,,28.61
"Navarra, Comunidad Foral De",2019,Intrarregional,Intermunicipal,,48.71
"Navarra, Comunidad Foral De",2019,Interregional,Expedido,,35.45
"Navarra, Comunidad Foral De",2019,Interregional,Recibido,,35.1
"Navarra, Comunidad Foral De",2019,Internacional,Expedido,,8.45
"Navarra, Comunidad Foral De",2019,Internacional,Recibido,,45.38
"Navarra, Comunidad Foral De",2020,Intrarregional,Intramunicipal,,41.54
"Navarra, Comunidad Foral De",2020,Intrarregional,Intermunicipal,,48.46
"Navarra, Comunidad Foral De",2020,Interregional,Expedido,,36.37
"Navarra, Comunidad Foral De",2020,Interregional,Recibido,,35.59
"Navarra, Comunidad Foral De",2020,Internacional,Expedido,,12.9
"Navarra, Comunidad Foral De",2020,Internacional,Recibido,,47.56
"Navarra, Comunidad Foral De",2021,Intrarregional,Intramunicipal,,42.57
"Navarra, Comunidad Foral De",2021,Intrarregional,Intermunicipal,,42.74
"Navarra, Comunidad Foral De",2021,Interregional,Expedido,,33.17
"Navarra, Comunidad Foral De",2021,Interregional,Recibido,,38.6
"Navarra, Comunidad Foral De",2021,Internacional,Expedido,,12.3
"Navarra, Comunidad Foral De",2021,Internacional,Recibido,,37.3
"Navarra, Comunidad Foral De",2022,Intrarregional,Intramunicipal,,46.75
"Navarra, Comunidad Foral De",2022,Intrarregional,Intermunicipal,,47.49
"Navarra, Comunidad Foral De",2022,Interregional,Expedido,,35.22
"Navarra, Comunidad Foral De",2022,Interregional,Recibido,,41.94
"Navarra, Comunidad Foral De",2022,Internacional,Expedido,,9.58
"Navarra, Comunidad Foral De",2022,Internacional,Recibido,,35.96
"Navarra, Comunidad Foral De",2023,Intrarregional,Intramunicipal,,43.41
"Navarra, Comunidad Foral De",2023,Intrarregional,Intermunicipal,,47.37
"Navarra, Comunidad Foral De",2023,Interregional,Expedido,,38.82
"Navarra, Comunidad Foral De",2023,Interregional,Recibido,,35.67
"Navarra, Comunidad Foral De",2023,Internacional,Expedido,,19.56
"Navarra, Comunidad Foral De",2023,Internacional,Recibido,,27.55
"Navarra, Comunidad Foral De",2024,Intrarregional,Intramunicipal,,43.71
"Navarra, Comunidad Foral De",2024,Intrarregional,Intermunicipal,,48.45
"Navarra, Comunidad Foral De",2024,Interregional,Expedido,,35.07
"Navarra, Comunidad Foral De",2024,Interregional,Recibido,,38.3
"Navarra, Comunidad Foral De",2024,Internacional,Expedido,,11.97
"Navarra, Comunidad Foral De",2024,Internacional,Recibido,,45.59
País Vasco,2017,Intrarregional,Intramunicipal,,38.63
País Vasco,2017,Intrarregional,Intermunicipal,,47.08
País Vasco,2017,Interregional,Expedido,,30.68
País Vasco,2017,Interregional,Recibido,,24.32
País Vasco,2017,Internacional,Expedido,,14.07
País Vasco,2017,Internacional,Recibido,,31.76
País Vasco,2018,Intrarregional,Intramunicipal,,45.28
País Vasco,2018,Intrarregional,Intermunicipal,,46.58
País Vasco,2018,Interregional,Expedido,,30.82
País Vasco,2018,Interregional,Recibido,,23.67
País Vasco,2018,Internacional,Expedido,,13.18
País Vasco,2018,Internacional,Recibido,,36.46
País Vasco,2019,Intrarregional,Intramunicipal,,48.58
País Vasco,2019,Intrarregional,Intermunicipal,,47.74
País Vasco,2019,Interregional,Expedido,,31.82
País Vasco,2019,Interregional,Recibido,,26.24
País Vasco,2019,Internacional,Expedido,,7.19
País Vasco,2019,Internacional,Recibido,,35.2
País Vasco,2020,Intrarregional,Intramunicipal,,46.1
País Vasco,2020,Intrarregional,Intermunicipal,,46.71
País Vasco,2020,Interregional,Expedido,,28.69
País Vasco,2020,Interregional,Recibido,,28.62
País Vasco,2020,Internacional,Expedido,,9.54
País Vasco,2020,Internacional,Recibido,,37.29
País Vasco,2021,Intrarregional,Intramunicipal,,43.76
País Vasco,2021,Intrarregional,Intermunicipal,,47.15
País Vasco,2021,Interregional,Expedido,,34.67
País Vasco,2021,Interregional,Recibido,,21.99
País Vasco,2021,Internacional,Expedido,,8.46
País Vasco,2021,Internacional,Recibido,,37.17
País Vasco,2022,Intrarregional,Intramunicipal,,44.77
País Vasco,2022,Intrarregional,Intermunicipal,,48.51
País Vasco,2022,Interregional,Expedido,,28.9
País Vasco,2022,Interregional,Recibido,,28.27
País Vasco,2022,Internacional,Expedido,,5.99
País Vasco,2022,Internacional,Recibido,,43.91
País Vasco,2023,Intrarregional,Intramunicipal,,45.55
País Vasco,2023,Intrarregional,Intermunicipal,,46.47
País Vasco,2023,Interregional,Expedido,,28.43
País Vasco,2023,Interregional,Recibido,,28.0
País Vasco,2023,Internacional,Expedido,,13.4
País Vasco,2023,Internacional,Recibido,,36.18
País Vasco,2024,Intrarregional,Intramunicipal,,43.71
País Vasco,2024,Intrarregional,Intermunicipal,,46.12
País Vasco,2024,Interregional,Expedido,,29.9
País Vasco,2024,Interregional,Recibido,,27.37
País Vasco,2024,Internacional,Expedido,,10.95
País Vasco,2024,Internacional,Recibido,,33.79
País Vasco,2017,Intrarregional,Intramunicipal,,38.63
País Vasco,2017,Intrarregional,Intermunicipal,,47.08
País Vasco,2017,Interregional,Expedido,,30.68
País Vasco,2017,Interregional,Recibido,,24.32
País Vasco,2017,Internacional,Expedido,,14.07
País Vasco,2017,Internacional,Recibido,,31.76
País Vasco,2018,Intrarregional,Intramunicipal,,45.28
País Vasco,2018,Intrarregional,Intermunicipal,,46.58
País Vasco,2018,Interregional,Expedido,,30.82
País Vasco,2018,Interregional,Recibido,,23.67
País Vasco,2018,Internacional,Expedido,,13.18
País Vasco,2018,Internacional,Recibido,,36.46
País Vasco,2019,Intrarregional,Intramunicipal,,48.58
País Vasco,2019,Intrarregional,Intermunicipal,,47.74
País Vasco,2019,Interregional,Expedido,,31.82
País Vasco,2019,Interregional,Recibido,,26.24
País Vasco,2019,Internacional,Expedido,,7.19
País Vasco,2019,Internacional,Recibido,,35.2
País Vasco,2020,Intrarregional,Intramunicipal,,46.1
País Vasco,2020,Intrarregional,Intermunicipal,,46.71
País Vasco,2020,Interregional,Expedido,,28.69
País Vasco,2020,Interregional,Recibido,,28.62
País Vasco,2020,Internacional,Expedido,,9.54
País Vasco,2020,Internacional,Recibido,,37.29
País Vasco,2021,Intrarregional,Intramunicipal,,43.76
País Vasco,2021,Intrarregional,Intermunicipal,,47.15
País Vasco,2021,Interregional,Expedido,,34.67
País Vasco,2021,Interregional,Recibido,,21.99
País Vasco,2021,Internacional,Expedido,,8.46
País Vasco,2021,Internacional,Recibido,,37.17
País Vasco,2022,Intrarregional,Intramunicipal,,44.77
País Vasco,2022,Intrarregional,Intermunicipal,,48.51
País Vasco,2022,Interregional,Expedido,,28.9
País Vasco,2022,Interregional,Recibido,,28.27
País Vasco,2022,Internacional,Expedido,,5.99
País Vasco,2022,Internacional,Recibido,,43.91
País Vasco,2023,Intrarregional,Intramunicipal,,45.55
País Vasco,2023,Intrarregional,Intermunicipal,,46.47
País Vasco,2023,Interregional,Expedido,,28.43
País Vasco,2023,Interregional,Recibido,,28.0
País Vasco,2023,Internacional,Expedido,,13.4
País Vasco,2023,Internacional,Recibido,,36.18
País Vasco,2024,Intrarregional,Intramunicipal,,43.71
País Vasco,2024,Intrarregional,Intermunicipal,,46.12
País Vasco,2024,Interregional,Expedido,,29.9
País Vasco,2024,Interregional,Recibido,,27.37
País Vasco,2024,Internacional,Expedido,,10.95
País Vasco,2024,Internacional,Recibido,,33.79
"Rioja, La",2017,Intrarregional,Intramunicipal,,45.17
"Rioja, La",2017,Intrarregional,Intermunicipal,,49.05
"Rioja, La",2017,Interregional,Expedido,,35.44
"Rioja, La",2017,Interregional,Recibido,,37.44
"Rioja, La",2017,Internacional,Expedido,,0.0
"Rioja, La",2017,Internacional,Recibido,,15.84
"Rioja, La",2018,Intrarregional,Intramunicipal,,45.86
"Rioja, La",2018,Intrarregional,Intermunicipal,,48.75
"Rioja, La",2018,Interregional,Expedido,,37.35
"Rioja, La",2018,Interregional,Recibido,,37.6
"Rioja, La",2018,Internacional,Expedido,,0.0
"Rioja, La",2018,Internacional,Recibido,,25.47
"Rioja, La",2019,Intrarregional,Intramunicipal,,46.95
"Rioja, La",2019,Intrarregional,Intermunicipal,,48.15
"Rioja, La",2019,Interregional,Expedido,,34.11
"Rioja, La",2019,Interregional,Recibido,,45.12
"Rioja, La",2019,Internacional,Expedido,,6.49
"Rioja, La",2019,Internacional,Recibido,,36.31
"Rioja, La",2020,Intrarregional,Intramunicipal,,48.18
"Rioja, La",2020,Intrarregional,Intermunicipal,,49.73
"Rioja, La",2020,Interregional,Expedido,,40.7
"Rioja, La",2020,Interregional,Recibido,,36.37
"Rioja, La",2020,Internacional,Expedido,,0.0
"Rioja, La",2020,Internacional,Recibido,,45.57
"Rioja, La",2021,Intrarregional,Intramunicipal,,48.78
"Rioja, La",2021,Intrarregional,Intermunicipal,,49.76
"Rioja, La",2021,Interregional,Expedido,,39.54
"Rioja, La",2021,Interregional,Recibido,,33.94
"Rioja, La",2021,Internacional,Expedido,,0.0
"Rioja, La",2021,Internacional,Recibido,,33.31
"Rioja, La",2022,Intrarregional,Intramunicipal,,48.11
"Rioja, La",2022,Intrarregional,Intermunicipal,,52.27
"Rioja, La",2022,Interregional,Expedido,,45.17
"Rioja, La",2022,Interregional,Recibido,,32.89
"Rioja, La",2022,Internacional,Expedido,,0.0
"Rioja, La",2022,Internacional,Recibido,,49.36
"Rioja, La",2023,Intrarregional,Intramunicipal,,42.13
"Rioja, La",2023,Intrarregional,Intermunicipal,,49.03
"Rioja, La",2023,Interregional,Expedido,,40.21
"Rioja, La",2023,Interregional,Recibido,,37.89
"Rioja, La",2023,Internacional,Expedido,,2.48
"Rioja, La",2023,Internacional,Recibido,,32.13
"Rioja, La",2024,Intrarregional,Intramunicipal,,47.93
"Rioja, La",2024,Intrarregional,Intermunicipal,,49.87
"Rioja, La",2024,Interregional,Expedido,,43.44
"Rioja, La",2024,Interregional,Recibido,,35.9
"Rioja, La",2024,Internacional,Expedido,,0.0
"Rioja, La",2024,Internacional,Recibido,,13.75
"Rioja, La",2017,Intrarregional,Intramunicipal,,45.17
"Rioja, La",2017,Intrarregional,Intermunicipal,,49.05
"Rioja, La",2017,Interregional,Expedido,,35.44
"Rioja, La",2017,Interregional,Recibido,,37.44
"Rioja, La",2017,Internacional,Expedido,,0.0
"Rioja, La",2017,Internacional,Recibido,,15.84
"Rioja, La",2018,Intrarregional,Intramunicipal,,45.86
"Rioja, La",2018,Intrarregional,Intermunicipal,,48.75
"Rioja, La",2018,Interregional,Expedido,,37.35
"Rioja, La",2018,Interregional,Recibido,,37.6
"Rioja, La",2018,Internacional,Expedido,,0.0
"Rioja, La",2018,Internacional,Recibido,,25.47
"Rioja, La",2019,Intrarregional,Intramunicipal,,46.95
"Rioja, La",2019,Intrarregional,Intermunicipal,,48.15
"Rioja, La",2019,Interregional,Expedido,,34.11
"Rioja, La",2019,Interregional,Recibido,,45.12
"Rioja, La",2019,Internacional,Expedido,,6.49
"Rioja, La",2019,Internacional,Recibido,,36.31
"Rioja, La",2020,Intrarregional,Intramunicipal,,48.18
"Rioja, La",2020,Intrarregional,Intermunicipal,,49.73
"Rioja, La",2020,Interregional,Expedido,,40.7
"Rioja, La",2020,Interregional,Recibido,,36.37
"Rioja, La",2020,Internacional,Expedido,,0.0
"Rioja, La",2020,Internacional,Recibido,,45.57
"Rioja, La",2021,Intrarregional,Intramunicipal,,48.78
"Rioja, La",2021,Intrarregional,Intermunicipal,,49.76
"Rioja, La",2021,Interregional,Expedido,,39.54
"Rioja, La",2021,Interregional,Recibido,,33.94
"Rioja, La",2021,Internacional,Expedido,,0.0
"Rioja, La",2021,Internacional,Recibido,,33.31
"Rioja, La",2022,Intrarregional,Intramunicipal,,48.11
"Rioja, La",2022,Intrarregional,Intermunicipal,,52.27
"Rioja, La",2022,Interregional,Expedido,,45.17
"Rioja, La",2022,Interregional,Recibido,,32.89
"Rioja, La",2022,Internacional,Expedido,,0.0
"Rioja, La",2022,Internacional,Recibido,,49.36
"Rioja, La",2023,Intrarregional,Intramunicipal,,42.13
"Rioja, La",2023,Intrarregional,Intermunicipal,,49.03
"Rioja, La",2023,Interregional,Expedido,,40.21
"Rioja, La",2023,Interregional,Recibido,,37.89
"Rioja, La",2023,Internacional,Expedido,,2.48
"Rioja, La",2023,Internacional,Recibido,,32.13
"Rioja, La",2024,Intrarregional,Intramunicipal,,47.93
"Rioja, La",2024,Intrarregional,Intermunicipal,,49.87
"Rioja, La",2024,Interregional,Expedido,,43.44
"Rioja, La",2024,Interregional,Recibido,,35.9
"Rioja, La",2024,Internacional,Expedido,,0.0
"Rioja, La",2024,Internacional,Recibido,,13.75
