CCAA,Año,Ámbito,Categoría,Operaciones Vacío,% Vacío
Andalucía,2017,Intrarregional,Intramunicipal,,46.95
Andalucía,2017,Intrarregional,Intermunicipal,,46.53
Andalucía,2017,Interregional,Expedido,,27.9
Andalucía,2017,Interregional,Recibido,,17.22
Andalucía,2017,Internacional,Expedido,,4.67
Andalucía,2017,Internacional,Recibido,,30.62
Andalucía,2018,Intrarregional,Intramunicipal,,46.32
Andalucía,2018,Intrarregional,Intermunicipal,,45.93
Andalucía,2018,Interregional,Expedido,,28.46
Andalucía,2018,Interregional,Recibido,,14.38
Andalucía,2018,Internacional,Expedido,,6.4
Andalucía,2018,Internacional,Recibido,,27.09
Andalucía,2019,Intrarregional,Intramunicipal,,47.07
Andalucía,2019,Intrarregional,Intermunicipal,,46.58
Andalucía,2019,Interregional,Expedido,,25.15
Andalucía,2019,Interregional,Recibido,,17.17
Andalucía,2019,Internacional,Expedido,,7.56
Andalucía,2019,Internacional,Recibido,,21.25
Andalucía,2020,Intrarregional,Intramunicipal,,46.93
Andalucía,2020,Intrarregional,Intermunicipal,,46.41
Andalucía,2020,Interregional,Expedido,,22.72
Andalucía,2020,Interregional,Recibido,,18.38
Andalucía,2020,Internacional,Expedido,,5.63
Andalucía,2020,Internacional,Recibido,,20.62
Andalucía,2021,Intrarregional,Intramunicipal,,46.11
Andalucía,2021,Intrarregional,Intermunicipal,,46.58
Andalucía,2021,Interregional,Expedido,,23.38
Andalucía,2021,Interregional,Recibido,,17.11
Andalucía,2021,Internacional,Expedido,,6.64
Andalucía,2021,Internacional,Recibido,,27.59
Andalucía,2022,Intrarregional,Intramunicipal,,46.16
Andalucía,2022,Intrarregional,Intermunicipal,,46.41
Andalucía,2022,Interregional,Expedido,,24.22
Andalucía,2022,Interregional,Recibido,,16.82
Andalucía,2022,Internacional,Expedido,,7.45
Andalucía,2022,Internacional,Recibido,,30.75
Andalucía,2023,Intrarregional,Intramunicipal,,45.51
Andalucía,2023,Intrarregional,Intermunicipal,,47.55
Andalucía,2023,Interregional,Expedido,,23.37
Andalucía,2023,Interregional,Recibido,,17.68
Andalucía,2023,Internacional,Expedido,,7.62
Andalucía,2023,Internacional,Recibido,,29.81
Andalucía,2024,Intrarregional,Intramunicipal,,47.65
Andalucía,2024,Intrarregional,Intermunicipal,,47.38
Andalucía,2024,Interregional,Expedido,,24.35
Andalucía,2024,Interregional,Recibido,,17.37
Andalucía,2024,Internacional,Expedido,,6.51
Andalucía,2024,Internacional,Recibido,,31.5
Andalucía,2017,Intrarregional,Intramunicipal,,46.95
Andalucía,2017,Intrarregional,Intermunicipal,,46.53
Andalucía,2017,Interregional,Expedido,,27.9
Andalucía,2017,Interregional,Recibido,,17.22
Andalucía,2017,Internacional,Expedido,,4.67
Andalucía,2017,Internacional,Recibido,,30.62
Andalucía,2018,Intrarregional,Intramunicipal,,46.32
Andalucía,2018,Intrarregional,Intermunicipal,,45.93
Andalucía,2018,Interregional,Expedido,,28.46
Andalucía,2018,Interregional,Recibido,,14.38
Andalucía,2018,Internacional,Expedido,,6.4
Andalucía,2018,Internacional,Recibido,,27.09
Andalucía,2019,Intrarregional,Intramunicipal,,47.07
Andalucía,2019,Intrarregional,Intermunicipal,,46.58
Andalucía,2019,Interregional,Expedido,,25.15
Andalucía,2019,Interregional,Recibido,,17.17
Andalucía,2019,Internacional,Expedido,,7.56
Andalucía,2019,Internacional,Recibido,,21.25
Andalucía,2020,Intrarregional,Intramunicipal,,46.93
Andalucía,2020,Intrarregional,Intermunicipal,,46.41
Andalucía,2020,Interregional,Expedido,,22.72
Andalucía,2020,Interregional,Recibido,,18.38
Andalucía,2020,Internacional,Expedido,,5.63
Andalucía,2020,Internacional,Recibido,,20.62
Andalucía,2021,Intrarregional,Intramunicipal,,46.11
Andalucía,2021,Intrarregional,Intermunicipal,,46.58
Andalucía,2021,Interregional,Expedido,,23.38
Andalucía,2021,Interregional,Recibido,,17.11
Andalucía,2021,Internacional,Expedido,,6.64
Andalucía,2021,Internacional,Recibido,,27.59
Andalucía,2022,Intrarregional,Intramunicipal,,46.16
Andalucía,2022,Intrarregional,Intermunicipal,,46.41
Andalucía,2022,Interregional,Expedido,,24.22
Andalucía,2022,Interregional,Recibido,,16.82
Andalucía,2022,Internacional,Expedido,,7.45
Andalucía,2022,Internacional,Recibido,,30.75
Andalucía,2023,Intrarregional,Intramunicipal,,45.51
Andalucía,2023,Intrarregional,Intermunicipal,,47.55
Andalucía,2023,Interregional,Expedido,,23.37
Andalucía,2023,Interregional,Recibido,,17.68
Andalucía,2023,Internacional,Expedido,,7.62
Andalucía,2023,Internacional,Recibido,,29.81
Andalucía,2024,Intrarregional,Intramunicipal,,47.65
Andalucía,2024,Intrarregional,Intermunicipal,,47.38
Andalucía,2024,Interregional,Expedido,,24.35
Andalucía,2024,Interregional,Recibido,,17.37
Andalucía,2024,Internacional,Expedido,,6.51
Andalucía,2024,Internacional,Recibido,,31.5
Aragón,2017,Intrarregional,Intramunicipal,,46.13
Aragón,2017,Intrarregional,Intermunicipal,,48.32
Aragón,2017,Interregional,Expedido,,26.88
Aragón,2017,Interregional,Recibido,,28.16
Aragón,2017,Internacional,Expedido,,13.57
Aragón,2017,Internacional,Recibido,,16.19
Aragón,2018,Intrarregional,Intramunicipal,,46.44
Aragón,2018,Intrarregional,Intermunicipal,,49.74
Aragón,2018,Interregional,Expedido,,28.23
Aragón,2018,Interregional,Recibido,,29.35
Aragón,2018,Internacional,Expedido,,15.1
Aragón,2018,Internacional,Recibido,,17.87
Aragón,2019,Intrarregional,Intramunicipal,,46.98
Aragón,2019,Intrarregional,Intermunicipal,,49.51
Aragón,2019,Interregional,Expedido,,27.06
Aragón,2019,Interregional,Recibido,,29.09
Aragón,2019,Internacional,Expedido,,11.71
Aragón,2019,Internacional,Recibido,,18.36
Aragón,2020,Intrarregional,Intramunicipal,,45.3
Aragón,2020,Intrarregional,Intermunicipal,,50.38
Aragón,2020,Interregional,Expedido,,28.22
Aragón,2020,Interregional,Recibido,,30.18
Aragón,2020,Internacional,Expedido,,11.07
Aragón,2020,Internacional,Recibido,,22.03
Aragón,2021,Intrarregional,Intramunicipal,,47.77
Aragón,2021,Intrarregional,Intermunicipal,,50.83
Aragón,2021,Interregional,Expedido,,27.13
Aragón,2021,Interregional,Recibido,,30.76
Aragón,2021,Internacional,Expedido,,8.81
Aragón,2021,Internacional,Recibido,,20.49
Aragón,2022,Intrarregional,Intramunicipal,,46.31
Aragón,2022,Intrarregional,Intermunicipal,,49.85
Aragón,2022,Interregional,Expedido,,30.29
Aragón,2022,Interregional,Recibido,,29.3
Aragón,2022,Internacional,Expedido,,10.71
Aragón,2022,Internacional,Recibido,,19.05
Aragón,2023,Intrarregional,Intramunicipal,,45.38
Aragón,2023,Intrarregional,Intermunicipal,,50.13
Aragón,2023,Interregional,Expedido,,28.92
Aragón,2023,Interregional,Recibido,,30.73
Aragón,2023,Internacional,Expedido,,11.42
Aragón,2023,Internacional,Recibido,,14.64
Aragón,2024,Intrarregional,Intramunicipal,,42.62
Aragón,2024,Intrarregional,Intermunicipal,,50.49
Aragón,2024,Interregional,Expedido,,31.05
Aragón,2024,Interregional,Recibido,,29.91
Aragón,2024,Internacional,Expedido,,18.61
Aragón,2024,Internacional,Recibido,,14.18
Aragón,2017,Intrarregional,Intramunicipal,,46.13
Aragón,2017,Intrarregional,Intermunicipal,,48.32
Aragón,2017,Interregional,Expedido,,26.88
Aragón,2017,Interregional,Recibido,,28.16
Aragón,2017,Internacional,Expedido,,13.57
Aragón,2017,Internacional,Recibido,,16.19
Aragón,2018,Intrarregional,Intramunicipal,,46.44
Aragón,2018,Intrarregional,Intermunicipal,,49.74
Aragón,2018,Interregional,Expedido,,28.23
Aragón,2018,Interregional,Recibido,,29.35
Aragón,2018,Internacional,Expedido,,15.1
Aragón,2018,Internacional,Recibido,,17.87
Aragón,2019,Intrarregional,Intramunicipal,,46.98
Aragón,2019,Intrarregional,Intermunicipal,,49.51
Aragón,2019,Interregional,Expedido,,27.06
Aragón,2019,Interregional,Recibido,,29.09
Aragón,2019,Internacional,Expedido,,11.71
Aragón,2019,Internacional,Recibido,,18.36
Aragón,2020,Intrarregional,Intramunicipal,,45.3
Aragón,2020,Intrarregional,Intermunicipal,,50.38
Aragón,2020,Interregional,Expedido,,28.22
Aragón,2020,Interregional,Recibido,,30.18
Aragón,2020,Internacional,Expedido,,11.07
Aragón,2020,Internacional,Recibido,,22.03
Aragón,2021,Intrarregional,Intramunicipal,,47.77
Aragón,2021,Intrarregional,Intermunicipal,,50.83
Aragón,2021,Interregional,Expedido,,27.13
Aragón,2021,Interregional,Recibido,,30.76
Aragón,2021,Internacional,Expedido,,8.81
Aragón,2021,Internacional,Recibido,,20.49
Aragón,2022,Intrarregional,Intramunicipal,,46.31
Aragón,2022,Intrarregional,Intermunicipal,,49.85
Aragón,2022,Interregional,Expedido,,30.29
Aragón,2022,Interregional,Recibido,,29.3
Aragón,2022,Internacional,Expedido,,10.71
Aragón,2022,Internacional,Recibido,,19.05
Aragón,2023,Intrarregional,Intramunicipal,,45.38
Aragón,2023,Intrarregional,Intermunicipal,,50.13
Aragón,2023,Interregional,Expedido,,28.92
Aragón,2023,Interregional,Recibido,,30.73
Aragón,2023,Internacional,Expedido,,11.42
Aragón,2023,Internacional,Recibido,,14.64
Aragón,2024,Intrarregional,Intramunicipal,,42.62
Aragón,2024,Intrarregional,Intermunicipal,,50.49
Aragón,2024,Interregional,Expedido,,31.05
Aragón,2024,Interregional,Recibido,,29.91
Aragón,2024,Internacional,Expedido,,18.61
Aragón,2024,Internacional,Recibido,,14.18
"Asturias, Principado De",2017,Intrarregional,Intramunicipal,,48.55
"Asturias, Principado De",2017,Intrarregional,Intermunicipal,,48.06
"Asturias, Principado De",2017,Interregional,Expedido,,32.87
"Asturias, Principado De",2017,Interregional,Recibido,,24.45
"Asturias, Principado De",2017,Internacional,Expedido,,14.49
"Asturias, Principado De",2017,Internacional,Recibido,,5.2
"Asturias, Principado De",2018,Intrarregional,Intramunicipal,,48.94
"Asturias, Principado De",2018,Intrarregional,Intermunicipal,,49.95
"Asturias, Principado De",2018,Interregional,Expedido,,39.16
"Asturias, Principado De",2018,Interregional,Recibido,,20.61
"Asturias, Principado De",2018,Internacional,Expedido,,6.62
"Asturias, Principado De",2018,Internacional,Recibido,,29.62
"Asturias, Principado De",2019,Intrarregional,Intramunicipal,,49.38
"Asturias, Principado De",2019,Intrarregional,Intermunicipal,,50.02
"Asturias, Principado De",2019,Interregional,Expedido,,29.13
"Asturias, Principado De",2019,Interregional,Recibido,,27.47
"Asturias, Principado De",2019,Internacional,Expedido,,3.41
"Asturias, Principado De",2019,Internacional,Recibido,,16.44
"Asturias, Principado De",2020,Intrarregional,Intramunicipal,,50.21
"Asturias, Principado De",2020,Intrarregional,Intermunicipal,,50.13
"Asturias, Principado De",2020,Interregional,Expedido,,37.95
"Asturias, Principado De",2020,Interregional,Recibido,,22.76
"Asturias, Principado De",2020,Internacional,Expedido,,2.19
"Asturias, Principado De",2020,Internacional,Recibido,,22.37
"Asturias, Principado De",2021,Intrarregional,Intramunicipal,,48.3
"Asturias, Principado De",2021,Intrarregional,Intermunicipal,,50.89
"Asturias, Principado De",2021,Interregional,Expedido,,35.6
"Asturias, Principado De",2021,Interregional,Recibido,,19.19
"Asturias, Principado De",2021,Internacional,Expedido,,1.94
"Asturias, Principado De",2021,Internacional,Recibido,,12.34
"Asturias, Principado De",2022,Intrarregional,Intramunicipal,,49.21
"Asturias, Principado De",2022,Intrarregional,Intermunicipal,,51.09
"Asturias, Principado De",2022,Interregional,Expedido,,38.04
"Asturias, Principado De",2022,Interregional,Recibido,,23.97
"Asturias, Principado De",2022,Internacional,Expedido,,2.25
"Asturias, Principado De",2022,Internacional,Recibido,,26.22
"Asturias, Principado De",2023,Intrarregional,Intramunicipal,,47.76
"Asturias, Principado De",2023,Intrarregional,Intermunicipal,,50.84
"Asturias, Principado De",2023,Interregional,Expedido,,38.68
"Asturias, Principado De",2023,Interregional,Recibido,,18.34
"Asturias, Principado De",2023,Internacional,Expedido,,4.46
"Asturias, Principado De",2023,Internacional,Recibido,,10.97
"Asturias, Principado De",2024,Intrarregional,Intramunicipal,,48.43
"Asturias, Principado De",2024,Intrarregional,Intermunicipal,,49.65
"Asturias, Principado De",2024,Interregional,Expedido,,28.95
"Asturias, Principado De",2024,Interregional,Recibido,,23.01
"Asturias, Principado De",2024,Internacional,Expedido,,10.51
"Asturias, Principado De",2024,Internacional,Recibido,,11.64
"Asturias, Principado De",2017,Intrarregional,Intramunicipal,,48.55
"Asturias, Principado De",2017,Intrarregional,Intermunicipal,,48.06
"Asturias, Principado De",2017,Interregional,Expedido,,32.87
"Asturias, Principado De",2017,Interregional,Recibido,,24.45
"Asturias, Principado De",2017,Internacional,Expedido,,14.49
"Asturias, Principado De",2017,Internacional,Recibido,,5.2
"Asturias, Principado De",2018,Intrarregional,Intramunicipal,,48.94
"Asturias, Principado De",2018,Intrarregional,Intermunicipal,,49.95
"Asturias, Principado De",2018,Interregional,Expedido,,39.16
"Asturias, Principado De",2018,Interregional,Recibido,,20.61
"Asturias, Principado De",2018,Internacional,Expedido,,6.62
"Asturias, Principado De",2018,Internacional,Recibido,,29.62
"Asturias, Principado De",2019,Intrarregional,Intramunicipal,,49.38
"Asturias, Principado De",2019,Intrarregional,Intermunicipal,,50.02
"Asturias, Principado De",2019,Interregional,Expedido,,29.13
"Asturias, Principado De",2019,Interregional,Recibido,,27.47
"Asturias, Principado De",2019,Internacional,Expedido,,3.41
"Asturias, Principado De",2019,Internacional,Recibido,,16.44
"Asturias, Principado De",2020,Intrarregional,Intramunicipal,,50.21
"Asturias, Principado De",2020,Intrarregional,Intermunicipal,,50.13
"Asturias, Principado De",2020,Interregional,Expedido,,37.95
"Asturias, Principado De",2020,Interregional,Recibido,,22.76
"Asturias, Principado De",2020,Internacional,Expedido,,2.19
"Asturias, Principado De",2020,Internacional,Recibido,,22.37
"Asturias, Principado De",2021,Intrarregional,Intramunicipal,,48.3
"Asturias, Principado De",2021,Intrarregional,Intermunicipal,,50.89
"Asturias, Principado De",2021,Interregional,Expedido,,35.6
"Asturias, Principado De",2021,Interregional,Recibido,,19.19
"Asturias, Principado De",2021,Internacional,Expedido,,1.94
"Asturias, Principado De",2021,Internacional,Recibido,,12.34
"Asturias, Principado De",2022,Intrarregional,Intramunicipal,,49.21
"Asturias, Principado De",2022,Intrarregional,Intermunicipal,,51.09
"Asturias, Principado De",2022,Interregional,Expedido,,38.04
"Asturias, Principado De",2022,Interregional,Recibido,,23.97
"Asturias, Principado De",2022,Internacional,Expedido,,2.25
"Asturias, Principado De",2022,Internacional,Recibido,,26.22
"Asturias, Principado De",2023,Intrarregional,Intramunicipal,,47.76
"Asturias, Principado De",2023,Intrarregional,Intermunicipal,,50.84
"Asturias, Principado De",2023,Interregional,Expedido,,38.68
"Asturias, Principado De",2023,Interregional,Recibido,,18.34
"Asturias, Principado De",2023,Internacional,Expedido,,4.46
"Asturias, Principado De",2023,Internacional,Recibido,,10.97
"Asturias, Principado De",2024,Intrarregional,Intramunicipal,,48.43
"Asturias, Principado De",2024,Intrarregional,Intermunicipal,,49.65
"Asturias, Principado De",2024,Interregional,Expedido,,28.95
"Asturias, Principado De",2024,Interregional,Recibido,,23.01
"Asturias, Principado De",2024,Internacional,Expedido,,10.51
"Asturias, Principado De",2024,Internacional,Recibido,,11.64
"Balears, Illes",2017,Intrarregional,Intramunicipal,,48.34
"Balears, Illes",2017,Intrarregional,Intermunicipal,,46.73
"Balears, Illes",2017,Interregional,Expedido,,72.04
"Balears, Illes",2017,Interregional,Recibido,,1.37
"Balears, Illes",2017,Internacional,Expedido,,13.0
"Balears, Illes",2017,Internacional,Recibido,,0.0
"Balears, Illes",2018,Intrarregional,Intramunicipal,,47.9
"Balears, Illes",2018,Intrarregional,Intermunicipal,,45.97
"Balears, Illes",2018,Interregional,Expedido,,65.19
"Balears, Illes",2018,Interregional,Recibido,,1.15
"Balears, Illes",2018,Internacional,Expedido,,
"Balears, Illes",2018,Internacional,Recibido,,0.0
"Balears, Illes",2019,Intrarregional,Intramunicipal,,46.89
"Balears, Illes",2019,Intrarregional,Intermunicipal,,47.28
"Balears, Illes",2019,Interregional,Expedido,,63.28
"Balears, Illes",2019,Interregional,Recibido,,1.46
"Balears, Illes",2019,Internacional,Expedido,,
"Balears, Illes",2019,Internacional,Recibido,,0.0
"Balears, Illes",2020,Intrarregional,Intramunicipal,,47.13
"Balears, Illes",2020,Intrarregional,Intermunicipal,,48.6
"Balears, Illes",2020,Interregional,Expedido,,51.43
"Balears, Illes",2020,Interregional,Recibido,,6.99
"Balears, Illes",2020,Internacional,Expedido,,
"Balears, Illes",2020,Internacional,Recibido,,0.0
"Balears, Illes",2021,Intrarregional,Intramunicipal,,48.88
"Balears, Illes",2021,Intrarregional,Intermunicipal,,47.39
"Balears, Illes",2021,Interregional,Expedido,,57.21
"Balears, Illes",2021,Interregional,Recibido,,1.45
"Balears, Illes",2021,Internacional,Expedido,,0.0
"Balears, Illes",2021,Internacional,Recibido,,0.0
"Balears, Illes",2022,Intrarregional,Intramunicipal,,49.19
"Balears, Illes",2022,Intrarregional,Intermunicipal,,48.76
"Balears, Illes",2022,Interregional,Expedido,,71.64
"Balears, Illes",2022,Interregional,Recibido,,0.3
"Balears, Illes",2022,Internacional,Expedido,,
"Balears, Illes",2022,Internacional,Recibido,,
"Balears, Illes",2023,Intrarregional,Intramunicipal,,49.47
"Balears, Illes",2023,Intrarregional,Intermunicipal,,47.18
"Balears, Illes",2023,Interregional,Expedido,,55.07
"Balears, Illes",2023,Interregional,Recibido,,4.53
"Balears, Illes",2023,Internacional,Expedido,,
"Balears, Illes",2023,Internacional,Recibido,,
"Balears, Illes",2024,Intrarregional,Intramunicipal,,45.78
"Balears, Illes",2024,Intrarregional,Intermunicipal,,47.44
"Balears, Illes",2024,Interregional,Expedido,,53.98
"Balears, Illes",2024,Interregional,Recibido,,5.08
"Balears, Illes",2024,Internacional,Expedido,,0.0
"Balears, Illes",2024,Internacional,Recibido,,
"Balears, Illes",2017,Intrarregional,Intramunicipal,,48.34
"Balears, Illes",2017,Intrarregional,Intermunicipal,,46.73
"Balears, Illes",2017,Interregional,Expedido,,72.04
"Balears, Illes",2017,Interregional,Recibido,,1.37
"Balears, Illes",2017,Internacional,Expedido,,13.0
"Balears, Illes",2017,Internacional,Recibido,,0.0
"Balears, Illes",2018,Intrarregional,Intramunicipal,,47.9
"Balears, Illes",2018,Intrarregional,Intermunicipal,,45.97
"Balears, Illes",2018,Interregional,Expedido,,65.19
"Balears, Illes",2018,Interregional,Recibido,,1.15
"Balears, Illes",2018,Internacional,Expedido,,
"Balears, Illes",2018,Internacional,Recibido,,0.0
"Balears, Illes",2019,Intrarregional,Intramunicipal,,46.89
"Balears, Illes",2019,Intrarregional,Intermunicipal,,47.28
"Balears, Illes",2019,Interregional,Expedido,,63.28
"Balears, Illes",2019,Interregional,Recibido,,1.46
"Balears, Illes",2019,Internacional,Expedido,,
"Balears, Illes",2019,Internacional,Recibido,,0.0
"Balears, Illes",2020,Intrarregional,Intramunicipal,,47.13
"Balears, Illes",2020,Intrarregional,Intermunicipal,,48.6
"Balears, Illes",2020,Interregional,Expedido,,51.43
"Balears, Illes",2020,Interregional,Recibido,,6.99
"Balears, Illes",2020,Internacional,Expedido,,
"Balears, Illes",2020,Internacional,Recibido,,0.0
"Balears, Illes",2021,Intrarregional,Intramunicipal,,48.88
"Balears, Illes",2021,Intrarregional,Intermunicipal,,47.39
"Balears, Illes",2021,Interregional,Expedido,,57.21
"Balears, Illes",2021,Interregional,Recibido,,1.45
"Balears, Illes",2021,Internacional,Expedido,,0.0
"Balears, Illes",2021,Internacional,Recibido,,0.0
"Balears, Illes",2022,Intrarregional,Intramunicipal,,49.19
"Balears, Illes",2022,Intrarregional,Intermunicipal,,48.76
"Balears, Illes",2022,Interregional,Expedido,,71.64
"Balears, Illes",2022,Interregional,Recibido,,0.3
"Balears, Illes",2022,Internacional,Expedido,,
"Balears, Illes",2022,Internacional,Recibido,,
"Balears, Illes",2023,Intrarregional,Intramunicipal,,49.47
"Balears, Illes",2023,Intrarregional,Intermunicipal,,47.18
"Balears, Illes",2023,Interregional,Expedido,,55.07
"Balears, Illes",2023,Interregional,Recibido,,4.53
"Balears, Illes",2023,Internacional,Expedido,,
"Balears, Illes",2023,Internacional,Recibido,,
"Balears, Illes",2024,Intrarregional,Intramunicipal,,45.78
"Balears, Illes",2024,Intrarregional,Intermunicipal,,47.44
"Balears, Illes",2024,Interregional,Expedido,,53.98
"Balears, Illes",2024,Interregional,Recibido,,5.08
"Balears, Illes",2024,Internacional,Expedido,,0.0
"Balears, Illes",2024,Internacional,Recibido,,
Canarias,2017,Intrarregional,Intramunicipal,,45.69
Canarias,2017,Intrarregional,Intermunicipal,,44.6
Canarias,2017,Interregional,Expedido,,0.0
Canarias,2017,Interregional,Recibido,,
Canarias,2017,Internacional,Expedido,,
Canarias,2017,Internacional,Recibido,,
Canarias,2018,Intrarregional,Intramunicipal,,44.67
Canarias,2018,Intrarregional,Intermunicipal,,42.64
Canarias,2018,Interregional,Expedido,,100.0
Canarias,2018,Interregional,Recibido,,0.0
Canarias,2018,Internacional,Expedido,,
Canarias,2018,Internacional,Recibido,,
Canarias,2019,Intrarregional,Intramunicipal,,46.36
Canarias,2019,Intrarregional,Intermunicipal,,44.29
Canarias,2019,Interregional,Expedido,,100.0
Canarias,2019,Interregional,Recibido,,0.0
Canarias,2019,Internacional,Expedido,,
Canarias,2019,Internacional,Recibido,,
Canarias,2020,Intrarregional,Intramunicipal,,46.64
Canarias,2020,Intrarregional,Intermunicipal,,44.85
Canarias,2020,Interregional,Expedido,,100.0
Canarias,2020,Interregional,Recibido,,0.0
Canarias,2020,Internacional,Expedido,,
Canarias,2020,Internacional,Recibido,,0.0
Canarias,2021,Intrarregional,Intramunicipal,,46.67
Canarias,2021,Intrarregional,Intermunicipal,,44.02
Canarias,2021,Interregional,Expedido,,0.0
Canarias,2021,Interregional,Recibido,,0.0
Canarias,2021,Internacional,Expedido,,
Canarias,2021,Internacional,Recibido,,
Canarias,2022,Intrarregional,Intramunicipal,,44.86
Canarias,2022,Intrarregional,Intermunicipal,,44.62
Canarias,2022,Interregional,Expedido,,
Canarias,2022,Interregional,Recibido,,
Canarias,2022,Internacional,Expedido,,
Canarias,2022,Internacional,Recibido,,
Canarias,2023,Intrarregional,Intramunicipal,,44.84
Canarias,2023,Intrarregional,Intermunicipal,,44.63
Canarias,2023,Interregional,Expedido,,
Canarias,2023,Interregional,Recibido,,
Canarias,2023,Internacional,Expedido,,
Canarias,2023,Internacional,Recibido,,
Canarias,2024,Intrarregional,Intramunicipal,,46.91
Canarias,2024,Intrarregional,Intermunicipal,,44.0
Canarias,2024,Interregional,Expedido,,100.0
Canarias,2024,Interregional,Recibido,,0.0
Canarias,2024,Internacional,Expedido,,
Canarias,2024,Internacional,Recibido,,
Canarias,2017,Intrarregional,Intramunicipal,,45.69
Canarias,2017,Intrarregional,Intermunicipal,,44.6
Canarias,2017,Interregional,Expedido,,0.0
Canarias,2017,Interregional,Recibido,,
Canarias,2017,Internacional,Expedido,,
Canarias,2017,Internacional,Recibido,,
Canarias,2018,Intrarregional,Intramunicipal,,44.67
Canarias,2018,Intrarregional,Intermunicipal,,42.64
Canarias,2018,Interregional,Expedido,,100.0
Canarias,2018,Interregional,Recibido,,0.0
Canarias,2018,Internacional,Expedido,,
Canarias,2018,Internacional,Recibido,,
Canarias,2019,Intrarregional,Intramunicipal,,46.36
Canarias,2019,Intrarregional,Intermunicipal,,44.29
Canarias,2019,Interregional,Expedido,,100.0
Canarias,2019,Interregional,Recibido,,0.0
Canarias,2019,Internacional,Expedido,,
Canarias,2019,Internacional,Recibido,,
Canarias,2020,Intrarregional,Intramunicipal,,46.64
Canarias,2020,Intrarregional,Intermunicipal,,44.85
Canarias,2020,Interregional,Expedido,,100.0
Canarias,2020,Interregional,Recibido,,0.0
Canarias,2020,Internacional,Expedido,,
Canarias,2020,Internacional,Recibido,,0.0
Canarias,2021,Intrarregional,Intramunicipal,,46.67
Canarias,2021,Intrarregional,Intermunicipal,,44.02
Canarias,2021,Interregional,Expedido,,0.0
Canarias,2021,Interregional,Recibido,,0.0
Canarias,2021,Internacional,Expedido,,
Canarias,2021,Internacional,Recibido,,
Canarias,2022,Intrarregional,Intramunicipal,,44.86
Canarias,2022,Intrarregional,Intermunicipal,,44.62
Canarias,2022,Interregional,Expedido,,
Canarias,2022,Interregional,Recibido,,
Canarias,2022,Internacional,Expedido,,
Canarias,2022,Internacional,Recibido,,
Canarias,2023,Intrarregional,Intramunicipal,,44.84
Canarias,2023,Intrarregional,Intermunicipal,,44.63
Canarias,2023,Interregional,Expedido,,
Canarias,2023,Interregional,Recibido,,
Canarias,2023,Internacional,Expedido,,
Canarias,2023,Internacional,Recibido,,
Canarias,2024,Intrarregional,Intramunicipal,,46.91
Canarias,2024,Intrarregional,Intermunicipal,,44.0
Canarias,2024,Interregional,Expedido,,100.0
Canarias,2024,Interregional,Recibido,,0.0
Canarias,2024,Internacional,Expedido,,
Canarias,2024,Internacional,Recibido,,
Cantabria,2017,Intrarregional,Intramunicipal,,51.35
Cantabria,2017,Intrarregional,Intermunicipal,,50.21
Cantabria,2017,Interregional,Expedido,,32.91
Cantabria,2017,Interregional,Recibido,,34.66
Cantabria,2017,Internacional,Expedido,,5.84
Cantabria,2017,Internacional,Recibido,,19.81
Cantabria,2018,Intrarregional,Intramunicipal,,50.91
Cantabria,2018,Intrarregional,Intermunicipal,,50.87
Cantabria,2018,Interregional,Expedido,,31.35
Cantabria,2018,Interregional,Recibido,,31.41
Cantabria,2018,Internacional,Expedido,,1.33
Cantabria,2018,Internacional,Recibido,,21.77
Cantabria,2019,Intrarregional,Intramunicipal,,46.92
Cantabria,2019,Intrarregional,Intermunicipal,,51.41
Cantabria,2019,Interregional,Expedido,,34.02
Cantabria,2019,Interregional,Recibido,,28.04
Cantabria,2019,Internacional,Expedido,,5.13
Cantabria,2019,Internacional,Recibido,,24.51
Cantabria,2020,Intrarregional,Intramunicipal,,49.16
Cantabria,2020,Intrarregional,Intermunicipal,,52.09
Cantabria,2020,Interregional,Expedido,,38.09
Cantabria,2020,Interregional,Recibido,,27.94
Cantabria,2020,Internacional,Expedido,,8.85
Cantabria,2020,Internacional,Recibido,,14.25
Cantabria,2021,Intrarregional,Intramunicipal,,50.95
Cantabria,2021,Intrarregional,Intermunicipal,,50.59
Cantabria,2021,Interregional,Expedido,,32.2
Cantabria,2021,Interregional,Recibido,,31.82
Cantabria,2021,Internacional,Expedido,,5.03
Cantabria,2021,Internacional,Recibido,,39.3
Cantabria,2022,Intrarregional,Intramunicipal,,49.26
Cantabria,2022,Intrarregional,Intermunicipal,,52.13
Cantabria,2022,Interregional,Expedido,,33.76
Cantabria,2022,Interregional,Recibido,,27.56
Cantabria,2022,Internacional,Expedido,,0.0
Cantabria,2022,Internacional,Recibido,,12.77
Cantabria,2023,Intrarregional,Intramunicipal,,48.42
Cantabria,2023,Intrarregional,Intermunicipal,,50.84
Cantabria,2023,Interregional,Expedido,,33.43
Cantabria,2023,Interregional,Recibido,,31.83
Cantabria,2023,Internacional,Expedido,,2.94
Cantabria,2023,Internacional,Recibido,,10.22
Cantabria,2024,Intrarregional,Intramunicipal,,49.46
Cantabria,2024,Intrarregional,Intermunicipal,,51.21
Cantabria,2024,Interregional,Expedido,,31.46
Cantabria,2024,Interregional,Recibido,,32.07
Cantabria,2024,Internacional,Expedido,,7.81
Cantabria,2024,Internacional,Recibido,,23.13
