Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones),Toneladas(miles)
2017,Castilla y León,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1548.24,4769.46
2017,Castilla y León,Interregional,Expedido,Productos Alimenticios Y Forrajes,3292.61,9841.96
2017,Castilla y León,Interregional,Expedido,Combustibles Minerales Sólidos,39.15,310.63
2017,Castilla y León,Interregional,Expedido,Productos Petrolíferos,62.41,356.18
2017,Castilla y León,Interregional,Expedido,Minerales Y Residuos Para Refundición,203.99,776.35
2017,Castilla y León,Interregional,Expedido,Productos Metalúrgicos,365.55,1289.95
2017,Castilla y León,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1715.34,7850.08
2017,Castilla y León,Interregional,Expedido,Abonos,92.76,367.19
2017,Castilla y León,Interregional,Expedido,Productos Químicos,377.15,1160.77
2017,Castilla y León,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3039.2,8098.64
2017,Castilla y León,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1394.3,4655.26
2017,Castilla y León,Interregional,Recibido,Productos Alimenticios Y Forrajes,2444.38,7671.89
2017,Castilla y León,Interregional,Recibido,Combustibles Minerales Sólidos,179.48,1082.3
2017,Castilla y León,Interregional,Recibido,Productos Petrolíferos,272.11,1198.26
2017,Castilla y León,Interregional,Recibido,Minerales Y Residuos Para Refundición,66.22,263.74
2017,Castilla y León,Interregional,Recibido,Productos Metalúrgicos,598.8,1611.05
2017,Castilla y León,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,748.14,2979.83
2017,Castilla y León,Interregional,Recibido,Abonos,369.69,1050.39
2017,Castilla y León,Interregional,Recibido,Productos Químicos,451.27,1186.77
2017,Castilla y León,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2660.46,6856.96
2017,Castilla y León,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,122.01,182.9
2017,Castilla y León,Internacional,Expedido,Productos Alimenticios Y Forrajes,511.69,486.27
2017,Castilla y León,Internacional,Expedido,Minerales Y Residuos Para Refundición,3.77,14.55
2017,Castilla y León,Internacional,Expedido,Productos Metalúrgicos,86.31,57.1
2017,Castilla y León,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,122.47,191.13
2017,Castilla y León,Internacional,Expedido,Abonos,22.01,46.59
2017,Castilla y León,Internacional,Expedido,Productos Químicos,65.47,83.55
2017,Castilla y León,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1060.05,935.82
2017,Castilla y León,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,362.35,402.09
2017,Castilla y León,Internacional,Recibido,Productos Alimenticios Y Forrajes,267.15,304.82
2017,Castilla y León,Internacional,Recibido,Minerales Y Residuos Para Refundición,31.9,36.44
2017,Castilla y León,Internacional,Recibido,Productos Metalúrgicos,12.36,16.97
2017,Castilla y León,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,21.43,17.93
2017,Castilla y León,Internacional,Recibido,Abonos,95.07,118.48
2017,Castilla y León,Internacional,Recibido,Productos Químicos,153.06,141.0
2017,Castilla y León,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",733.78,646.04
2017,Cataluña,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,9.03,1334.83
2017,Cataluña,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,30.7,3384.46
2017,Cataluña,Intrarregional,Intramunicipal,Productos Petrolíferos,5.08,364.22
2017,Cataluña,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.66,166.81
2017,Cataluña,Intrarregional,Intramunicipal,Productos Metalúrgicos,4.48,795.73
2017,Cataluña,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,61.31,9342.86
2017,Cataluña,Intrarregional,Intramunicipal,Abonos,2.98,568.08
2017,Cataluña,Intrarregional,Intramunicipal,Productos Químicos,14.93,2163.52
2017,Cataluña,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",31.54,4569.27
2017,Cataluña,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,1006.5,13503.66
2017,Cataluña,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,1734.58,27229.97
2017,Cataluña,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,24.54,303.78
2017,Cataluña,Intrarregional,Intermunicipal,Productos Petrolíferos,533.68,7688.33
2017,Cataluña,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,91.81,2285.86
2017,Cataluña,Intrarregional,Intermunicipal,Productos Metalúrgicos,240.31,5635.61
2017,Cataluña,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1713.14,48289.43
2017,Cataluña,Intrarregional,Intermunicipal,Abonos,89.09,1284.16
2017,Cataluña,Intrarregional,Intermunicipal,Productos Químicos,580.21,9738.87
2017,Cataluña,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1765.85,32680.36
2017,Cataluña,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1213.3,3708.61
2017,Cataluña,Interregional,Expedido,Productos Alimenticios Y Forrajes,3840.37,9910.49
2017,Cataluña,Interregional,Expedido,Combustibles Minerales Sólidos,30.29,112.44
2017,Cataluña,Interregional,Expedido,Productos Petrolíferos,238.52,836.09
2017,Cataluña,Interregional,Expedido,Minerales Y Residuos Para Refundición,188.1,466.47
2017,Cataluña,Interregional,Expedido,Productos Metalúrgicos,843.52,1441.2
2017,Cataluña,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,617.36,2566.76
2017,Cataluña,Interregional,Expedido,Abonos,285.69,585.44
2017,Cataluña,Interregional,Expedido,Productos Químicos,2059.3,4226.63
2017,Cataluña,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6496.31,11848.12
2017,Cataluña,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2404.32,5794.68
2017,Cataluña,Interregional,Recibido,Productos Alimenticios Y Forrajes,3503.38,7271.33
2017,Cataluña,Interregional,Recibido,Combustibles Minerales Sólidos,37.7,46.14
2017,Cataluña,Interregional,Recibido,Productos Petrolíferos,102.91,250.45
2017,Cataluña,Interregional,Recibido,Minerales Y Residuos Para Refundición,302.25,589.95
2017,Cataluña,Interregional,Recibido,Productos Metalúrgicos,1109.42,1726.67
2017,Cataluña,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,981.23,2610.86
2017,Cataluña,Interregional,Recibido,Abonos,103.85,269.89
2017,Cataluña,Interregional,Recibido,Productos Químicos,1072.71,2134.6
2017,Cataluña,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5185.24,10187.95
2017,Cataluña,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,1149.78,1333.54
2017,Cataluña,Internacional,Expedido,Productos Alimenticios Y Forrajes,1262.19,1640.2
2017,Cataluña,Internacional,Expedido,Productos Petrolíferos,153.66,251.82
2017,Cataluña,Internacional,Expedido,Minerales Y Residuos Para Refundición,35.36,29.08
2017,Cataluña,Internacional,Expedido,Productos Metalúrgicos,565.15,728.26
2017,Cataluña,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,497.6,1173.41
2017,Cataluña,Internacional,Expedido,Abonos,39.9,101.77
2017,Cataluña,Internacional,Expedido,Productos Químicos,1104.55,1190.32
2017,Cataluña,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2237.64,2600.9
2017,Cataluña,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,1094.49,1604.3
2017,Cataluña,Internacional,Recibido,Productos Alimenticios Y Forrajes,1366.05,1426.94
2017,Cataluña,Internacional,Recibido,Productos Petrolíferos,77.1,65.98
2017,Cataluña,Internacional,Recibido,Minerales Y Residuos Para Refundición,292.8,592.94
2017,Cataluña,Internacional,Recibido,Productos Metalúrgicos,223.74,335.35
2017,Cataluña,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,59.47,118.34
2017,Cataluña,Internacional,Recibido,Abonos,37.58,26.77
2017,Cataluña,Internacional,Recibido,Productos Químicos,928.94,1168.45
2017,Cataluña,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3540.09,3735.18
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,8.41,1191.45
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,13.54,1074.47
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,1.16,581.86
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Petrolíferos,0.72,154.34
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.97,126.14
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Metalúrgicos,3.49,774.13
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,173.01,28447.97
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Abonos,2.54,574.82
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Químicos,2.44,383.72
2017,Comunitat Valenciana,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",22.63,4080.38
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,515.47,8682.26
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,855.09,12340.49
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Petrolíferos,140.42,2932.11
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,27.2,688.73
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Metalúrgicos,97.11,1807.98
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2295.38,55367.79
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Abonos,114.08,1867.58
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Químicos,191.32,4100.14
2017,Comunitat Valenciana,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1257.81,21612.0
2017,Comunitat Valenciana,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1771.69,5398.04
2017,Comunitat Valenciana,Interregional,Expedido,Productos Alimenticios Y Forrajes,2876.21,9905.42
2017,Comunitat Valenciana,Interregional,Expedido,Combustibles Minerales Sólidos,8.51,31.5
2017,Comunitat Valenciana,Interregional,Expedido,Productos Petrolíferos,100.66,421.87
2017,Comunitat Valenciana,Interregional,Expedido,Minerales Y Residuos Para Refundición,201.63,560.32
2017,Comunitat Valenciana,Interregional,Expedido,Productos Metalúrgicos,780.59,1775.54
2017,Comunitat Valenciana,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1665.82,5333.48
2017,Comunitat Valenciana,Interregional,Expedido,Abonos,532.6,2029.19
2017,Comunitat Valenciana,Interregional,Expedido,Productos Químicos,770.55,1976.06
2017,Comunitat Valenciana,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4239.13,11739.6
2017,Comunitat Valenciana,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2540.29,8073.65
2017,Comunitat Valenciana,Interregional,Recibido,Productos Alimenticios Y Forrajes,3810.68,10297.05
2017,Comunitat Valenciana,Interregional,Recibido,Combustibles Minerales Sólidos,39.98,197.74
2017,Comunitat Valenciana,Interregional,Recibido,Productos Petrolíferos,159.78,1002.26
2017,Comunitat Valenciana,Interregional,Recibido,Minerales Y Residuos Para Refundición,131.74,264.58
2017,Comunitat Valenciana,Interregional,Recibido,Productos Metalúrgicos,733.86,1796.68
2017,Comunitat Valenciana,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1947.86,9316.15
2017,Comunitat Valenciana,Interregional,Recibido,Abonos,193.61,662.99
2017,Comunitat Valenciana,Interregional,Recibido,Productos Químicos,948.09,2553.79
2017,Comunitat Valenciana,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",4419.7,11316.18
2017,Comunitat Valenciana,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,3931.54,2843.05
2017,Comunitat Valenciana,Internacional,Expedido,Productos Alimenticios Y Forrajes,583.94,441.48
2017,Comunitat Valenciana,Internacional,Expedido,Productos Petrolíferos,28.84,11.71
2017,Comunitat Valenciana,Internacional,Expedido,Productos Metalúrgicos,74.64,64.42
2017,Comunitat Valenciana,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,819.9,770.54
2017,Comunitat Valenciana,Internacional,Expedido,Abonos,70.99,67.55
2017,Comunitat Valenciana,Internacional,Expedido,Productos Químicos,196.15,193.33
2017,Comunitat Valenciana,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",969.99,698.37
2017,Comunitat Valenciana,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,491.89,360.02
2017,Comunitat Valenciana,Internacional,Recibido,Productos Alimenticios Y Forrajes,554.5,349.55
2017,Comunitat Valenciana,Internacional,Recibido,Minerales Y Residuos Para Refundición,24.16,27.83
2017,Comunitat Valenciana,Internacional,Recibido,Productos Metalúrgicos,91.34,99.56
2017,Comunitat Valenciana,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,231.74,194.72
2017,Comunitat Valenciana,Internacional,Recibido,Abonos,118.69,82.35
2017,Comunitat Valenciana,Internacional,Recibido,Productos Químicos,323.85,277.58
2017,Comunitat Valenciana,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1627.96,1166.19
2017,Extremadura,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,5.92,766.22
2017,Extremadura,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,4.55,813.66
2017,Extremadura,Intrarregional,Intramunicipal,Productos Petrolíferos,1.11,165.49
2017,Extremadura,Intrarregional,Intramunicipal,Productos Metalúrgicos,0.12,28.54
2017,Extremadura,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,21.0,2585.88
2017,Extremadura,Intrarregional,Intramunicipal,Abonos,0.36,21.14
2017,Extremadura,Intrarregional,Intramunicipal,Productos Químicos,0.08,9.34
2017,Extremadura,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2.12,261.34
2017,Extremadura,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,130.61,2613.12
2017,Extremadura,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,152.91,2110.9
2017,Extremadura,Intrarregional,Intermunicipal,Productos Petrolíferos,76.52,1204.27
2017,Extremadura,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,4.2,58.57
2017,Extremadura,Intrarregional,Intermunicipal,Productos Metalúrgicos,12.79,187.25
2017,Extremadura,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,169.49,4645.63
2017,Extremadura,Intrarregional,Intermunicipal,Abonos,11.22,221.3
2017,Extremadura,Intrarregional,Intermunicipal,Productos Químicos,2.66,50.89
2017,Extremadura,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",110.14,1243.11
2017,Extremadura,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,621.82,1616.23
2017,Extremadura,Interregional,Expedido,Productos Alimenticios Y Forrajes,965.76,2597.3
2017,Extremadura,Interregional,Expedido,Productos Petrolíferos,3.39,16.18
2017,Extremadura,Interregional,Expedido,Minerales Y Residuos Para Refundición,36.62,74.74
2017,Extremadura,Interregional,Expedido,Productos Metalúrgicos,228.68,605.17
2017,Extremadura,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,173.48,536.78
2017,Extremadura,Interregional,Expedido,Abonos,29.05,68.91
2017,Extremadura,Interregional,Expedido,Productos Químicos,92.84,189.56
2017,Extremadura,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",387.09,1069.58
2017,Extremadura,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,460.46,1504.39
2017,Extremadura,Interregional,Recibido,Productos Alimenticios Y Forrajes,937.38,2994.59
2017,Extremadura,Interregional,Recibido,Productos Petrolíferos,120.42,531.68
2017,Extremadura,Interregional,Recibido,Minerales Y Residuos Para Refundición,127.6,523.33
2017,Extremadura,Interregional,Recibido,Productos Metalúrgicos,111.28,293.78
2017,Extremadura,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,235.55,774.66
2017,Extremadura,Interregional,Recibido,Abonos,128.28,363.98
2017,Extremadura,Interregional,Recibido,Productos Químicos,112.87,281.75
2017,Extremadura,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",582.16,1240.9
2017,Extremadura,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,183.43,327.0
2017,Extremadura,Internacional,Expedido,Productos Alimenticios Y Forrajes,201.94,394.83
2017,Extremadura,Internacional,Expedido,Productos Metalúrgicos,47.46,57.62
