Año,Vehículo,Categoría Costes,Subcategoría Costes,Tipo Costes,Costes Unitarios,Costes Anuales
2019,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.1572,9429.3
2020,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.1593,9559.41
2021,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.1624,9743.88
2022,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.177,10621.63
2023,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.1948,11686.0
2024,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.2001,12007.97
2017,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0602,3610.41
2018,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0613,3677.13
2019,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0623,3736.88
2020,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0633,3796.71
2021,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0647,3880.25
2022,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0672,4029.36
2023,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0714,4284.06
2024,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0745,4468.07
2017,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0377,2259.17
2018,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0383,2300.91
2019,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.039,2338.29
2020,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0396,2375.76
2021,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0405,2428.02
2022,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.042,2521.31
2023,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0447,2680.7
2024,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0466,2795.84
2017,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.0986,5917.16
2018,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1005,6030.84
2019,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1021,6124.14
2020,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1035,6208.82
2021,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1054,6324.21
2022,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1069,6415.28
2023,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1108,6646.34
2024,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1167,7000.91
2017,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2018,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2019,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2020,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2021,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2022,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2023,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2024,Volquete Articulado De Obra,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0,0.0
2017,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0973,5835.38
2018,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1004,6024.28
2019,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1011,6065.56
2020,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0994,5963.65
2021,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1036,6216.59
2022,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1178,7067.47
2023,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.1191,7143.27
2024,Volquete Articulado De Obra,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.121,7257.64
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0926,10189.5
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0937,10303.46
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0945,10396.53
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0953,10487.09
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0963,10592.0
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.0994,10930.07
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1028,11310.8
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1052,11572.1
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0142,1564.65
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0129,1422.98
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0136,1494.19
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0128,1406.39
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0132,1455.73
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0162,1787.03
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0271,2984.83
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0279,3066.6
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2639,29034.38
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.269,29592.97
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2732,30051.09
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.277,30464.97
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2821,31034.57
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2862,31481.03
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2965,32615.33
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3123,34351.12
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0464,5103.61
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0472,5186.61
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0482,5302.16
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0483,5312.09
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0487,5357.82
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0492,5409.27
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.0508,5585.07
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Seguros,0.055,6048.92
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0062,680.91
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0063,693.01
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0064,705.08
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0064,704.19
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0064,709.41
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0068,751.22
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0073,798.54
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Tiempo(Vehiculo-Km),Costes Fiscales,0.0075,823.0
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2233,24563.27
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2469,27158.44
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2432,26755.41
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.2163,23788.48
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.247,27175.13
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.37,40700.29
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.3246,35704.68
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Combustible,0.302,33224.98
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0105,1158.8
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0107,1180.22
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0109,1199.39
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0111,1218.6
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0113,1245.41
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0118,1293.27
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.0125,1375.02
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Disolución De Urea,0.013,1434.07
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0381,4195.79
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0383,4211.52
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0381,4189.49
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0386,4247.37
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0394,4329.3
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0429,4719.28
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0472,5192.21
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Neumáticos,0.0485,5335.25
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0199,2193.48
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0203,2234.05
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0206,2270.37
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.021,2306.7
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0214,2357.44
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0223,2448.05
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0237,2602.77
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Mantenimiento,0.0247,2714.58
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0331,3638.61
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0337,3705.85
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0342,3766.07
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0348,3826.38
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0356,3910.58
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0369,4060.82
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0393,4317.53
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Reparaciones,0.0409,4502.96
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1132,12453.29
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1154,12692.82
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1172,12888.97
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1188,13067.4
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.121,13311.74
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1227,13502.44
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1272,13988.95
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Dietas,0.1339,14733.42
2017,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0135,1483.81
2018,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0137,1510.19
2019,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.014,1536.47
2020,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.014,1534.55
2021,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0141,1545.91
2022,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0149,1637.03
2023,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0158,1740.15
2024,Rígido De 3 Ejes De Animales Vivos,Costes Directos,Por Km Recorridos(Vehículo-Km),Peajes,0.0163,1793.46
2017,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0569,6256.91
2018,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.059,6492.99
2019,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0594,6536.09
2020,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0581,6393.68
2021,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0609,6696.63
2022,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0702,7716.79
2023,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0699,7684.03
2024,Rígido De 3 Ejes De Animales Vivos,Costes Indirectos,Indirectos(Vehículo-Km),Indirectos,0.0707,7774.03
2017,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1081,10813.53
2018,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1094,10935.95
2019,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1104,11037.58
2020,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1113,11132.71
2021,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1124,11242.21
2022,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1159,11589.08
2023,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1198,11978.14
2024,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Amortización Vehículo,0.1225,12253.76
2017,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0191,1911.05
2018,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0174,1738.02
2019,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0183,1825.0
2020,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0172,1717.77
2021,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0178,1778.02
2022,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0218,2182.67
2023,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0365,3645.67
2024,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Financiación Vehículo,0.0375,3745.54
2017,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2903,29034.38
2018,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.2959,29592.97
2019,Articulado Portacontenedores,Costes Directos,Por Tiempo(Vehiculo-Km),Salarios,0.3005,30051.09
