año,ccaa_origen,ccaa_destino,ton-km,toneladas
2019,"Asturias, Principado de","Madrid, Comunidad de",279.1,559.84
2019,"Asturias, Principado de","Murcia, Región de",97.01,107.44
2019,"Asturias, Principado de","Navarra, Comunidad Foral de",44.91,103.24
2019,"Asturias, Principado de",País Vasco,273.4,827.17
2019,"Asturias, Principado de","Rioja, La",29.17,63.23
2019,Cantabria,Andalucía,222.83,248.58
2019,Cantabria,Aragón,169.49,428.09
2019,Cantabria,"Asturias, Principado de",80.66,392.71
2019,Cantabria,Cantabria,490.57,20604.43
2019,Cantabria,Castilla - La Mancha,95.23,189.24
2019,Cantabria,Castilla y León,479.85,2102.0
2019,Cantabria,Cataluña,289.55,418.87
2019,Cantabria,Comunitat Valenciana,118.49,157.94
2019,Cantabria,Extremadura,24.96,36.24
2019,Cantabria,Galicia,124.22,247.33
2019,Cantabria,"Madrid, Comunidad de",261.51,589.54
2019,Cantabria,"Murcia, Región de",22.84,27.21
2019,Cantabria,"Navarra, Comunidad Foral de",46.67,178.05
2019,Cantabria,País Vasco,298.39,2946.63
2019,Cantabria,"Rioja, La",32.82,133.96
2019,Castilla - La Mancha,Andalucía,2008.05,5153.23
2019,Castilla - La Mancha,Aragón,320.58,983.63
2019,Castilla - La Mancha,"Asturias, Principado de",176.06,318.06
2019,Castilla - La Mancha,Cantabria,128.4,259.96
2019,Castilla - La Mancha,Castilla - La Mancha,2862.09,51029.77
2019,Castilla - La Mancha,Castilla y León,833.73,2854.03
2019,Castilla - La Mancha,Cataluña,1214.45,2043.34
2019,Castilla - La Mancha,Comunitat Valenciana,2110.85,8337.4
2019,Castilla - La Mancha,Extremadura,414.38,1426.91
2019,Castilla - La Mancha,Galicia,565.82,847.08
2019,Castilla - La Mancha,"Madrid, Comunidad de",1316.4,16808.1
2019,Castilla - La Mancha,"Murcia, Región de",656.58,2488.83
2019,Castilla - La Mancha,"Navarra, Comunidad Foral de",209.45,505.09
2019,Castilla - La Mancha,País Vasco,523.19,950.54
2019,Castilla - La Mancha,"Rioja, La",63.92,139.68
2019,Castilla y León,Andalucía,1201.91,1815.71
2019,Castilla y León,Aragón,596.59,2018.8
2019,Castilla y León,"Asturias, Principado de",365.76,1953.01
2019,Castilla y León,Cantabria,573.57,2970.36
2019,Castilla y León,Castilla - La Mancha,840.19,2983.99
2019,Castilla y León,Castilla y León,4193.86,78626.28
2019,Castilla y León,Cataluña,1441.33,2273.66
2019,Castilla y León,Comunitat Valenciana,1178.17,2045.18
2019,Castilla y León,Extremadura,396.44,1230.58
2019,Castilla y León,Galicia,1126.6,3493.38
2019,Castilla y León,"Madrid, Comunidad de",1047.57,5619.49
2019,Castilla y León,"Murcia, Región de",237.82,376.97
2019,Castilla y León,"Navarra, Comunidad Foral de",332.63,1503.23
2019,Castilla y León,País Vasco,1067.18,5561.66
2019,Castilla y León,"Rioja, La",90.64,534.94
2019,Cataluña,Andalucía,2524.79,2712.81
2019,Cataluña,Aragón,2223.73,10009.82
2019,Cataluña,"Asturias, Principado de",248.57,287.96
2019,Cataluña,Cantabria,236.49,348.62
2019,Cataluña,Castilla - La Mancha,943.86,1622.54
2019,Cataluña,Castilla y León,1225.48,1940.17
2019,Cataluña,Cataluña,8886.81,183521.45
2019,Cataluña,Comunitat Valenciana,2773.08,8037.74
2019,Cataluña,Extremadura,321.59,361.16
2019,Cataluña,Galicia,875.69,814.67
2019,Cataluña,"Madrid, Comunidad de",2255.08,3730.73
2019,Cataluña,"Murcia, Región de",984.9,1696.92
2019,Cataluña,"Navarra, Comunidad Foral de",554.56,1301.35
2019,Cataluña,País Vasco,1359.69,2447.98
2019,Cataluña,"Rioja, La",184.89,433.59
2019,Comunitat Valenciana,Andalucía,2498.96,4391.84
2019,Comunitat Valenciana,Aragón,896.27,3146.2
2019,Comunitat Valenciana,"Asturias, Principado de",147.57,175.36
2019,Comunitat Valenciana,Cantabria,147.79,201.97
2019,Comunitat Valenciana,Castilla - La Mancha,1837.48,7160.73
2019,Comunitat Valenciana,Castilla y León,963.94,1690.04
2019,Comunitat Valenciana,Cataluña,2591.95,7394.41
2019,Comunitat Valenciana,Comunitat Valenciana,5990.43,153436.77
2019,Comunitat Valenciana,Extremadura,235.21,357.58
2019,Comunitat Valenciana,Galicia,548.71,551.3
2019,Comunitat Valenciana,"Madrid, Comunidad de",1976.03,5308.68
2019,Comunitat Valenciana,"Murcia, Región de",1255.0,7906.26
2019,Comunitat Valenciana,"Navarra, Comunidad Foral de",305.66,623.98
2019,Comunitat Valenciana,País Vasco,822.94,1314.47
2019,Comunitat Valenciana,"Rioja, La",89.76,181.84
2019,Extremadura,Andalucía,611.91,2534.0
2019,Extremadura,Aragón,29.17,43.54
2019,Extremadura,"Asturias, Principado de",12.97,18.12
2019,Extremadura,Cantabria,21.79,30.89
2019,Extremadura,Castilla - La Mancha,243.28,769.7
2019,Extremadura,Castilla y León,317.17,936.84
2019,Extremadura,Cataluña,229.1,247.02
2019,Extremadura,Comunitat Valenciana,300.47,477.11
2019,Extremadura,Extremadura,764.05,18479.47
2019,Extremadura,Galicia,72.66,106.93
2019,Extremadura,"Madrid, Comunidad de",271.49,868.59
2019,Extremadura,"Murcia, Región de",142.41,226.8
2019,Extremadura,"Navarra, Comunidad Foral de",42.43,62.13
2019,Extremadura,País Vasco,96.6,137.89
2019,Extremadura,"Rioja, La",30.05,49.86
2019,Galicia,Andalucía,725.56,770.47
2019,Galicia,Aragón,359.86,444.59
2019,Galicia,"Asturias, Principado de",386.51,2462.33
2019,Galicia,Cantabria,135.64,289.59
2019,Galicia,Castilla - La Mancha,532.28,798.2
2019,Galicia,Castilla y León,1168.26,3462.56
2019,Galicia,Cataluña,727.18,667.09
2019,Galicia,Comunitat Valenciana,998.01,1032.07
2019,Galicia,Extremadura,83.05,120.85
2019,Galicia,Galicia,4055.79,85030.6
2019,Galicia,"Madrid, Comunidad de",1059.27,1789.57
2019,Galicia,"Murcia, Región de",147.4,152.0
2019,Galicia,"Navarra, Comunidad Foral de",88.71,122.53
2019,Galicia,País Vasco,957.01,1591.69
2019,Galicia,"Rioja, La",9.1,15.67
2019,"Madrid, Comunidad de",Andalucía,2039.56,4111.43
2019,"Madrid, Comunidad de",Aragón,684.57,2088.39
2019,"Madrid, Comunidad de","Asturias, Principado de",290.33,590.79
2019,"Madrid, Comunidad de",Cantabria,125.1,284.34
2019,"Madrid, Comunidad de",Castilla - La Mancha,1023.59,13328.71
2019,"Madrid, Comunidad de",Castilla y León,843.31,3899.91
2019,"Madrid, Comunidad de",Cataluña,1629.64,2648.78
2019,"Madrid, Comunidad de",Comunitat Valenciana,1362.87,3639.55
2019,"Madrid, Comunidad de",Extremadura,219.1,657.35
2019,"Madrid, Comunidad de",Galicia,933.44,1512.81
2019,"Madrid, Comunidad de","Madrid, Comunidad de",1891.71,71448.36
2019,"Madrid, Comunidad de","Murcia, Región de",460.56,1131.08
2019,"Madrid, Comunidad de","Navarra, Comunidad Foral de",158.39,397.05
2019,"Madrid, Comunidad de",País Vasco,597.83,1432.73
2019,"Madrid, Comunidad de","Rioja, La",54.47,160.54
2019,"Murcia, Región de",Andalucía,1326.95,5689.24
2019,"Murcia, Región de",Aragón,217.45,399.28
2019,"Murcia, Región de","Asturias, Principado de",53.84,62.74
2019,"Murcia, Región de",Cantabria,86.03,103.1
2019,"Murcia, Región de",Castilla - La Mancha,958.91,3208.55
2019,"Murcia, Región de",Castilla y León,227.92,342.54
2019,"Murcia, Región de",Cataluña,758.69,1278.14
2019,"Murcia, Región de",Comunitat Valenciana,1355.06,9687.71
2019,"Murcia, Región de",Extremadura,70.52,111.63
2019,"Murcia, Región de",Galicia,237.99,237.64
2019,"Murcia, Región de","Madrid, Comunidad de",535.74,1282.52
2019,"Murcia, Región de","Murcia, Región de",1123.34,36128.46
2019,"Murcia, Región de","Navarra, Comunidad Foral de",114.17,168.81
2019,"Murcia, Región de",País Vasco,123.86,167.11
2019,"Murcia, Región de","Rioja, La",62.77,97.33
2019,"Navarra, Comunidad Foral de",Andalucía,342.31,402.26
2019,"Navarra, Comunidad Foral de",Aragón,386.0,2641.4
2019,"Navarra, Comunidad Foral de","Asturias, Principado de",68.3,152.16
2019,"Navarra, Comunidad Foral de",Cantabria,60.95,247.0
2019,"Navarra, Comunidad Foral de",Castilla - La Mancha,177.12,470.43
2019,"Navarra, Comunidad Foral de",Castilla y León,312.61,1343.94
2019,"Navarra, Comunidad Foral de",Cataluña,699.12,1581.72
2019,"Navarra, Comunidad Foral de",Comunitat Valenciana,332.19,683.37
2019,"Navarra, Comunidad Foral de",Extremadura,48.56,67.51
2019,"Navarra, Comunidad Foral de",Galicia,220.22,313.09
2019,"Navarra, Comunidad Foral de","Madrid, Comunidad de",294.0,827.47
2019,"Navarra, Comunidad Foral de","Murcia, Región de",73.5,104.29
2019,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",518.92,21961.33
2019,"Navarra, Comunidad Foral de",País Vasco,440.14,3840.9
2019,"Navarra, Comunidad Foral de","Rioja, La",92.29,1647.52
2019,País Vasco,Andalucía,598.41,666.49
2019,País Vasco,Aragón,570.85,1998.08
2019,País Vasco,"Asturias, Principado de",259.39,859.59
2019,País Vasco,Cantabria,354.33,2849.3
2019,País Vasco,Castilla - La Mancha,332.09,694.6
2019,País Vasco,Castilla y León,1167.66,5710.16
2019,País Vasco,Cataluña,975.11,1735.19
2019,País Vasco,Comunitat Valenciana,802.83,1244.01
2019,País Vasco,Extremadura,36.76,53.43
2019,País Vasco,Galicia,724.94,1192.32
2019,País Vasco,"Madrid, Comunidad de",529.04,1252.0
2019,País Vasco,"Murcia, Región de",211.13,277.15
2019,País Vasco,"Navarra, Comunidad Foral de",641.63,4898.4
2019,País Vasco,País Vasco,1748.66,45953.96
2019,País Vasco,"Rioja, La",143.6,973.21
2019,"Rioja, La",Andalucía,96.36,115.71
2019,"Rioja, La",Aragón,130.04,774.45
2019,"Rioja, La","Asturias, Principado de",19.68,46.18
2019,"Rioja, La",Cantabria,27.62,122.83
2019,"Rioja, La",Castilla - La Mancha,126.28,303.45
2019,"Rioja, La",Castilla y León,90.35,686.59
2019,"Rioja, La",Cataluña,197.56,436.71
2019,"Rioja, La",Comunitat Valenciana,168.88,328.52
2019,"Rioja, La",Extremadura,28.35,45.23
2019,"Rioja, La",Galicia,22.89,37.41
2019,"Rioja, La","Madrid, Comunidad de",146.32,425.29
2019,"Rioja, La","Murcia, Región de",50.94,75.3
2019,"Rioja, La","Navarra, Comunidad Foral de",95.53,1604.5
2019,"Rioja, La",País Vasco,126.05,1244.76
2019,"Rioja, La","Rioja, La",137.35,6139.22
2020,Andalucía,Andalucía,11843.35,191194.16
2020,Andalucía,Aragón,648.01,855.91
2020,Andalucía,"Asturias, Principado de",139.14,154.94
2020,Andalucía,Cantabria,99.68,113.23
2020,Andalucía,Castilla - La Mancha,1604.95,4595.09
2020,Andalucía,Castilla y León,955.01,1412.93
2020,Andalucía,Cataluña,2608.89,2862.52
2020,Andalucía,Comunitat Valenciana,3149.79,5700.84
2020,Andalucía,Extremadura,1007.03,3747.09
2020,Andalucía,Galicia,614.89,654.18
2020,Andalucía,"Madrid, Comunidad de",1938.74,3830.81
2020,Andalucía,"Murcia, Región de",1204.51,4289.24
2020,Andalucía,"Navarra, Comunidad Foral de",371.6,454.49
2020,Andalucía,País Vasco,582.67,643.5
2020,Andalucía,"Rioja, La",71.41,85.96
2020,Aragón,Andalucía,659.2,851.39
2020,Aragón,Aragón,1745.1,43200.2
2020,Aragón,"Asturias, Principado de",25.91,43.89
2020,Aragón,Cantabria,108.67,252.13
2020,Aragón,Castilla - La Mancha,393.06,1157.59
2020,Aragón,Castilla y León,517.85,1689.16
2020,Aragón,Cataluña,1863.92,8146.56
2020,Aragón,Comunitat Valenciana,1432.21,5493.71
2020,Aragón,Extremadura,7.94,12.35
2020,Aragón,Galicia,183.04,219.72
2020,Aragón,"Madrid, Comunidad de",845.29,2637.35
2020,Aragón,"Murcia, Región de",296.47,556.01
2020,Aragón,"Navarra, Comunidad Foral de",261.18,2216.74
2020,Aragón,País Vasco,520.84,1785.54
2020,Aragón,"Rioja, La",97.04,622.42
2020,"Asturias, Principado de",Andalucía,200.51,221.38
2020,"Asturias, Principado de",Aragón,93.64,157.87
2020,"Asturias, Principado de","Asturias, Principado de",732.41,24958.85
2020,"Asturias, Principado de",Cantabria,177.09,813.08
2020,"Asturias, Principado de",Castilla - La Mancha,84.48,154.14
2020,"Asturias, Principado de",Castilla y León,436.64,1892.94
2020,"Asturias, Principado de",Cataluña,306.15,343.69
2020,"Asturias, Principado de",Comunitat Valenciana,216.49,244.51
2020,"Asturias, Principado de",Extremadura,6.62,10.5
2020,"Asturias, Principado de",Galicia,290.98,1406.83
2020,"Asturias, Principado de","Madrid, Comunidad de",265.3,545.92
2020,"Asturias, Principado de","Murcia, Región de",40.0,46.56
2020,"Asturias, Principado de","Navarra, Comunidad Foral de",41.27,92.86
2020,"Asturias, Principado de",País Vasco,207.98,631.48
2020,"Asturias, Principado de","Rioja, La",6.86,16.19
2020,Cantabria,Andalucía,142.25,165.07
2020,Cantabria,Aragón,145.21,351.31
2020,Cantabria,"Asturias, Principado de",157.16,856.62
2020,Cantabria,Cantabria,340.64,11294.49
2020,Cantabria,Castilla - La Mancha,95.48,199.03
2020,Cantabria,Castilla y León,404.37,1873.99
2020,Cantabria,Cataluña,267.25,366.99
2020,Cantabria,Comunitat Valenciana,167.47,228.53
2020,Cantabria,Extremadura,7.97,12.26
2020,Cantabria,Galicia,105.29,237.15
2020,Cantabria,"Madrid, Comunidad de",207.36,473.34
2020,Cantabria,"Murcia, Región de",17.89,20.92
2020,Cantabria,"Navarra, Comunidad Foral de",48.46,175.2
2020,Cantabria,País Vasco,264.93,2433.82
2020,Cantabria,"Rioja, La",18.99,79.53
2020,Castilla - La Mancha,Andalucía,2328.41,6147.48
2020,Castilla - La Mancha,Aragón,430.96,1287.92
2020,Castilla - La Mancha,"Asturias, Principado de",100.42,177.71
2020,Castilla - La Mancha,Cantabria,190.15,399.39
2020,Castilla - La Mancha,Castilla - La Mancha,2982.42,53769.72
2020,Castilla - La Mancha,Castilla y León,809.45,3069.6
2020,Castilla - La Mancha,Cataluña,1352.23,2229.71
2020,Castilla - La Mancha,Comunitat Valenciana,1735.03,6284.92
2020,Castilla - La Mancha,Extremadura,446.37,1629.34
2020,Castilla - La Mancha,Galicia,545.02,821.88
2020,Castilla - La Mancha,"Madrid, Comunidad de",1484.24,17816.72
2020,Castilla - La Mancha,"Murcia, Región de",697.48,2822.28
2020,Castilla - La Mancha,"Navarra, Comunidad Foral de",153.8,357.4
2020,Castilla - La Mancha,País Vasco,289.24,593.29
2020,Castilla - La Mancha,"Rioja, La",106.9,222.06
2020,Castilla y León,Andalucía,1053.44,1585.5
2020,Castilla y León,Aragón,512.43,1902.17
2020,Castilla y León,"Asturias, Principado de",442.35,2194.46
2020,Castilla y León,Cantabria,474.33,3593.4
2020,Castilla y León,Castilla - La Mancha,778.21,2728.4
2020,Castilla y León,Castilla y León,3833.82,72313.81
2020,Castilla y León,Cataluña,1515.42,2449.9
2020,Castilla y León,Comunitat Valenciana,1562.68,2771.06
2020,Castilla y León,Extremadura,438.3,1296.45
2020,Castilla y León,Galicia,1291.73,3779.15
2020,Castilla y León,"Madrid, Comunidad de",1196.83,5830.22
2020,Castilla y León,"Murcia, Región de",270.59,419.16
2020,Castilla y León,"Navarra, Comunidad Foral de",572.89,2496.09
2020,Castilla y León,País Vasco,994.45,5266.55
2020,Castilla y León,"Rioja, La",182.8,1038.43
2020,Cataluña,Andalucía,2526.91,2642.62
2020,Cataluña,Aragón,2099.1,9985.67
2020,Cataluña,"Asturias, Principado de",273.01,306.95
2020,Cataluña,Cantabria,298.41,429.52
2020,Cataluña,Castilla - La Mancha,1145.61,1961.97
2020,Cataluña,Castilla y León,1498.25,2396.95
2020,Cataluña,Cataluña,8112.74,172171.35
2020,Cataluña,Comunitat Valenciana,2251.15,7146.82
2020,Cataluña,Extremadura,293.04,316.51
2020,Cataluña,Galicia,995.43,913.8
2020,Cataluña,"Madrid, Comunidad de",2420.97,3992.56
2020,Cataluña,"Murcia, Región de",782.85,1337.67
2020,Cataluña,"Navarra, Comunidad Foral de",510.24,1226.29
2020,Cataluña,País Vasco,1167.79,2033.0
2020,Cataluña,"Rioja, La",129.81,319.69
2020,Comunitat Valenciana,Andalucía,2590.65,4606.19
2020,Comunitat Valenciana,Aragón,1102.81,3652.57
2020,Comunitat Valenciana,"Asturias, Principado de",166.48,191.91
2020,Comunitat Valenciana,Cantabria,214.45,297.73
2020,Comunitat Valenciana,Castilla - La Mancha,1734.46,7135.54
2020,Comunitat Valenciana,Castilla y León,1026.31,1793.36
2020,Comunitat Valenciana,Cataluña,2306.05,6722.24
2020,Comunitat Valenciana,Comunitat Valenciana,5487.78,137046.85
2020,Comunitat Valenciana,Extremadura,169.84,257.91
2020,Comunitat Valenciana,Galicia,619.33,627.74
2020,Comunitat Valenciana,"Madrid, Comunidad de",1868.87,4950.04
2020,Comunitat Valenciana,"Murcia, Región de",1199.1,8005.02
2020,Comunitat Valenciana,"Navarra, Comunidad Foral de",302.78,628.04
2020,Comunitat Valenciana,País Vasco,818.13,1324.63
2020,Comunitat Valenciana,"Rioja, La",79.82,161.57
2020,Extremadura,Andalucía,661.85,2668.29
2020,Extremadura,Aragón,37.07,49.13
2020,Extremadura,"Asturias, Principado de",17.96,28.99
2020,Extremadura,Cantabria,,
2020,Extremadura,Castilla - La Mancha,253.55,963.1
2020,Extremadura,Castilla y León,218.77,680.15
2020,Extremadura,Cataluña,279.87,291.84
2020,Extremadura,Comunitat Valenciana,208.52,340.85
2020,Extremadura,Extremadura,858.87,22081.65
2020,Extremadura,Galicia,97.26,135.83
2020,Extremadura,"Madrid, Comunidad de",381.06,1229.79
2020,Extremadura,"Murcia, Región de",114.59,191.6
2020,Extremadura,"Navarra, Comunidad Foral de",120.31,179.1
2020,Extremadura,País Vasco,117.47,170.0
2020,Extremadura,"Rioja, La",26.32,38.67
2020,Galicia,Andalucía,699.51,742.55
2020,Galicia,Aragón,285.19,364.39
2020,Galicia,"Asturias, Principado de",513.4,3294.36
2020,Galicia,Cantabria,101.27,218.79
2020,Galicia,Castilla - La Mancha,696.54,1087.83
2020,Galicia,Castilla y León,1102.8,3436.27
2020,Galicia,Cataluña,744.42,680.74
2020,Galicia,Comunitat Valenciana,628.94,656.96
2020,Galicia,Extremadura,92.15,140.57
2020,Galicia,Galicia,3812.27,78138.47
2020,Galicia,"Madrid, Comunidad de",1239.76,2118.51
2020,Galicia,"Murcia, Región de",198.14,202.5
2020,Galicia,"Navarra, Comunidad Foral de",51.48,72.7
2020,Galicia,País Vasco,621.77,1055.54
2020,Galicia,"Rioja, La",31.96,53.0
2020,"Madrid, Comunidad de",Andalucía,2068.95,4121.56
2020,"Madrid, Comunidad de",Aragón,797.15,2487.13
2020,"Madrid, Comunidad de","Asturias, Principado de",266.97,566.12
2020,"Madrid, Comunidad de",Cantabria,185.17,430.56
2020,"Madrid, Comunidad de",Castilla - La Mancha,934.59,10979.61
2020,"Madrid, Comunidad de",Castilla y León,864.22,3495.88
2020,"Madrid, Comunidad de",Cataluña,1905.7,3093.69
2020,"Madrid, Comunidad de",Comunitat Valenciana,1268.33,3393.39
2020,"Madrid, Comunidad de",Extremadura,388.83,1222.22
2020,"Madrid, Comunidad de",Galicia,1118.67,1831.28
2020,"Madrid, Comunidad de","Madrid, Comunidad de",1708.17,59800.85
2020,"Madrid, Comunidad de","Murcia, Región de",405.14,980.61
2020,"Madrid, Comunidad de","Navarra, Comunidad Foral de",181.51,470.13
2020,"Madrid, Comunidad de",País Vasco,639.33,1510.78
2020,"Madrid, Comunidad de","Rioja, La",78.04,228.86
2020,"Murcia, Región de",Andalucía,1268.88,4693.18
2020,"Murcia, Región de",Aragón,212.83,395.96
2020,"Murcia, Región de","Asturias, Principado de",10.75,12.52
2020,"Murcia, Región de",Cantabria,31.63,37.49
2020,"Murcia, Región de",Castilla - La Mancha,760.1,2693.53
2020,"Murcia, Región de",Castilla y León,181.3,290.21
2020,"Murcia, Región de",Cataluña,668.73,1100.08
2020,"Murcia, Región de",Comunitat Valenciana,1211.08,8864.9
2020,"Murcia, Región de",Extremadura,59.29,92.52
2020,"Murcia, Región de",Galicia,154.23,155.9
2020,"Murcia, Región de","Madrid, Comunidad de",426.76,1001.91
2020,"Murcia, Región de","Murcia, Región de",1287.3,45962.91
2020,"Murcia, Región de","Navarra, Comunidad Foral de",194.04,283.33
2020,"Murcia, Región de",País Vasco,89.74,113.69
2020,"Murcia, Región de","Rioja, La",52.93,76.26
2020,"Navarra, Comunidad Foral de",Andalucía,144.53,166.72
2020,"Navarra, Comunidad Foral de",Aragón,300.7,2667.57
2020,"Navarra, Comunidad Foral de","Asturias, Principado de",26.53,58.33
2020,"Navarra, Comunidad Foral de",Cantabria,69.16,266.7
2020,"Navarra, Comunidad Foral de",Castilla - La Mancha,127.52,300.41
2020,"Navarra, Comunidad Foral de",Castilla y León,429.28,1831.61
2020,"Navarra, Comunidad Foral de",Cataluña,623.23,1451.63
2020,"Navarra, Comunidad Foral de",Comunitat Valenciana,378.17,747.1
2020,"Navarra, Comunidad Foral de",Extremadura,88.65,135.48
2020,"Navarra, Comunidad Foral de",Galicia,147.89,206.34
2020,"Navarra, Comunidad Foral de","Madrid, Comunidad de",242.6,667.56
2020,"Navarra, Comunidad Foral de","Murcia, Región de",127.05,189.41
2020,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",510.79,16982.66
2020,"Navarra, Comunidad Foral de",País Vasco,332.42,2893.11
2020,"Navarra, Comunidad Foral de","Rioja, La",99.83,1972.33
2020,País Vasco,Andalucía,619.14,710.04
2020,País Vasco,Aragón,651.29,2198.32
2020,País Vasco,"Asturias, Principado de",154.85,554.64
2020,País Vasco,Cantabria,308.94,2526.47
2020,País Vasco,Castilla - La Mancha,308.63,610.74
2020,País Vasco,Castilla y León,1014.8,4589.93
2020,País Vasco,Cataluña,922.73,1591.46
2020,País Vasco,Comunitat Valenciana,954.65,1497.84
2020,País Vasco,Extremadura,84.54,135.52
2020,País Vasco,Galicia,481.2,806.31
2020,País Vasco,"Madrid, Comunidad de",645.03,1523.82
2020,País Vasco,"Murcia, Región de",192.59,245.57
2020,País Vasco,"Navarra, Comunidad Foral de",576.67,4736.8
2020,País Vasco,País Vasco,1421.11,42994.83
2020,País Vasco,"Rioja, La",160.18,1488.61
2020,"Rioja, La",Andalucía,123.44,152.0
2020,"Rioja, La",Aragón,73.22,404.6
2020,"Rioja, La","Asturias, Principado de",12.19,23.68
2020,"Rioja, La",Cantabria,37.58,164.77
2020,"Rioja, La",Castilla - La Mancha,104.67,269.2
2020,"Rioja, La",Castilla y León,138.69,985.05
2020,"Rioja, La",Cataluña,156.65,371.49
2020,"Rioja, La",Comunitat Valenciana,289.63,552.65
2020,"Rioja, La",Extremadura,31.86,46.35
2020,"Rioja, La",Galicia,56.34,88.51
2020,"Rioja, La","Madrid, Comunidad de",151.21,442.5
2020,"Rioja, La","Murcia, Región de",37.75,54.14
2020,"Rioja, La","Navarra, Comunidad Foral de",105.33,1394.06
2020,"Rioja, La",País Vasco,130.97,1133.72
2020,"Rioja, La","Rioja, La",102.95,4321.85
2021,Andalucía,Andalucía,12394.88,204473.18
2021,Andalucía,Aragón,571.31,739.56
2021,Andalucía,"Asturias, Principado de",214.47,241.24
2021,Andalucía,Cantabria,141.39,161.03
2021,Andalucía,Castilla - La Mancha,1284.54,3279.3
2021,Andalucía,Castilla y León,1206.07,1793.05
2021,Andalucía,Cataluña,2920.58,3251.74
2021,Andalucía,Comunitat Valenciana,3397.92,6325.78
2021,Andalucía,Extremadura,1341.97,5498.78
2021,Andalucía,Galicia,433.11,461.7
2021,Andalucía,"Madrid, Comunidad de",2175.84,4355.44
2021,Andalucía,"Murcia, Región de",1125.82,4095.75
2021,Andalucía,"Navarra, Comunidad Foral de",406.9,473.48
2021,Andalucía,País Vasco,617.16,680.67
2021,Andalucía,"Rioja, La",77.86,102.23
2021,Aragón,Andalucía,795.54,1022.7
2021,Aragón,Aragón,2139.1,48727.31
2021,Aragón,"Asturias, Principado de",157.17,251.04
2021,Aragón,Cantabria,164.85,409.77
2021,Aragón,Castilla - La Mancha,506.72,1533.15
2021,Aragón,Castilla y León,674.25,1971.33
2021,Aragón,Cataluña,2043.94,9358.32
2021,Aragón,Comunitat Valenciana,1664.12,6261.65
2021,Aragón,Extremadura,104.6,145.26
2021,Aragón,Galicia,285.55,358.99
2021,Aragón,"Madrid, Comunidad de",857.07,2696.11
2021,Aragón,"Murcia, Región de",291.19,534.01
2021,Aragón,"Navarra, Comunidad Foral de",399.84,2741.09
2021,Aragón,País Vasco,611.47,2157.61
2021,Aragón,"Rioja, La",163.46,940.74
2021,"Asturias, Principado de",Andalucía,370.35,422.7
2021,"Asturias, Principado de",Aragón,235.77,380.03
2021,"Asturias, Principado de","Asturias, Principado de",793.39,32542.85
2021,"Asturias, Principado de",Cantabria,210.56,1037.42
2021,"Asturias, Principado de",Castilla - La Mancha,183.78,299.12
2021,"Asturias, Principado de",Castilla y León,437.47,2217.57
2021,"Asturias, Principado de",Cataluña,290.44,324.53
2021,"Asturias, Principado de",Comunitat Valenciana,295.81,340.6
2021,"Asturias, Principado de",Extremadura,68.55,112.67
2021,"Asturias, Principado de",Galicia,322.59,1553.05
2021,"Asturias, Principado de","Madrid, Comunidad de",294.45,610.41
2021,"Asturias, Principado de","Murcia, Región de",87.24,99.6
2021,"Asturias, Principado de","Navarra, Comunidad Foral de",85.67,181.8
2021,"Asturias, Principado de",País Vasco,384.91,1124.98
2021,"Asturias, Principado de","Rioja, La",69.71,156.86
2021,Cantabria,Andalucía,151.4,161.89
2021,Cantabria,Aragón,199.64,491.96
2021,Cantabria,"Asturias, Principado de",132.68,665.48
2021,Cantabria,Cantabria,363.45,14060.42
2021,Cantabria,Castilla - La Mancha,116.4,232.19
2021,Cantabria,Castilla y León,450.36,1975.13
2021,Cantabria,Cataluña,288.82,420.84
2021,Cantabria,Comunitat Valenciana,330.3,435.99
2021,Cantabria,Extremadura,11.64,17.94
2021,Cantabria,Galicia,148.21,317.66
2021,Cantabria,"Madrid, Comunidad de",282.96,617.72
2021,Cantabria,"Murcia, Región de",45.73,56.4
2021,Cantabria,"Navarra, Comunidad Foral de",102.16,401.98
2021,Cantabria,País Vasco,300.02,3605.68
2021,Cantabria,"Rioja, La",23.84,108.92
2021,Castilla - La Mancha,Andalucía,2187.05,5235.54
2021,Castilla - La Mancha,Aragón,598.47,1704.15
2021,Castilla - La Mancha,"Asturias, Principado de",233.6,405.01
2021,Castilla - La Mancha,Cantabria,194.85,404.97
2021,Castilla - La Mancha,Castilla - La Mancha,2889.69,55441.84
2021,Castilla - La Mancha,Castilla y León,709.08,2509.06
2021,Castilla - La Mancha,Cataluña,1382.8,2374.09
2021,Castilla - La Mancha,Comunitat Valenciana,2491.57,9370.31
2021,Castilla - La Mancha,Extremadura,415.16,1336.51
2021,Castilla - La Mancha,Galicia,450.19,671.97
2021,Castilla - La Mancha,"Madrid, Comunidad de",1711.96,20239.65
2021,Castilla - La Mancha,"Murcia, Región de",912.57,3737.85
2021,Castilla - La Mancha,"Navarra, Comunidad Foral de",174.63,397.24
2021,Castilla - La Mancha,País Vasco,430.2,830.28
2021,Castilla - La Mancha,"Rioja, La",106.9,242.15
2021,Castilla y León,Andalucía,1279.81,1953.83
2021,Castilla y León,Aragón,614.39,1962.73
2021,Castilla y León,"Asturias, Principado de",560.7,3070.22
2021,Castilla y León,Cantabria,508.03,3376.54
