año,comunidad_origen,comunidad_destino,valor
2019,Extremadura,"Rioja, La",30.05
2019,Galicia,Andalucía,725.56
2019,Galicia,Aragón,359.86
2019,Galicia,"Asturias, Principado de",386.51
2019,Galicia,Cantabria,135.64
2019,Galicia,Castilla - La Mancha,532.28
2019,Galicia,Castilla y León,1168.26
2019,Galicia,Cataluña,727.18
2019,Galicia,Comunitat Valenciana,998.01
2019,Galicia,Extremadura,83.05
2019,Galicia,Galicia,4055.79
2019,Galicia,"Madrid, Comunidad de",1059.27
2019,Galicia,"Murcia, Región de",147.4
2019,Galicia,"Navarra, Comunidad Foral de",88.71
2019,Galicia,País Vasco,957.01
2019,Galicia,"Rioja, La",9.1
2019,"Madrid, Comunidad de",Andalucía,2039.56
2019,"Madrid, Comunidad de",Aragón,684.57
2019,"Madrid, Comunidad de","Asturias, Principado de",290.33
2019,"Madrid, Comunidad de",Cantabria,125.1
2019,"Madrid, Comunidad de",Castilla - La Mancha,1023.59
2019,"Madrid, Comunidad de",Castilla y León,843.31
2019,"Madrid, Comunidad de",Cataluña,1629.64
2019,"Madrid, Comunidad de",Comunitat Valenciana,1362.87
2019,"Madrid, Comunidad de",Extremadura,219.1
2019,"Madrid, Comunidad de",Galicia,933.44
2019,"Madrid, Comunidad de","Madrid, Comunidad de",1891.71
2019,"Madrid, Comunidad de","Murcia, Región de",460.56
2019,"Madrid, Comunidad de","Navarra, Comunidad Foral de",158.39
2019,"Madrid, Comunidad de",País Vasco,597.83
2019,"Madrid, Comunidad de","Rioja, La",54.47
2019,"Murcia, Región de",Andalucía,1326.95
2019,"Murcia, Región de",Aragón,217.45
2019,"Murcia, Región de","Asturias, Principado de",53.84
2019,"Murcia, Región de",Cantabria,86.03
2019,"Murcia, Región de",Castilla - La Mancha,958.91
2019,"Murcia, Región de",Castilla y León,227.92
2019,"Murcia, Región de",Cataluña,758.69
2019,"Murcia, Región de",Comunitat Valenciana,1355.06
2019,"Murcia, Región de",Extremadura,70.52
2019,"Murcia, Región de",Galicia,237.99
2019,"Murcia, Región de","Madrid, Comunidad de",535.74
2019,"Murcia, Región de","Murcia, Región de",1123.34
2019,"Murcia, Región de","Navarra, Comunidad Foral de",114.17
2019,"Murcia, Región de",País Vasco,123.86
2019,"Murcia, Región de","Rioja, La",62.77
2019,"Navarra, Comunidad Foral de",Andalucía,342.31
2019,"Navarra, Comunidad Foral de",Aragón,386.0
2019,"Navarra, Comunidad Foral de","Asturias, Principado de",68.3
2019,"Navarra, Comunidad Foral de",Cantabria,60.95
2019,"Navarra, Comunidad Foral de",Castilla - La Mancha,177.12
2019,"Navarra, Comunidad Foral de",Castilla y León,312.61
2019,"Navarra, Comunidad Foral de",Cataluña,699.12
2019,"Navarra, Comunidad Foral de",Comunitat Valenciana,332.19
2019,"Navarra, Comunidad Foral de",Extremadura,48.56
2019,"Navarra, Comunidad Foral de",Galicia,220.22
2019,"Navarra, Comunidad Foral de","Madrid, Comunidad de",294.0
2019,"Navarra, Comunidad Foral de","Murcia, Región de",73.5
2019,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",518.92
2019,"Navarra, Comunidad Foral de",País Vasco,440.14
2019,"Navarra, Comunidad Foral de","Rioja, La",92.29
2019,País Vasco,Andalucía,598.41
2019,País Vasco,Aragón,570.85
2019,País Vasco,"Asturias, Principado de",259.39
2019,País Vasco,Cantabria,354.33
2019,País Vasco,Castilla - La Mancha,332.09
2019,País Vasco,Castilla y León,1167.66
2019,País Vasco,Cataluña,975.11
2019,País Vasco,Comunitat Valenciana,802.83
2019,País Vasco,Extremadura,36.76
2019,País Vasco,Galicia,724.94
2019,País Vasco,"Madrid, Comunidad de",529.04
2019,País Vasco,"Murcia, Región de",211.13
2019,País Vasco,"Navarra, Comunidad Foral de",641.63
2019,País Vasco,País Vasco,1748.66
2019,País Vasco,"Rioja, La",143.6
2019,"Rioja, La",Andalucía,96.36
2019,"Rioja, La",Aragón,130.04
2019,"Rioja, La","Asturias, Principado de",19.68
2019,"Rioja, La",Cantabria,27.62
2019,"Rioja, La",Castilla - La Mancha,126.28
2019,"Rioja, La",Castilla y León,90.35
2019,"Rioja, La",Cataluña,197.56
2019,"Rioja, La",Comunitat Valenciana,168.88
2019,"Rioja, La",Extremadura,28.35
2019,"Rioja, La",Galicia,22.89
2019,"Rioja, La","Madrid, Comunidad de",146.32
2019,"Rioja, La","Murcia, Región de",50.94
2019,"Rioja, La","Navarra, Comunidad Foral de",95.53
2019,"Rioja, La",País Vasco,126.05
2019,"Rioja, La","Rioja, La",137.35
2020,Andalucía,Andalucía,11843.35
2020,Andalucía,Aragón,648.01
2020,Andalucía,"Asturias, Principado de",139.14
2020,Andalucía,Cantabria,99.68
2020,Andalucía,Castilla - La Mancha,1604.95
2020,Andalucía,Castilla y León,955.01
2020,Andalucía,Cataluña,2608.89
2020,Andalucía,Comunitat Valenciana,3149.79
2020,Andalucía,Extremadura,1007.03
2020,Andalucía,Galicia,614.89
2020,Andalucía,"Madrid, Comunidad de",1938.74
2020,Andalucía,"Murcia, Región de",1204.51
2020,Andalucía,"Navarra, Comunidad Foral de",371.6
2020,Andalucía,País Vasco,582.67
2020,Andalucía,"Rioja, La",71.41
2020,Aragón,Andalucía,659.2
2020,Aragón,Aragón,1745.1
2020,Aragón,"Asturias, Principado de",25.91
2020,Aragón,Cantabria,108.67
2020,Aragón,Castilla - La Mancha,393.06
2020,Aragón,Castilla y León,517.85
2020,Aragón,Cataluña,1863.92
2020,Aragón,Comunitat Valenciana,1432.21
2020,Aragón,Extremadura,7.94
2020,Aragón,Galicia,183.04
2020,Aragón,"Madrid, Comunidad de",845.29
2020,Aragón,"Murcia, Región de",296.47
2020,Aragón,"Navarra, Comunidad Foral de",261.18
2020,Aragón,País Vasco,520.84
2020,Aragón,"Rioja, La",97.04
2020,"Asturias, Principado de",Andalucía,200.51
2020,"Asturias, Principado de",Aragón,93.64
2020,"Asturias, Principado de","Asturias, Principado de",732.41
2020,"Asturias, Principado de",Cantabria,177.09
2020,"Asturias, Principado de",Castilla - La Mancha,84.48
2020,"Asturias, Principado de",Castilla y León,436.64
2020,"Asturias, Principado de",Cataluña,306.15
2020,"Asturias, Principado de",Comunitat Valenciana,216.49
2020,"Asturias, Principado de",Extremadura,6.62
2020,"Asturias, Principado de",Galicia,290.98
2020,"Asturias, Principado de","Madrid, Comunidad de",265.3
2020,"Asturias, Principado de","Murcia, Región de",40.0
2020,"Asturias, Principado de","Navarra, Comunidad Foral de",41.27
2020,"Asturias, Principado de",País Vasco,207.98
2020,"Asturias, Principado de","Rioja, La",6.86
2020,Cantabria,Andalucía,142.25
2020,Cantabria,Aragón,145.21
2020,Cantabria,"Asturias, Principado de",157.16
2020,Cantabria,Cantabria,340.64
2020,Cantabria,Castilla - La Mancha,95.48
2020,Cantabria,Castilla y León,404.37
2020,Cantabria,Cataluña,267.25
2020,Cantabria,Comunitat Valenciana,167.47
2020,Cantabria,Extremadura,7.97
2020,Cantabria,Galicia,105.29
2020,Cantabria,"Madrid, Comunidad de",207.36
2020,Cantabria,"Murcia, Región de",17.89
2020,Cantabria,"Navarra, Comunidad Foral de",48.46
2020,Cantabria,País Vasco,264.93
2020,Cantabria,"Rioja, La",18.99
2020,Castilla - La Mancha,Andalucía,2328.41
2020,Castilla - La Mancha,Aragón,430.96
2020,Castilla - La Mancha,"Asturias, Principado de",100.42
2020,Castilla - La Mancha,Cantabria,190.15
2020,Castilla - La Mancha,Castilla - La Mancha,2982.42
2020,Castilla - La Mancha,Castilla y León,809.45
2020,Castilla - La Mancha,Cataluña,1352.23
2020,Castilla - La Mancha,Comunitat Valenciana,1735.03
2020,Castilla - La Mancha,Extremadura,446.37
2020,Castilla - La Mancha,Galicia,545.02
2020,Castilla - La Mancha,"Madrid, Comunidad de",1484.24
2020,Castilla - La Mancha,"Murcia, Región de",697.48
2020,Castilla - La Mancha,"Navarra, Comunidad Foral de",153.8
2020,Castilla - La Mancha,País Vasco,289.24
2020,Castilla - La Mancha,"Rioja, La",106.9
2020,Castilla y León,Andalucía,1053.44
2020,Castilla y León,Aragón,512.43
2020,Castilla y León,"Asturias, Principado de",442.35
2020,Castilla y León,Cantabria,474.33
2020,Castilla y León,Castilla - La Mancha,778.21
2020,Castilla y León,Castilla y León,3833.82
2020,Castilla y León,Cataluña,1515.42
2020,Castilla y León,Comunitat Valenciana,1562.68
2020,Castilla y León,Extremadura,438.3
2020,Castilla y León,Galicia,1291.73
2020,Castilla y León,"Madrid, Comunidad de",1196.83
2020,Castilla y León,"Murcia, Región de",270.59
2020,Castilla y León,"Navarra, Comunidad Foral de",572.89
2020,Castilla y León,País Vasco,994.45
2020,Castilla y León,"Rioja, La",182.8
2020,Cataluña,Andalucía,2526.91
2020,Cataluña,Aragón,2099.1
2020,Cataluña,"Asturias, Principado de",273.01
2020,Cataluña,Cantabria,298.41
2020,Cataluña,Castilla - La Mancha,1145.61
2020,Cataluña,Castilla y León,1498.25
2020,Cataluña,Cataluña,8112.74
2020,Cataluña,Comunitat Valenciana,2251.15
2020,Cataluña,Extremadura,293.04
2020,Cataluña,Galicia,995.43
2020,Cataluña,"Madrid, Comunidad de",2420.97
2020,Cataluña,"Murcia, Región de",782.85
2020,Cataluña,"Navarra, Comunidad Foral de",510.24
2020,Cataluña,País Vasco,1167.79
2020,Cataluña,"Rioja, La",129.81
2020,Comunitat Valenciana,Andalucía,2590.65
2020,Comunitat Valenciana,Aragón,1102.81
2020,Comunitat Valenciana,"Asturias, Principado de",166.48
2020,Comunitat Valenciana,Cantabria,214.45
2020,Comunitat Valenciana,Castilla - La Mancha,1734.46
2020,Comunitat Valenciana,Castilla y León,1026.31
2020,Comunitat Valenciana,Cataluña,2306.05
2020,Comunitat Valenciana,Comunitat Valenciana,5487.78
2020,Comunitat Valenciana,Extremadura,169.84
2020,Comunitat Valenciana,Galicia,619.33
2020,Comunitat Valenciana,"Madrid, Comunidad de",1868.87
2020,Comunitat Valenciana,"Murcia, Región de",1199.1
2020,Comunitat Valenciana,"Navarra, Comunidad Foral de",302.78
2020,Comunitat Valenciana,País Vasco,818.13
2020,Comunitat Valenciana,"Rioja, La",79.82
2020,Extremadura,Andalucía,661.85
2020,Extremadura,Aragón,37.07
2020,Extremadura,"Asturias, Principado de",17.96
2020,Extremadura,Cantabria,
2020,Extremadura,Castilla - La Mancha,253.55
2020,Extremadura,Castilla y León,218.77
2020,Extremadura,Cataluña,279.87
2020,Extremadura,Comunitat Valenciana,208.52
2020,Extremadura,Extremadura,858.87
2020,Extremadura,Galicia,97.26
2020,Extremadura,"Madrid, Comunidad de",381.06
2020,Extremadura,"Murcia, Región de",114.59
2020,Extremadura,"Navarra, Comunidad Foral de",120.31
2020,Extremadura,País Vasco,117.47
2020,Extremadura,"Rioja, La",26.32
2020,Galicia,Andalucía,699.51
2020,Galicia,Aragón,285.19
2020,Galicia,"Asturias, Principado de",513.4
2020,Galicia,Cantabria,101.27
2020,Galicia,Castilla - La Mancha,696.54
2020,Galicia,Castilla y León,1102.8
2020,Galicia,Cataluña,744.42
2020,Galicia,Comunitat Valenciana,628.94
2020,Galicia,Extremadura,92.15
2020,Galicia,Galicia,3812.27
2020,Galicia,"Madrid, Comunidad de",1239.76
2020,Galicia,"Murcia, Región de",198.14
2020,Galicia,"Navarra, Comunidad Foral de",51.48
2020,Galicia,País Vasco,621.77
2020,Galicia,"Rioja, La",31.96
2020,"Madrid, Comunidad de",Andalucía,2068.95
2020,"Madrid, Comunidad de",Aragón,797.15
2020,"Madrid, Comunidad de","Asturias, Principado de",266.97
2020,"Madrid, Comunidad de",Cantabria,185.17
2020,"Madrid, Comunidad de",Castilla - La Mancha,934.59
2020,"Madrid, Comunidad de",Castilla y León,864.22
2020,"Madrid, Comunidad de",Cataluña,1905.7
2020,"Madrid, Comunidad de",Comunitat Valenciana,1268.33
2020,"Madrid, Comunidad de",Extremadura,388.83
2020,"Madrid, Comunidad de",Galicia,1118.67
2020,"Madrid, Comunidad de","Madrid, Comunidad de",1708.17
2020,"Madrid, Comunidad de","Murcia, Región de",405.14
2020,"Madrid, Comunidad de","Navarra, Comunidad Foral de",181.51
2020,"Madrid, Comunidad de",País Vasco,639.33
2020,"Madrid, Comunidad de","Rioja, La",78.04
2020,"Murcia, Región de",Andalucía,1268.88
2020,"Murcia, Región de",Aragón,212.83
2020,"Murcia, Región de","Asturias, Principado de",10.75
2020,"Murcia, Región de",Cantabria,31.63
2020,"Murcia, Región de",Castilla - La Mancha,760.1
2020,"Murcia, Región de",Castilla y León,181.3
2020,"Murcia, Región de",Cataluña,668.73
2020,"Murcia, Región de",Comunitat Valenciana,1211.08
2020,"Murcia, Región de",Extremadura,59.29
2020,"Murcia, Región de",Galicia,154.23
2020,"Murcia, Región de","Madrid, Comunidad de",426.76
2020,"Murcia, Región de","Murcia, Región de",1287.3
2020,"Murcia, Región de","Navarra, Comunidad Foral de",194.04
2020,"Murcia, Región de",País Vasco,89.74
2020,"Murcia, Región de","Rioja, La",52.93
2020,"Navarra, Comunidad Foral de",Andalucía,144.53
2020,"Navarra, Comunidad Foral de",Aragón,300.7
2020,"Navarra, Comunidad Foral de","Asturias, Principado de",26.53
2020,"Navarra, Comunidad Foral de",Cantabria,69.16
2020,"Navarra, Comunidad Foral de",Castilla - La Mancha,127.52
2020,"Navarra, Comunidad Foral de",Castilla y León,429.28
2020,"Navarra, Comunidad Foral de",Cataluña,623.23
2020,"Navarra, Comunidad Foral de",Comunitat Valenciana,378.17
2020,"Navarra, Comunidad Foral de",Extremadura,88.65
2020,"Navarra, Comunidad Foral de",Galicia,147.89
2020,"Navarra, Comunidad Foral de","Madrid, Comunidad de",242.6
2020,"Navarra, Comunidad Foral de","Murcia, Región de",127.05
2020,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",510.79
2020,"Navarra, Comunidad Foral de",País Vasco,332.42
2020,"Navarra, Comunidad Foral de","Rioja, La",99.83
2020,País Vasco,Andalucía,619.14
2020,País Vasco,Aragón,651.29
2020,País Vasco,"Asturias, Principado de",154.85
2020,País Vasco,Cantabria,308.94
2020,País Vasco,Castilla - La Mancha,308.63
2020,País Vasco,Castilla y León,1014.8
2020,País Vasco,Cataluña,922.73
2020,País Vasco,Comunitat Valenciana,954.65
2020,País Vasco,Extremadura,84.54
2020,País Vasco,Galicia,481.2
2020,País Vasco,"Madrid, Comunidad de",645.03
2020,País Vasco,"Murcia, Región de",192.59
2020,País Vasco,"Navarra, Comunidad Foral de",576.67
2020,País Vasco,País Vasco,1421.11
2020,País Vasco,"Rioja, La",160.18
2020,"Rioja, La",Andalucía,123.44
2020,"Rioja, La",Aragón,73.22
2020,"Rioja, La","Asturias, Principado de",12.19
2020,"Rioja, La",Cantabria,37.58
2020,"Rioja, La",Castilla - La Mancha,104.67
2020,"Rioja, La",Castilla y León,138.69
2020,"Rioja, La",Cataluña,156.65
2020,"Rioja, La",Comunitat Valenciana,289.63
2020,"Rioja, La",Extremadura,31.86
2020,"Rioja, La",Galicia,56.34
2020,"Rioja, La","Madrid, Comunidad de",151.21
2020,"Rioja, La","Murcia, Región de",37.75
2020,"Rioja, La","Navarra, Comunidad Foral de",105.33
2020,"Rioja, La",País Vasco,130.97
2020,"Rioja, La","Rioja, La",102.95
2021,Andalucía,Andalucía,12394.88
2021,Andalucía,Aragón,571.31
2021,Andalucía,"Asturias, Principado de",214.47
2021,Andalucía,Cantabria,141.39
2021,Andalucía,Castilla - La Mancha,1284.54
2021,Andalucía,Castilla y León,1206.07
2021,Andalucía,Cataluña,2920.58
2021,Andalucía,Comunitat Valenciana,3397.92
2021,Andalucía,Extremadura,1341.97
2021,Andalucía,Galicia,433.11
2021,Andalucía,"Madrid, Comunidad de",2175.84
2021,Andalucía,"Murcia, Región de",1125.82
2021,Andalucía,"Navarra, Comunidad Foral de",406.9
2021,Andalucía,País Vasco,617.16
2021,Andalucía,"Rioja, La",77.86
2021,Aragón,Andalucía,795.54
2021,Aragón,Aragón,2139.1
2021,Aragón,"Asturias, Principado de",157.17
2021,Aragón,Cantabria,164.85
2021,Aragón,Castilla - La Mancha,506.72
2021,Aragón,Castilla y León,674.25
2021,Aragón,Cataluña,2043.94
2021,Aragón,Comunitat Valenciana,1664.12
2021,Aragón,Extremadura,104.6
2021,Aragón,Galicia,285.55
2021,Aragón,"Madrid, Comunidad de",857.07
2021,Aragón,"Murcia, Región de",291.19
2021,Aragón,"Navarra, Comunidad Foral de",399.84
2021,Aragón,País Vasco,611.47
2021,Aragón,"Rioja, La",163.46
2021,"Asturias, Principado de",Andalucía,370.35
2021,"Asturias, Principado de",Aragón,235.77
2021,"Asturias, Principado de","Asturias, Principado de",793.39
2021,"Asturias, Principado de",Cantabria,210.56
2021,"Asturias, Principado de",Castilla - La Mancha,183.78
2021,"Asturias, Principado de",Castilla y León,437.47
2021,"Asturias, Principado de",Cataluña,290.44
2021,"Asturias, Principado de",Comunitat Valenciana,295.81
2021,"Asturias, Principado de",Extremadura,68.55
2021,"Asturias, Principado de",Galicia,322.59
2021,"Asturias, Principado de","Madrid, Comunidad de",294.45
2021,"Asturias, Principado de","Murcia, Región de",87.24
2021,"Asturias, Principado de","Navarra, Comunidad Foral de",85.67
2021,"Asturias, Principado de",País Vasco,384.91
2021,"Asturias, Principado de","Rioja, La",69.71
2021,Cantabria,Andalucía,151.4
2021,Cantabria,Aragón,199.64
2021,Cantabria,"Asturias, Principado de",132.68
2021,Cantabria,Cantabria,363.45
2021,Cantabria,Castilla - La Mancha,116.4
2021,Cantabria,Castilla y León,450.36
2021,Cantabria,Cataluña,288.82
2021,Cantabria,Comunitat Valenciana,330.3
2021,Cantabria,Extremadura,11.64
2021,Cantabria,Galicia,148.21
2021,Cantabria,"Madrid, Comunidad de",282.96
2021,Cantabria,"Murcia, Región de",45.73
2021,Cantabria,"Navarra, Comunidad Foral de",102.16
2021,Cantabria,País Vasco,300.02
2021,Cantabria,"Rioja, La",23.84
2021,Castilla - La Mancha,Andalucía,2187.05
2021,Castilla - La Mancha,Aragón,598.47
2021,Castilla - La Mancha,"Asturias, Principado de",233.6
2021,Castilla - La Mancha,Cantabria,194.85
2021,Castilla - La Mancha,Castilla - La Mancha,2889.69
2021,Castilla - La Mancha,Castilla y León,709.08
2021,Castilla - La Mancha,Cataluña,1382.8
2021,Castilla - La Mancha,Comunitat Valenciana,2491.57
2021,Castilla - La Mancha,Extremadura,415.16
2021,Castilla - La Mancha,Galicia,450.19
2021,Castilla - La Mancha,"Madrid, Comunidad de",1711.96
2021,Castilla - La Mancha,"Murcia, Región de",912.57
2021,Castilla - La Mancha,"Navarra, Comunidad Foral de",174.63
2021,Castilla - La Mancha,País Vasco,430.2
2021,Castilla - La Mancha,"Rioja, La",106.9
2021,Castilla y León,Andalucía,1279.81
2021,Castilla y León,Aragón,614.39
2021,Castilla y León,"Asturias, Principado de",560.7
2021,Castilla y León,Cantabria,508.03
2021,Castilla y León,Castilla - La Mancha,922.68
2021,Castilla y León,Castilla y León,4372.53
2021,Castilla y León,Cataluña,1898.58
2021,Castilla y León,Comunitat Valenciana,1377.43
2021,Castilla y León,Extremadura,508.15
2021,Castilla y León,Galicia,1700.85
2021,Castilla y León,"Madrid, Comunidad de",998.52
2021,Castilla y León,"Murcia, Región de",395.73
2021,Castilla y León,"Navarra, Comunidad Foral de",546.53
2021,Castilla y León,País Vasco,1336.8
2021,Castilla y León,"Rioja, La",161.76
2021,Cataluña,Andalucía,2599.16
2021,Cataluña,Aragón,2267.79
2021,Cataluña,"Asturias, Principado de",330.66
2021,Cataluña,Cantabria,284.58
2021,Cataluña,Castilla - La Mancha,1291.67
2021,Cataluña,Castilla y León,1461.65
2021,Cataluña,Cataluña,8916.81
2021,Cataluña,Comunitat Valenciana,3111.22
2021,Cataluña,Extremadura,261.86
2021,Cataluña,Galicia,983.4
2021,Cataluña,"Madrid, Comunidad de",2741.95
2021,Cataluña,"Murcia, Región de",865.6
2021,Cataluña,"Navarra, Comunidad Foral de",341.83
2021,Cataluña,País Vasco,1298.31
2021,Cataluña,"Rioja, La",112.86
2021,Comunitat Valenciana,Andalucía,2955.46
2021,Comunitat Valenciana,Aragón,1093.39
2021,Comunitat Valenciana,"Asturias, Principado de",165.42
2021,Comunitat Valenciana,Cantabria,256.35
2021,Comunitat Valenciana,Castilla - La Mancha,2218.17
2021,Comunitat Valenciana,Castilla y León,1145.51
2021,Comunitat Valenciana,Cataluña,3124.51
2021,Comunitat Valenciana,Comunitat Valenciana,6416.13
2021,Comunitat Valenciana,Extremadura,229.02
2021,Comunitat Valenciana,Galicia,698.62
2021,Comunitat Valenciana,"Madrid, Comunidad de",2248.99
2021,Comunitat Valenciana,"Murcia, Región de",1224.33
2021,Comunitat Valenciana,"Navarra, Comunidad Foral de",327.8
2021,Comunitat Valenciana,País Vasco,839.53
2021,Comunitat Valenciana,"Rioja, La",154.15
2021,Extremadura,Andalucía,833.89
2021,Extremadura,Aragón,79.69
2021,Extremadura,"Asturias, Principado de",26.91
2021,Extremadura,Cantabria,53.93
2021,Extremadura,Castilla - La Mancha,359.45
2021,Extremadura,Castilla y León,251.06
2021,Extremadura,Cataluña,260.36
2021,Extremadura,Comunitat Valenciana,301.74
2021,Extremadura,Extremadura,961.74
2021,Extremadura,Galicia,66.41
2021,Extremadura,"Madrid, Comunidad de",297.23
2021,Extremadura,"Murcia, Región de",72.86
2021,Extremadura,"Navarra, Comunidad Foral de",31.0
2021,Extremadura,País Vasco,237.92
2021,Extremadura,"Rioja, La",40.33
2021,Galicia,Andalucía,686.66
2021,Galicia,Aragón,497.98
2021,Galicia,"Asturias, Principado de",651.06
2021,Galicia,Cantabria,168.09
2021,Galicia,Castilla - La Mancha,676.98
2021,Galicia,Castilla y León,1216.25
2021,Galicia,Cataluña,1112.61
2021,Galicia,Comunitat Valenciana,740.88
2021,Galicia,Extremadura,47.41
2021,Galicia,Galicia,3797.71
2021,Galicia,"Madrid, Comunidad de",930.5
2021,Galicia,"Murcia, Región de",269.94
2021,Galicia,"Navarra, Comunidad Foral de",108.52
2021,Galicia,País Vasco,831.13
2021,Galicia,"Rioja, La",98.53
2021,"Madrid, Comunidad de",Andalucía,2373.06
2021,"Madrid, Comunidad de",Aragón,621.12
2021,"Madrid, Comunidad de","Asturias, Principado de",323.46
2021,"Madrid, Comunidad de",Cantabria,249.07
2021,"Madrid, Comunidad de",Castilla - La Mancha,1108.99
2021,"Madrid, Comunidad de",Castilla y León,804.4
2021,"Madrid, Comunidad de",Cataluña,2136.38
2021,"Madrid, Comunidad de",Comunitat Valenciana,1539.98
2021,"Madrid, Comunidad de",Extremadura,347.88
2021,"Madrid, Comunidad de",Galicia,888.44
2021,"Madrid, Comunidad de","Madrid, Comunidad de",1763.96
2021,"Madrid, Comunidad de","Murcia, Región de",433.16
2021,"Madrid, Comunidad de","Navarra, Comunidad Foral de",166.52
2021,"Madrid, Comunidad de",País Vasco,625.18
2021,"Madrid, Comunidad de","Rioja, La",80.18
2021,"Murcia, Región de",Andalucía,1410.1
2021,"Murcia, Región de",Aragón,150.11
2021,"Murcia, Región de","Asturias, Principado de",3.13
2021,"Murcia, Región de",Cantabria,66.44
2021,"Murcia, Región de",Castilla - La Mancha,864.32
2021,"Murcia, Región de",Castilla y León,277.45
2021,"Murcia, Región de",Cataluña,841.77
2021,"Murcia, Región de",Comunitat Valenciana,1535.89
2021,"Murcia, Región de",Extremadura,154.42
2021,"Murcia, Región de",Galicia,256.64
2021,"Murcia, Región de","Madrid, Comunidad de",563.62
2021,"Murcia, Región de","Murcia, Región de",1311.65
2021,"Murcia, Región de","Navarra, Comunidad Foral de",106.93
2021,"Murcia, Región de",País Vasco,221.66
2021,"Murcia, Región de","Rioja, La",80.68
2021,"Navarra, Comunidad Foral de",Andalucía,311.9
2021,"Navarra, Comunidad Foral de",Aragón,470.43
2021,"Navarra, Comunidad Foral de","Asturias, Principado de",38.8
2021,"Navarra, Comunidad Foral de",Cantabria,81.38
2021,"Navarra, Comunidad Foral de",Castilla - La Mancha,260.45
2021,"Navarra, Comunidad Foral de",Castilla y León,339.03
2021,"Navarra, Comunidad Foral de",Cataluña,476.97
2021,"Navarra, Comunidad Foral de",Comunitat Valenciana,349.87
2021,"Navarra, Comunidad Foral de",Extremadura,91.38
2021,"Navarra, Comunidad Foral de",Galicia,229.58
2021,"Navarra, Comunidad Foral de","Madrid, Comunidad de",342.21
2021,"Navarra, Comunidad Foral de","Murcia, Región de",69.95
2021,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",431.54
2021,"Navarra, Comunidad Foral de",País Vasco,328.61
2021,"Navarra, Comunidad Foral de","Rioja, La",119.25
2021,País Vasco,Andalucía,592.01
2021,País Vasco,Aragón,682.69
2021,País Vasco,"Asturias, Principado de",272.22
2021,País Vasco,Cantabria,349.03
2021,País Vasco,Castilla - La Mancha,263.98
2021,País Vasco,Castilla y León,1223.64
2021,País Vasco,Cataluña,1084.09
2021,País Vasco,Comunitat Valenciana,1005.12
2021,País Vasco,Extremadura,95.76
2021,País Vasco,Galicia,655.34
2021,País Vasco,"Madrid, Comunidad de",670.2
2021,País Vasco,"Murcia, Región de",189.45
2021,País Vasco,"Navarra, Comunidad Foral de",334.78
2021,País Vasco,País Vasco,1656.35
2021,País Vasco,"Rioja, La",172.71
2021,"Rioja, La",Andalucía,168.69
2021,"Rioja, La",Aragón,188.04
2021,"Rioja, La","Asturias, Principado de",56.5
2021,"Rioja, La",Cantabria,46.5
2021,"Rioja, La",Castilla - La Mancha,152.83
2021,"Rioja, La",Castilla y León,112.79
2021,"Rioja, La",Cataluña,174.97
2021,"Rioja, La",Comunitat Valenciana,224.58
2021,"Rioja, La",Extremadura,1.2
2021,"Rioja, La",Galicia,121.02
2021,"Rioja, La","Madrid, Comunidad de",89.27
2021,"Rioja, La","Murcia, Región de",55.98
2021,"Rioja, La","Navarra, Comunidad Foral de",82.58
2021,"Rioja, La",País Vasco,162.78
2021,"Rioja, La","Rioja, La",120.26
2022,Andalucía,Andalucía,11632.49
2022,Andalucía,Aragón,609.87
2022,Andalucía,"Asturias, Principado de",276.59
2022,Andalucía,Cantabria,91.6
2022,Andalucía,Castilla - La Mancha,1457.48
2022,Andalucía,Castilla y León,1169.51
2022,Andalucía,Cataluña,2818.17
2022,Andalucía,Comunitat Valenciana,3689.57
2022,Andalucía,Extremadura,1191.9
2022,Andalucía,Galicia,352.23
2022,Andalucía,"Madrid, Comunidad de",2407.62
2022,Andalucía,"Murcia, Región de",1204.17
2022,Andalucía,"Navarra, Comunidad Foral de",354.99
2022,Andalucía,País Vasco,614.78
2022,Andalucía,"Rioja, La",103.7
2022,Aragón,Andalucía,720.89
2022,Aragón,Aragón,1974.57
2022,Aragón,"Asturias, Principado de",100.81
2022,Aragón,Cantabria,77.32
2022,Aragón,Castilla - La Mancha,467.89
2022,Aragón,Castilla y León,455.37
2022,Aragón,Cataluña,2265.31
2022,Aragón,Comunitat Valenciana,1583.76
2022,Aragón,Extremadura,67.68
2022,Aragón,Galicia,304.65
2022,Aragón,"Madrid, Comunidad de",776.85
2022,Aragón,"Murcia, Región de",268.99
2022,Aragón,"Navarra, Comunidad Foral de",288.41
2022,Aragón,País Vasco,419.97
2022,Aragón,"Rioja, La",126.83
2022,"Asturias, Principado de",Andalucía,251.44
2022,"Asturias, Principado de",Aragón,191.35
2022,"Asturias, Principado de","Asturias, Principado de",708.69
2022,"Asturias, Principado de",Cantabria,179.22
2022,"Asturias, Principado de",Castilla - La Mancha,136.27
2022,"Asturias, Principado de",Castilla y León,398.27
2022,"Asturias, Principado de",Cataluña,177.81
2022,"Asturias, Principado de",Comunitat Valenciana,322.68
2022,"Asturias, Principado de",Extremadura,97.3
