Año,CCAA,Provincia,Tipo,Funcion,Superficie_m2
2020,Cataluña,Tarragona,Almacenes transporte,Almacén paquetería,30279.0
2020,Cataluña,Tarragona,Almacenes transporte,Almacén transportista,320580.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. distribución base alimentaria,110567.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,7945.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,9200.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. distribución material construcción,27000.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. distribución non food,186371.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. distribución / varios,62742.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,3000.0
2020,Cataluña,Tarragona,Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Cataluña,Tarragona,Plataforma logística industria,Plat. log. industria alimentación y bebidas,90160.0
2020,Cataluña,Tarragona,Plataforma logística industria,Plat. log. industria electro / tecnológica,80000.0
2020,Cataluña,Tarragona,Plataforma logística industria,Plat. log. industria sanitaria,23000.0
2020,Cataluña,Tarragona,Plataforma logística industria,Plat. log. industria material construcción,6500.0
2020,Cataluña,Tarragona,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Cataluña,Tarragona,Plataforma logística industria,Plat. log. industria / varios,279082.0
2020,Cataluña,Tarragona,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,6650.0
2020,Cataluña,Tarragona,Plataforma mixta,Plataforma mixta,24551.0
2020,Cataluña,Tarragona,Instalaciones especializadas,Frigorífico de servicios,0.0
2020,Cataluña,Tarragona,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Cataluña,Tarragona,Instalaciones especializadas,Plat. log. mercancías peligrosas,8000.0
2020,Cataluña,Tarragona,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Cataluña,Tarragona,Instalaciones especializadas,Plat. log. textil,80000.0
2020,Ceuta,Ceuta,Almacenes transporte,Almacén aduanas / fiscal,0.0
2020,Ceuta,Ceuta,Almacenes transporte,Almacén paquetería,3800.0
2020,Ceuta,Ceuta,Almacenes transporte,Almacén transportista,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. distribución base alimentaria,9551.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2020,Ceuta,Ceuta,Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Ceuta,Ceuta,Plataforma logística industria,Plat. log. industria alimentación y bebidas,0.0
2020,Ceuta,Ceuta,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Ceuta,Ceuta,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Ceuta,Ceuta,Plataforma logística industria,Plat. log. industria material construcción,0.0
2020,Ceuta,Ceuta,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Ceuta,Ceuta,Plataforma logística industria,Plat. log. industria / varios,0.0
2020,Ceuta,Ceuta,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,2500.0
2020,Ceuta,Ceuta,Plataforma mixta,Plataforma mixta,0.0
2020,Ceuta,Ceuta,Instalaciones especializadas,Frigorífico de servicios,0.0
2020,Ceuta,Ceuta,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Ceuta,Ceuta,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Ceuta,Ceuta,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Ceuta,Ceuta,Instalaciones especializadas,Plat. log. textil,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Almacenes transporte,Almacén aduanas / fiscal,1500.0
2020,Comunitat Valenciana,Alicante/Alacant,Almacenes transporte,Almacén paquetería,117463.0
2020,Comunitat Valenciana,Alicante/Alacant,Almacenes transporte,Almacén transportista,129581.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. distribución base alimentaria,210684.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,680.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,29200.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. distribución / varios,15000.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,8000.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística distribución,Plat. log. e-commerce,16400.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística industria,Plat. log. industria alimentación y bebidas,20250.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística industria,Plat. log. industria material construcción,292528.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística industria,Plat. log. industria / varios,116380.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,10870.0
2020,Comunitat Valenciana,Alicante/Alacant,Plataforma mixta,Plataforma mixta,2500.0
2020,Comunitat Valenciana,Alicante/Alacant,Instalaciones especializadas,Frigorífico de servicios,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Comunitat Valenciana,Alicante/Alacant,Instalaciones especializadas,Plat. log. textil,10000.0
2020,Comunitat Valenciana,Castellón/Castelló,Almacenes transporte,Almacén aduanas / fiscal,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Almacenes transporte,Almacén paquetería,13118.0
2020,Comunitat Valenciana,Castellón/Castelló,Almacenes transporte,Almacén transportista,80250.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. distribución base alimentaria,12000.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,4500.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,800.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,10000.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística industria,Plat. log. industria alimentación y bebidas,25700.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística industria,Plat. log. industria material construcción,158101.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística industria,Plat. log. industria / varios,77827.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,300.0
2020,Comunitat Valenciana,Castellón/Castelló,Plataforma mixta,Plataforma mixta,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Instalaciones especializadas,Frigorífico de servicios,12000.0
2020,Comunitat Valenciana,Castellón/Castelló,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Comunitat Valenciana,Castellón/Castelló,Instalaciones especializadas,Plat. log. textil,0.0
2020,Comunitat Valenciana,Valencia/Valéncia,Almacenes transporte,Almacén aduanas / fiscal,900.0
2020,Comunitat Valenciana,Valencia/Valéncia,Almacenes transporte,Almacén paquetería,143709.0
2020,Comunitat Valenciana,Valencia/Valéncia,Almacenes transporte,Almacén transportista,396700.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. distribución base alimentaria,334967.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,11150.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,59125.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. distribución material construcción,24358.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. distribución non food,6000.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. distribución / varios,95186.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,36674.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística distribución,Plat. log. e-commerce,28200.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística industria,Plat. log. industria alimentación y bebidas,43360.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística industria,Plat. log. industria electro / tecnológica,48000.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística industria,Plat. log. industria sanitaria,12050.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística industria,Plat. log. industria material construcción,84200.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística industria,Plat. log. industria / varios,662690.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,184571.0
2020,Comunitat Valenciana,Valencia/Valéncia,Plataforma mixta,Plataforma mixta,7800.0
2020,Comunitat Valenciana,Valencia/Valéncia,Instalaciones especializadas,Frigorífico de servicios,24000.0
2020,Comunitat Valenciana,Valencia/Valéncia,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Comunitat Valenciana,Valencia/Valéncia,Instalaciones especializadas,Plat. log. mercancías peligrosas,2000.0
2020,Comunitat Valenciana,Valencia/Valéncia,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Comunitat Valenciana,Valencia/Valéncia,Instalaciones especializadas,Plat. log. textil,14992.0
2020,Extremadura,Badajoz,Almacenes transporte,Almacén aduanas / fiscal,0.0
2020,Extremadura,Badajoz,Almacenes transporte,Almacén paquetería,31743.0
2020,Extremadura,Badajoz,Almacenes transporte,Almacén transportista,6700.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. distribución base alimentaria,56292.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,3400.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,16800.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. distribución material construcción,4000.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2020,Extremadura,Badajoz,Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Extremadura,Badajoz,Plataforma logística industria,Plat. log. industria alimentación y bebidas,3900.0
2020,Extremadura,Badajoz,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Extremadura,Badajoz,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Extremadura,Badajoz,Plataforma logística industria,Plat. log. industria material construcción,79147.0
2020,Extremadura,Badajoz,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Extremadura,Badajoz,Plataforma logística industria,Plat. log. industria / varios,5400.0
2020,Extremadura,Badajoz,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,21525.0
2020,Extremadura,Badajoz,Plataforma mixta,Plataforma mixta,0.0
2020,Extremadura,Badajoz,Instalaciones especializadas,Frigorífico de servicios,10000.0
2020,Extremadura,Badajoz,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Extremadura,Badajoz,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Extremadura,Badajoz,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Extremadura,Badajoz,Instalaciones especializadas,Plat. log. textil,0.0
2020,Extremadura,Cáceres,Almacenes transporte,Almacén aduanas / fiscal,0.0
2020,Extremadura,Cáceres,Almacenes transporte,Almacén paquetería,10196.0
2020,Extremadura,Cáceres,Almacenes transporte,Almacén transportista,0.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. distribución base alimentaria,10000.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,0.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,5000.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. distribución non food,1200.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2020,Extremadura,Cáceres,Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Extremadura,Cáceres,Plataforma logística industria,Plat. log. industria alimentación y bebidas,0.0
2020,Extremadura,Cáceres,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Extremadura,Cáceres,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Extremadura,Cáceres,Plataforma logística industria,Plat. log. industria material construcción,0.0
2020,Extremadura,Cáceres,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Extremadura,Cáceres,Plataforma logística industria,Plat. log. industria / varios,0.0
2020,Extremadura,Cáceres,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,0.0
2020,Extremadura,Cáceres,Plataforma mixta,Plataforma mixta,0.0
2020,Extremadura,Cáceres,Instalaciones especializadas,Frigorífico de servicios,0.0
2020,Extremadura,Cáceres,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Extremadura,Cáceres,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Extremadura,Cáceres,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Extremadura,Cáceres,Instalaciones especializadas,Plat. log. textil,0.0
2020,Galicia,"Coruña, A",Almacenes transporte,Almacén aduanas / fiscal,36800.0
2020,Galicia,"Coruña, A",Almacenes transporte,Almacén paquetería,56159.0
2020,Galicia,"Coruña, A",Almacenes transporte,Almacén transportista,115367.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. distribución base alimentaria,169901.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. distribución droguería-perfumería,7050.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. distribución electro / tecnológica,29776.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. distribución material construcción,10000.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. distribución / varios,18500.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,19075.0
2020,Galicia,"Coruña, A",Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Galicia,"Coruña, A",Plataforma logística industria,Plat. log. industria alimentación y bebidas,5000.0
2020,Galicia,"Coruña, A",Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Galicia,"Coruña, A",Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Galicia,"Coruña, A",Plataforma logística industria,Plat. log. industria material construcción,1000.0
2020,Galicia,"Coruña, A",Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Galicia,"Coruña, A",Plataforma logística industria,Plat. log. industria / varios,35730.0
2020,Galicia,"Coruña, A",Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,14013.0
2020,Galicia,"Coruña, A",Plataforma mixta,Plataforma mixta,15653.0
2020,Galicia,"Coruña, A",Instalaciones especializadas,Frigorífico de servicios,25400.0
2020,Galicia,"Coruña, A",Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Galicia,"Coruña, A",Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Galicia,"Coruña, A",Instalaciones especializadas,Plataforma automóvil,0.0
2020,Galicia,"Coruña, A",Instalaciones especializadas,Plat. log. textil,52000.0
2020,Galicia,Lugo,Almacenes transporte,Almacén aduanas / fiscal,0.0
2020,Galicia,Lugo,Almacenes transporte,Almacén paquetería,11700.0
2020,Galicia,Lugo,Almacenes transporte,Almacén transportista,19430.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. distribución base alimentaria,9581.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,11300.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,600.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,200.0
2020,Galicia,Lugo,Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Galicia,Lugo,Plataforma logística industria,Plat. log. industria alimentación y bebidas,35800.0
2020,Galicia,Lugo,Plataforma logística industria,Plat. log. industria electro / tecnológica,2400.0
2020,Galicia,Lugo,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Galicia,Lugo,Plataforma logística industria,Plat. log. industria material construcción,1800.0
2020,Galicia,Lugo,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Galicia,Lugo,Plataforma logística industria,Plat. log. industria / varios,7000.0
2020,Galicia,Lugo,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,10600.0
2020,Galicia,Lugo,Plataforma mixta,Plataforma mixta,0.0
2020,Galicia,Lugo,Instalaciones especializadas,Frigorífico de servicios,0.0
2020,Galicia,Lugo,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Galicia,Lugo,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Galicia,Lugo,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Galicia,Lugo,Instalaciones especializadas,Plat. log. textil,0.0
2020,Galicia,Ourense,Almacenes transporte,Almacén aduanas / fiscal,0.0
2020,Galicia,Ourense,Almacenes transporte,Almacén paquetería,13715.0
2020,Galicia,Ourense,Almacenes transporte,Almacén transportista,24500.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. distribución base alimentaria,9520.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,2500.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,700.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,1000.0
2020,Galicia,Ourense,Plataforma logística distribución,Plat. log. e-commerce,0.0
2020,Galicia,Ourense,Plataforma logística industria,Plat. log. industria alimentación y bebidas,0.0
2020,Galicia,Ourense,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Galicia,Ourense,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Galicia,Ourense,Plataforma logística industria,Plat. log. industria material construcción,6000.0
2020,Galicia,Ourense,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Galicia,Ourense,Plataforma logística industria,Plat. log. industria / varios,4930.0
2020,Galicia,Ourense,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,0.0
2020,Galicia,Ourense,Plataforma mixta,Plataforma mixta,4600.0
2020,Galicia,Ourense,Instalaciones especializadas,Frigorífico de servicios,0.0
2020,Galicia,Ourense,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Galicia,Ourense,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Galicia,Ourense,Instalaciones especializadas,Plataforma automóvil,0.0
2020,Galicia,Ourense,Instalaciones especializadas,Plat. log. textil,0.0
2020,Galicia,Pontevedra,Almacenes transporte,Almacén aduanas / fiscal,57810.0
2020,Galicia,Pontevedra,Almacenes transporte,Almacén paquetería,55175.0
2020,Galicia,Pontevedra,Almacenes transporte,Almacén transportista,118909.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución base alimentaria,53034.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,6100.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,14300.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución non food,0.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución / varios,1200.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,2800.0
2020,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. e-commerce,4000.0
2020,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria alimentación y bebidas,9000.0
2020,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2020,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2020,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria material construcción,3300.0
2020,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2020,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria / varios,65182.0
2020,Galicia,Pontevedra,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,39903.0
2020,Galicia,Pontevedra,Plataforma mixta,Plataforma mixta,13351.0
2020,Galicia,Pontevedra,Instalaciones especializadas,Frigorífico de servicios,148200.0
2020,Galicia,Pontevedra,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,Galicia,Pontevedra,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2020,Galicia,Pontevedra,Instalaciones especializadas,Plataforma automóvil,28296.0
2020,Galicia,Pontevedra,Instalaciones especializadas,Plat. log. textil,0.0
2020,"Madrid, Comunidad de",Madrid,Almacenes transporte,Almacén aduanas / fiscal,1000.0
2020,"Madrid, Comunidad de",Madrid,Almacenes transporte,Almacén paquetería,589067.0
2020,"Madrid, Comunidad de",Madrid,Almacenes transporte,Almacén transportista,315538.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución base alimentaria,739565.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,40180.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,132634.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución sanitaria,17900.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución material construcción,21500.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución non food,133082.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución / varios,609126.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,137628.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. e-commerce,303067.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria alimentación y bebidas,77998.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria electro / tecnológica,40800.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria sanitaria,64138.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria material construcción,31200.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria non food gran consumo,43700.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria / varios,1009193.0
2020,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,227249.0
2020,"Madrid, Comunidad de",Madrid,Plataforma mixta,Plataforma mixta,14850.0
2020,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Frigorífico de servicios,16986.0
2020,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Almacén farmacéutico,0.0
2020,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Plat. log. mercancías peligrosas,25000.0
2020,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Plataforma automóvil,800.0
2020,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Plat. log. textil,99420.0
2020,Melilla,Melilla,Almacenes transporte,Almacén aduanas / fiscal,500.0
2020,Melilla,Melilla,Almacenes transporte,Almacén paquetería,300.0
