Año,CCAA,Provincia,Tipo,Funcion,Superficie_m2
2018,Galicia,Ourense,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2018,Galicia,Ourense,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,Galicia,Ourense,Plataforma logística industria,Plat. log. industria alimentación y bebidas,0.0
2018,Galicia,Ourense,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,Galicia,Ourense,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2018,Galicia,Ourense,Plataforma logística industria,Plat. log. industria material construcción,6000.0
2018,Galicia,Ourense,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,Galicia,Ourense,Plataforma logística industria,Plat. log. industria / varios,4930.0
2018,Galicia,Ourense,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,0.0
2018,Galicia,Ourense,Plataforma mixta,Plataforma mixta,4600.0
2018,Galicia,Ourense,Instalaciones especializadas,Frigorífico de servicios,0.0
2018,Galicia,Ourense,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,Galicia,Ourense,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,Galicia,Ourense,Instalaciones especializadas,Plataforma automóvil,0.0
2018,Galicia,Ourense,Instalaciones especializadas,Plat. log. textil,0.0
2018,Galicia,Pontevedra,Almacenes transporte,Almacén aduanas / fiscal,57810.0
2018,Galicia,Pontevedra,Almacenes transporte,Almacén paquetería,61075.0
2018,Galicia,Pontevedra,Almacenes transporte,Almacén transportista,116409.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución base alimentaria,53034.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,6100.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,15800.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución non food,0.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,2000.0
2018,Galicia,Pontevedra,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria alimentación y bebidas,9000.0
2018,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2018,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria material construcción,3300.0
2018,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,Galicia,Pontevedra,Plataforma logística industria,Plat. log. industria / varios,60482.0
2018,Galicia,Pontevedra,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,26891.0
2018,Galicia,Pontevedra,Plataforma mixta,Plataforma mixta,13351.0
2018,Galicia,Pontevedra,Instalaciones especializadas,Frigorífico de servicios,153732.0
2018,Galicia,Pontevedra,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,Galicia,Pontevedra,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,Galicia,Pontevedra,Instalaciones especializadas,Plataforma automóvil,24747.0
2018,Galicia,Pontevedra,Instalaciones especializadas,Plat. log. textil,0.0
2018,"Madrid, Comunidad de",Madrid,Almacenes transporte,Almacén aduanas / fiscal,9500.0
2018,"Madrid, Comunidad de",Madrid,Almacenes transporte,Almacén paquetería,582373.0
2018,"Madrid, Comunidad de",Madrid,Almacenes transporte,Almacén transportista,306898.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución base alimentaria,698201.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,40180.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,100932.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución sanitaria,27900.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución material construcción,21500.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución non food,82082.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. distribución / varios,654349.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,120613.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria alimentación y bebidas,93517.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria electro / tecnológica,43870.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria sanitaria,64138.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria material construcción,31200.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria non food gran consumo,43700.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. industria / varios,1027152.0
2018,"Madrid, Comunidad de",Madrid,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,219234.0
2018,"Madrid, Comunidad de",Madrid,Plataforma mixta,Plataforma mixta,14850.0
2018,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Frigorífico de servicios,16986.0
2018,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Plat. log. mercancías peligrosas,19000.0
2018,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Plataforma automóvil,0.0
2018,"Madrid, Comunidad de",Madrid,Instalaciones especializadas,Plat. log. textil,88420.0
2018,Melilla,Melilla,Almacenes transporte,Almacén aduanas / fiscal,0.0
2018,Melilla,Melilla,Almacenes transporte,Almacén paquetería,300.0
2018,Melilla,Melilla,Almacenes transporte,Almacén transportista,1520.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. distribución base alimentaria,0.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,450.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,0.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. distribución non food,0.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. distribución / varios,0.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2018,Melilla,Melilla,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,Melilla,Melilla,Plataforma logística industria,Plat. log. industria alimentación y bebidas,0.0
2018,Melilla,Melilla,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,Melilla,Melilla,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2018,Melilla,Melilla,Plataforma logística industria,Plat. log. industria material construcción,0.0
2018,Melilla,Melilla,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,Melilla,Melilla,Plataforma logística industria,Plat. log. industria / varios,0.0
2018,Melilla,Melilla,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,1000.0
2018,Melilla,Melilla,Plataforma mixta,Plataforma mixta,0.0
2018,Melilla,Melilla,Instalaciones especializadas,Frigorífico de servicios,0.0
2018,Melilla,Melilla,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,Melilla,Melilla,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,Melilla,Melilla,Instalaciones especializadas,Plataforma automóvil,0.0
2018,Melilla,Melilla,Instalaciones especializadas,Plat. log. textil,0.0
2018,"Murcia, Región de",Murcia,Almacenes transporte,Almacén aduanas / fiscal,0.0
2018,"Murcia, Región de",Murcia,Almacenes transporte,Almacén paquetería,54117.0
2018,"Murcia, Región de",Murcia,Almacenes transporte,Almacén transportista,230970.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. distribución base alimentaria,192400.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,11250.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,18900.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. distribución sanitaria,5000.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. distribución material construcción,1400.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. distribución non food,2500.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. distribución / varios,51470.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,54000.0
2018,"Murcia, Región de",Murcia,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,"Murcia, Región de",Murcia,Plataforma logística industria,Plat. log. industria alimentación y bebidas,28400.0
2018,"Murcia, Región de",Murcia,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,"Murcia, Región de",Murcia,Plataforma logística industria,Plat. log. industria sanitaria,8000.0
2018,"Murcia, Región de",Murcia,Plataforma logística industria,Plat. log. industria material construcción,8000.0
2018,"Murcia, Región de",Murcia,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,"Murcia, Región de",Murcia,Plataforma logística industria,Plat. log. industria / varios,116800.0
2018,"Murcia, Región de",Murcia,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,62500.0
2018,"Murcia, Región de",Murcia,Plataforma mixta,Plataforma mixta,7400.0
2018,"Murcia, Región de",Murcia,Instalaciones especializadas,Frigorífico de servicios,1500.0
2018,"Murcia, Región de",Murcia,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,"Murcia, Región de",Murcia,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,"Murcia, Región de",Murcia,Instalaciones especializadas,Plataforma automóvil,0.0
2018,"Murcia, Región de",Murcia,Instalaciones especializadas,Plat. log. textil,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Almacenes transporte,Almacén aduanas / fiscal,1000.0
2018,"Navarra, Comunidad Foral de",Navarra,Almacenes transporte,Almacén paquetería,40181.0
2018,"Navarra, Comunidad Foral de",Navarra,Almacenes transporte,Almacén transportista,48450.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. distribución base alimentaria,16259.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,1000.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,10000.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. distribución material construcción,21000.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. distribución non food,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. distribución / varios,14900.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,10000.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística industria,Plat. log. industria alimentación y bebidas,30600.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística industria,Plat. log. industria material construcción,60000.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística industria,Plat. log. industria / varios,198023.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,12515.0
2018,"Navarra, Comunidad Foral de",Navarra,Plataforma mixta,Plataforma mixta,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Instalaciones especializadas,Frigorífico de servicios,44000.0
2018,"Navarra, Comunidad Foral de",Navarra,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Instalaciones especializadas,Plataforma automóvil,0.0
2018,"Navarra, Comunidad Foral de",Navarra,Instalaciones especializadas,Plat. log. textil,0.0
2018,País Vasco,Álava,Almacenes transporte,Almacén aduanas / fiscal,0.0
2018,País Vasco,Álava,Almacenes transporte,Almacén paquetería,46777.0
2018,País Vasco,Álava,Almacenes transporte,Almacén transportista,59440.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. distribución base alimentaria,88983.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,2000.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,750.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. distribución non food,0.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. distribución / varios,13800.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,5400.0
2018,País Vasco,Álava,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,País Vasco,Álava,Plataforma logística industria,Plat. log. industria alimentación y bebidas,4000.0
2018,País Vasco,Álava,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,País Vasco,Álava,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2018,País Vasco,Álava,Plataforma logística industria,Plat. log. industria material construcción,0.0
2018,País Vasco,Álava,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,País Vasco,Álava,Plataforma logística industria,Plat. log. industria / varios,220541.0
2018,País Vasco,Álava,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,3800.0
2018,País Vasco,Álava,Plataforma mixta,Plataforma mixta,0.0
2018,País Vasco,Álava,Instalaciones especializadas,Frigorífico de servicios,4700.0
2018,País Vasco,Álava,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,País Vasco,Álava,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,País Vasco,Álava,Instalaciones especializadas,Plataforma automóvil,0.0
2018,País Vasco,Álava,Instalaciones especializadas,Plat. log. textil,46989.0
2018,País Vasco,Guipúzcoa,Almacenes transporte,Almacén aduanas / fiscal,2000.0
2018,País Vasco,Guipúzcoa,Almacenes transporte,Almacén paquetería,26493.0
2018,País Vasco,Guipúzcoa,Almacenes transporte,Almacén transportista,38949.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. distribución base alimentaria,52511.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,1850.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. distribución non food,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. distribución / varios,12000.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,4000.0
2018,País Vasco,Guipúzcoa,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística industria,Plat. log. industria alimentación y bebidas,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística industria,Plat. log. industria material construcción,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,País Vasco,Guipúzcoa,Plataforma logística industria,Plat. log. industria / varios,150952.0
2018,País Vasco,Guipúzcoa,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,3467.0
2018,País Vasco,Guipúzcoa,Plataforma mixta,Plataforma mixta,9445.0
2018,País Vasco,Guipúzcoa,Instalaciones especializadas,Frigorífico de servicios,0.0
2018,País Vasco,Guipúzcoa,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,País Vasco,Guipúzcoa,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,País Vasco,Guipúzcoa,Instalaciones especializadas,Plataforma automóvil,0.0
2018,País Vasco,Guipúzcoa,Instalaciones especializadas,Plat. log. textil,0.0
2018,País Vasco,Vizcaya,Almacenes transporte,Almacén aduanas / fiscal,0.0
2018,País Vasco,Vizcaya,Almacenes transporte,Almacén paquetería,63243.0
2018,País Vasco,Vizcaya,Almacenes transporte,Almacén transportista,36100.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. distribución base alimentaria,61000.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,6100.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,17050.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. distribución non food,0.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. distribución / varios,39350.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,17200.0
2018,País Vasco,Vizcaya,Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,País Vasco,Vizcaya,Plataforma logística industria,Plat. log. industria alimentación y bebidas,14030.0
2018,País Vasco,Vizcaya,Plataforma logística industria,Plat. log. industria electro / tecnológica,19500.0
2018,País Vasco,Vizcaya,Plataforma logística industria,Plat. log. industria sanitaria,4000.0
2018,País Vasco,Vizcaya,Plataforma logística industria,Plat. log. industria material construcción,20500.0
2018,País Vasco,Vizcaya,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,País Vasco,Vizcaya,Plataforma logística industria,Plat. log. industria / varios,171328.0
2018,País Vasco,Vizcaya,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,7870.0
2018,País Vasco,Vizcaya,Plataforma mixta,Plataforma mixta,10768.0
2018,País Vasco,Vizcaya,Instalaciones especializadas,Frigorífico de servicios,8500.0
2018,País Vasco,Vizcaya,Instalaciones especializadas,Almacén farmacéutico,0.0
2018,País Vasco,Vizcaya,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,País Vasco,Vizcaya,Instalaciones especializadas,Plataforma automóvil,0.0
2018,País Vasco,Vizcaya,Instalaciones especializadas,Plat. log. textil,6000.0
2018,"Rioja, La","Rioja, La",Almacenes transporte,Almacén aduanas / fiscal,0.0
2018,"Rioja, La","Rioja, La",Almacenes transporte,Almacén paquetería,41790.0
2018,"Rioja, La","Rioja, La",Almacenes transporte,Almacén transportista,83425.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. distribución base alimentaria,6000.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. distribución droguería-perfumería,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. distribución electro / tecnológica,7940.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. distribución non food,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. distribución / varios,87200.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística distribución,Plat. log. e-commerce,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística industria,Plat. log. industria alimentación y bebidas,34850.0
2018,"Rioja, La","Rioja, La",Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística industria,Plat. log. industria sanitaria,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística industria,Plat. log. industria material construcción,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2018,"Rioja, La","Rioja, La",Plataforma logística industria,Plat. log. industria / varios,142504.0
2018,"Rioja, La","Rioja, La",Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,3700.0
2018,"Rioja, La","Rioja, La",Plataforma mixta,Plataforma mixta,0.0
2018,"Rioja, La","Rioja, La",Instalaciones especializadas,Frigorífico de servicios,10500.0
2018,"Rioja, La","Rioja, La",Instalaciones especializadas,Almacén farmacéutico,0.0
2018,"Rioja, La","Rioja, La",Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2018,"Rioja, La","Rioja, La",Instalaciones especializadas,Plataforma automóvil,0.0
2018,"Rioja, La","Rioja, La",Instalaciones especializadas,Plat. log. textil,0.0
2019,Andalucía,Almería,Almacenes transporte,Almacén aduanas / fiscal,0.0
2019,Andalucía,Almería,Almacenes transporte,Almacén paquetería,14785.0
2019,Andalucía,Almería,Almacenes transporte,Almacén transportista,20350.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. distribución base alimentaria,34679.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,1200.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,7200.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. distribución non food,0.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. distribución / varios,6000.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2019,Andalucía,Almería,Plataforma logística distribución,Plat. log. e-commerce,0.0
2019,Andalucía,Almería,Plataforma logística industria,Plat. log. industria alimentación y bebidas,29500.0
2019,Andalucía,Almería,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2019,Andalucía,Almería,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2019,Andalucía,Almería,Plataforma logística industria,Plat. log. industria material construcción,0.0
2019,Andalucía,Almería,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2019,Andalucía,Almería,Plataforma logística industria,Plat. log. industria / varios,11300.0
2019,Andalucía,Almería,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,35600.0
2019,Andalucía,Almería,Plataforma mixta,Plataforma mixta,0.0
2019,Andalucía,Almería,Instalaciones especializadas,Frigorífico de servicios,0.0
2019,Andalucía,Almería,Instalaciones especializadas,Almacén farmacéutico,0.0
2019,Andalucía,Almería,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2019,Andalucía,Almería,Instalaciones especializadas,Plataforma automóvil,0.0
2019,Andalucía,Almería,Instalaciones especializadas,Plat. log. textil,0.0
2019,Andalucía,Cádiz,Almacenes transporte,Almacén aduanas / fiscal,7200.0
2019,Andalucía,Cádiz,Almacenes transporte,Almacén paquetería,42201.0
2019,Andalucía,Cádiz,Almacenes transporte,Almacén transportista,66383.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. distribución base alimentaria,106395.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,0.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,13400.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. distribución material construcción,0.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. distribución non food,0.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. distribución / varios,27720.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,600.0
2019,Andalucía,Cádiz,Plataforma logística distribución,Plat. log. e-commerce,0.0
2019,Andalucía,Cádiz,Plataforma logística industria,Plat. log. industria alimentación y bebidas,3210.0
2019,Andalucía,Cádiz,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2019,Andalucía,Cádiz,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2019,Andalucía,Cádiz,Plataforma logística industria,Plat. log. industria material construcción,0.0
2019,Andalucía,Cádiz,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2019,Andalucía,Cádiz,Plataforma logística industria,Plat. log. industria / varios,39580.0
2019,Andalucía,Cádiz,Plataforma logística industria,Plat. log. temp. controlada ind. alimentaria,7000.0
2019,Andalucía,Cádiz,Plataforma mixta,Plataforma mixta,5007.0
2019,Andalucía,Cádiz,Instalaciones especializadas,Frigorífico de servicios,16000.0
2019,Andalucía,Cádiz,Instalaciones especializadas,Almacén farmacéutico,0.0
2019,Andalucía,Cádiz,Instalaciones especializadas,Plat. log. mercancías peligrosas,0.0
2019,Andalucía,Cádiz,Instalaciones especializadas,Plataforma automóvil,0.0
2019,Andalucía,Cádiz,Instalaciones especializadas,Plat. log. textil,0.0
2019,Andalucía,Córdoba,Almacenes transporte,Almacén aduanas / fiscal,0.0
2019,Andalucía,Córdoba,Almacenes transporte,Almacén paquetería,33890.0
2019,Andalucía,Córdoba,Almacenes transporte,Almacén transportista,12600.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. distribución base alimentaria,147278.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. distribución droguería-perfumería,0.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. distribución electro / tecnológica,8550.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. distribución sanitaria,0.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. distribución material construcción,2000.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. distribución non food,0.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. distribución / varios,4000.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. temp. controlada dis. alimentaria,0.0
2019,Andalucía,Córdoba,Plataforma logística distribución,Plat. log. e-commerce,0.0
2019,Andalucía,Córdoba,Plataforma logística industria,Plat. log. industria alimentación y bebidas,12700.0
2019,Andalucía,Córdoba,Plataforma logística industria,Plat. log. industria electro / tecnológica,0.0
2019,Andalucía,Córdoba,Plataforma logística industria,Plat. log. industria sanitaria,0.0
2019,Andalucía,Córdoba,Plataforma logística industria,Plat. log. industria material construcción,32465.0
2019,Andalucía,Córdoba,Plataforma logística industria,Plat. log. industria non food gran consumo,0.0
2019,Andalucía,Córdoba,Plataforma logística industria,Plat. log. industria / varios,26180.0
