año,comunidad_origen,comunidad_destino,valor
2022,Aragón,Castilla y León,1385.42
2022,Aragón,Cataluña,9454.09
2022,Aragón,Comunitat Valenciana,6429.71
2022,Aragón,Extremadura,81.17
2022,Aragón,Galicia,373.25
2022,Aragón,"Madrid, Comunidad de",2324.46
2022,Aragón,"Murcia, Región de",483.53
2022,Aragón,"Navarra, Comunidad Foral de",2196.8
2022,Aragón,País Vasco,1432.28
2022,Aragón,"Rioja, La",684.82
2022,"Asturias, Principado de",Andalucía,286.45
2022,"Asturias, Principado de",Aragón,323.85
2022,"Asturias, Principado de","Asturias, Principado de",22341.72
2022,"Asturias, Principado de",Cantabria,849.87
2022,"Asturias, Principado de",Castilla - La Mancha,247.02
2022,"Asturias, Principado de",Castilla y León,1633.01
2022,"Asturias, Principado de",Cataluña,207.74
2022,"Asturias, Principado de",Comunitat Valenciana,380.4
2022,"Asturias, Principado de",Extremadura,144.92
2022,"Asturias, Principado de",Galicia,2389.95
2022,"Asturias, Principado de","Madrid, Comunidad de",602.57
2022,"Asturias, Principado de","Murcia, Región de",176.6
2022,"Asturias, Principado de","Navarra, Comunidad Foral de",249.19
2022,"Asturias, Principado de",País Vasco,1235.9
2022,"Asturias, Principado de","Rioja, La",44.28
2022,Cantabria,Andalucía,215.8
2022,Cantabria,Aragón,327.49
2022,Cantabria,"Asturias, Principado de",766.57
2022,Cantabria,Cantabria,13634.72
2022,Cantabria,Castilla - La Mancha,422.92
2022,Cantabria,Castilla y León,2365.01
2022,Cantabria,Cataluña,384.91
2022,Cantabria,Comunitat Valenciana,105.92
2022,Cantabria,Extremadura,19.87
2022,Cantabria,Galicia,283.09
2022,Cantabria,"Madrid, Comunidad de",932.88
2022,Cantabria,"Murcia, Región de",30.55
2022,Cantabria,"Navarra, Comunidad Foral de",323.0
2022,Cantabria,País Vasco,2476.63
2022,Cantabria,"Rioja, La",185.9
2022,Castilla - La Mancha,Andalucía,5626.98
2022,Castilla - La Mancha,Aragón,1447.11
2022,Castilla - La Mancha,"Asturias, Principado de",283.88
2022,Castilla - La Mancha,Cantabria,371.51
2022,Castilla - La Mancha,Castilla - La Mancha,58241.95
2022,Castilla - La Mancha,Castilla y León,2210.0
2022,Castilla - La Mancha,Cataluña,2356.86
2022,Castilla - La Mancha,Comunitat Valenciana,8585.99
2022,Castilla - La Mancha,Extremadura,1602.06
2022,Castilla - La Mancha,Galicia,757.39
2022,Castilla - La Mancha,"Madrid, Comunidad de",18737.19
2022,Castilla - La Mancha,"Murcia, Región de",2860.09
2022,Castilla - La Mancha,"Navarra, Comunidad Foral de",298.95
2022,Castilla - La Mancha,País Vasco,846.94
2022,Castilla - La Mancha,"Rioja, La",169.55
2022,Castilla y León,Andalucía,1915.65
2022,Castilla y León,Aragón,1846.15
2022,Castilla y León,"Asturias, Principado de",2571.69
2022,Castilla y León,Cantabria,3146.86
2022,Castilla y León,Castilla - La Mancha,3900.13
2022,Castilla y León,Castilla y León,76802.4
2022,Castilla y León,Cataluña,2546.33
2022,Castilla y León,Comunitat Valenciana,2397.14
2022,Castilla y León,Extremadura,1158.28
2022,Castilla y León,Galicia,4357.53
2022,Castilla y León,"Madrid, Comunidad de",6262.54
2022,Castilla y León,"Murcia, Región de",577.39
2022,Castilla y León,"Navarra, Comunidad Foral de",1738.3
2022,Castilla y León,País Vasco,4302.83
2022,Castilla y León,"Rioja, La",1048.98
2022,Cataluña,Andalucía,2884.6
2022,Cataluña,Aragón,11528.8
2022,Cataluña,"Asturias, Principado de",264.0
2022,Cataluña,Cantabria,564.7
2022,Cataluña,Castilla - La Mancha,1775.58
2022,Cataluña,Castilla y León,2182.86
2022,Cataluña,Cataluña,196094.99
2022,Cataluña,Comunitat Valenciana,8795.53
2022,Cataluña,Extremadura,183.22
2022,Cataluña,Galicia,871.07
2022,Cataluña,"Madrid, Comunidad de",4011.32
2022,Cataluña,"Murcia, Región de",1250.67
2022,Cataluña,"Navarra, Comunidad Foral de",1091.07
2022,Cataluña,País Vasco,2155.94
2022,Cataluña,"Rioja, La",486.77
2022,Comunitat Valenciana,Andalucía,5425.45
2022,Comunitat Valenciana,Aragón,3955.23
2022,Comunitat Valenciana,"Asturias, Principado de",199.24
2022,Comunitat Valenciana,Cantabria,238.96
2022,Comunitat Valenciana,Castilla - La Mancha,8196.93
2022,Comunitat Valenciana,Castilla y León,2142.87
2022,Comunitat Valenciana,Cataluña,8062.43
2022,Comunitat Valenciana,Comunitat Valenciana,152050.97
2022,Comunitat Valenciana,Extremadura,449.88
2022,Comunitat Valenciana,Galicia,557.65
2022,Comunitat Valenciana,"Madrid, Comunidad de",6332.03
2022,Comunitat Valenciana,"Murcia, Región de",7605.28
2022,Comunitat Valenciana,"Navarra, Comunidad Foral de",540.36
2022,Comunitat Valenciana,País Vasco,1640.43
2022,Comunitat Valenciana,"Rioja, La",221.03
2022,Extremadura,Andalucía,3000.73
2022,Extremadura,Aragón,157.06
2022,Extremadura,"Asturias, Principado de",55.57
2022,Extremadura,Cantabria,
2022,Extremadura,Castilla - La Mancha,1088.74
2022,Extremadura,Castilla y León,767.23
2022,Extremadura,Cataluña,357.84
2022,Extremadura,Comunitat Valenciana,545.67
2022,Extremadura,Extremadura,24260.13
2022,Extremadura,Galicia,108.96
2022,Extremadura,"Madrid, Comunidad de",811.08
2022,Extremadura,"Murcia, Región de",107.59
2022,Extremadura,"Navarra, Comunidad Foral de",63.03
2022,Extremadura,País Vasco,229.75
2022,Extremadura,"Rioja, La",
2022,Galicia,Andalucía,878.35
2022,Galicia,Aragón,553.71
2022,Galicia,"Asturias, Principado de",4368.34
2022,Galicia,Cantabria,334.88
2022,Galicia,Castilla - La Mancha,807.03
2022,Galicia,Castilla y León,3253.66
2022,Galicia,Cataluña,836.69
2022,Galicia,Comunitat Valenciana,670.49
2022,Galicia,Extremadura,112.65
2022,Galicia,Galicia,75963.29
2022,Galicia,"Madrid, Comunidad de",1730.9
2022,Galicia,"Murcia, Región de",216.82
2022,Galicia,"Navarra, Comunidad Foral de",201.66
2022,Galicia,País Vasco,1332.67
2022,Galicia,"Rioja, La",60.75
2022,"Madrid, Comunidad de",Andalucía,5358.85
2022,"Madrid, Comunidad de",Aragón,1852.02
2022,"Madrid, Comunidad de","Asturias, Principado de",738.19
2022,"Madrid, Comunidad de",Cantabria,959.06
2022,"Madrid, Comunidad de",Castilla - La Mancha,16036.74
2022,"Madrid, Comunidad de",Castilla y León,4611.86
2022,"Madrid, Comunidad de",Cataluña,2890.61
2022,"Madrid, Comunidad de",Comunitat Valenciana,4599.44
2022,"Madrid, Comunidad de",Extremadura,1137.01
2022,"Madrid, Comunidad de",Galicia,1511.97
2022,"Madrid, Comunidad de","Madrid, Comunidad de",66274.44
2022,"Madrid, Comunidad de","Murcia, Región de",753.54
2022,"Madrid, Comunidad de","Navarra, Comunidad Foral de",343.64
2022,"Madrid, Comunidad de",País Vasco,1924.76
2022,"Madrid, Comunidad de","Rioja, La",279.52
2022,"Murcia, Región de",Andalucía,5938.5
2022,"Murcia, Región de",Aragón,495.87
2022,"Murcia, Región de","Asturias, Principado de",72.19
2022,"Murcia, Región de",Cantabria,41.5
2022,"Murcia, Región de",Castilla - La Mancha,2374.67
2022,"Murcia, Región de",Castilla y León,287.5
2022,"Murcia, Región de",Cataluña,1101.59
2022,"Murcia, Región de",Comunitat Valenciana,11226.73
2022,"Murcia, Región de",Extremadura,208.09
2022,"Murcia, Región de",Galicia,145.68
2022,"Murcia, Región de","Madrid, Comunidad de",1064.83
2022,"Murcia, Región de","Murcia, Región de",48003.64
2022,"Murcia, Región de","Navarra, Comunidad Foral de",69.33
2022,"Murcia, Región de",País Vasco,281.83
2022,"Murcia, Región de","Rioja, La",164.77
2022,"Navarra, Comunidad Foral de",Andalucía,401.91
2022,"Navarra, Comunidad Foral de",Aragón,2751.86
2022,"Navarra, Comunidad Foral de","Asturias, Principado de",87.3
2022,"Navarra, Comunidad Foral de",Cantabria,193.34
2022,"Navarra, Comunidad Foral de",Castilla - La Mancha,348.47
2022,"Navarra, Comunidad Foral de",Castilla y León,1093.55
2022,"Navarra, Comunidad Foral de",Cataluña,1225.74
2022,"Navarra, Comunidad Foral de",Comunitat Valenciana,582.95
2022,"Navarra, Comunidad Foral de",Extremadura,154.92
2022,"Navarra, Comunidad Foral de",Galicia,232.58
2022,"Navarra, Comunidad Foral de","Madrid, Comunidad de",737.16
2022,"Navarra, Comunidad Foral de","Murcia, Región de",204.2
2022,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",21269.5
2022,"Navarra, Comunidad Foral de",País Vasco,4356.48
2022,"Navarra, Comunidad Foral de","Rioja, La",3513.57
2022,País Vasco,Andalucía,748.11
2022,País Vasco,Aragón,2166.25
2022,País Vasco,"Asturias, Principado de",900.89
2022,País Vasco,Cantabria,3202.2
2022,País Vasco,Castilla - La Mancha,775.69
2022,País Vasco,Castilla y León,4802.33
2022,País Vasco,Cataluña,2166.36
2022,País Vasco,Comunitat Valenciana,1601.53
2022,País Vasco,Extremadura,135.19
2022,País Vasco,Galicia,1043.29
2022,País Vasco,"Madrid, Comunidad de",1738.33
2022,País Vasco,"Murcia, Región de",187.4
2022,País Vasco,"Navarra, Comunidad Foral de",5236.07
2022,País Vasco,País Vasco,47829.26
2022,País Vasco,"Rioja, La",1592.19
2022,"Rioja, La",Andalucía,122.07
2022,"Rioja, La",Aragón,880.05
2022,"Rioja, La","Asturias, Principado de",143.94
2022,"Rioja, La",Cantabria,202.82
2022,"Rioja, La",Castilla - La Mancha,234.96
2022,"Rioja, La",Castilla y León,875.71
2022,"Rioja, La",Cataluña,474.4
2022,"Rioja, La",Comunitat Valenciana,241.3
2022,"Rioja, La",Extremadura,0.0
2022,"Rioja, La",Galicia,68.26
2022,"Rioja, La","Madrid, Comunidad de",421.53
2022,"Rioja, La","Murcia, Región de",84.43
2022,"Rioja, La","Navarra, Comunidad Foral de",1642.94
2022,"Rioja, La",País Vasco,1260.33
2022,"Rioja, La","Rioja, La",4740.05
2023,Andalucía,Andalucía,203010.08
2023,Andalucía,Aragón,724.84
2023,Andalucía,"Asturias, Principado de",209.31
2023,Andalucía,Cantabria,132.33
2023,Andalucía,Castilla - La Mancha,3596.96
2023,Andalucía,Castilla y León,1400.62
2023,Andalucía,Cataluña,3430.74
2023,Andalucía,Comunitat Valenciana,5332.55
2023,Andalucía,Extremadura,4519.44
2023,Andalucía,Galicia,671.31
2023,Andalucía,"Madrid, Comunidad de",3916.1
2023,Andalucía,"Murcia, Región de",4116.73
2023,Andalucía,"Navarra, Comunidad Foral de",296.31
2023,Andalucía,País Vasco,881.33
2023,Andalucía,"Rioja, La",49.84
2023,Aragón,Andalucía,813.12
2023,Aragón,Aragón,49790.89
2023,Aragón,"Asturias, Principado de",301.73
2023,Aragón,Cantabria,215.38
2023,Aragón,Castilla - La Mancha,1166.45
2023,Aragón,Castilla y León,1658.8
2023,Aragón,Cataluña,9066.2
2023,Aragón,Comunitat Valenciana,6931.45
2023,Aragón,Extremadura,98.33
2023,Aragón,Galicia,403.69
2023,Aragón,"Madrid, Comunidad de",2430.66
2023,Aragón,"Murcia, Región de",268.14
2023,Aragón,"Navarra, Comunidad Foral de",2525.37
2023,Aragón,País Vasco,1831.82
2023,Aragón,"Rioja, La",1081.9
2023,"Asturias, Principado de",Andalucía,326.46
2023,"Asturias, Principado de",Aragón,485.19
2023,"Asturias, Principado de","Asturias, Principado de",28026.25
2023,"Asturias, Principado de",Cantabria,857.91
2023,"Asturias, Principado de",Castilla - La Mancha,302.15
2023,"Asturias, Principado de",Castilla y León,1862.66
2023,"Asturias, Principado de",Cataluña,382.78
2023,"Asturias, Principado de",Comunitat Valenciana,298.6
2023,"Asturias, Principado de",Extremadura,26.11
2023,"Asturias, Principado de",Galicia,1063.34
2023,"Asturias, Principado de","Madrid, Comunidad de",336.13
2023,"Asturias, Principado de","Murcia, Región de",90.43
2023,"Asturias, Principado de","Navarra, Comunidad Foral de",205.34
2023,"Asturias, Principado de",País Vasco,759.86
2023,"Asturias, Principado de","Rioja, La",139.6
2023,Cantabria,Andalucía,200.05
2023,Cantabria,Aragón,403.57
2023,Cantabria,"Asturias, Principado de",635.46
2023,Cantabria,Cantabria,19224.06
2023,Cantabria,Castilla - La Mancha,439.1
2023,Cantabria,Castilla y León,2411.3
2023,Cantabria,Cataluña,351.93
2023,Cantabria,Comunitat Valenciana,277.63
2023,Cantabria,Extremadura,13.87
2023,Cantabria,Galicia,202.86
2023,Cantabria,"Madrid, Comunidad de",376.63
2023,Cantabria,"Murcia, Región de",3.99
2023,Cantabria,"Navarra, Comunidad Foral de",170.99
2023,Cantabria,País Vasco,2455.77
2023,Cantabria,"Rioja, La",83.27
2023,Castilla - La Mancha,Andalucía,5485.67
2023,Castilla - La Mancha,Aragón,841.26
2023,Castilla - La Mancha,"Asturias, Principado de",275.44
2023,Castilla - La Mancha,Cantabria,262.68
2023,Castilla - La Mancha,Castilla - La Mancha,52939.26
2023,Castilla - La Mancha,Castilla y León,2859.06
2023,Castilla - La Mancha,Cataluña,3202.7
2023,Castilla - La Mancha,Comunitat Valenciana,7567.9
2023,Castilla - La Mancha,Extremadura,1564.6
2023,Castilla - La Mancha,Galicia,975.56
2023,Castilla - La Mancha,"Madrid, Comunidad de",17954.33
2023,Castilla - La Mancha,"Murcia, Región de",2736.8
2023,Castilla - La Mancha,"Navarra, Comunidad Foral de",422.89
2023,Castilla - La Mancha,País Vasco,977.35
2023,Castilla - La Mancha,"Rioja, La",169.37
2023,Castilla y León,Andalucía,1491.95
2023,Castilla y León,Aragón,1946.35
2023,Castilla y León,"Asturias, Principado de",1730.42
2023,Castilla y León,Cantabria,2696.45
2023,Castilla y León,Castilla - La Mancha,3454.96
2023,Castilla y León,Castilla y León,77563.37
2023,Castilla y León,Cataluña,1982.42
2023,Castilla y León,Comunitat Valenciana,2489.64
2023,Castilla y León,Extremadura,1191.12
2023,Castilla y León,Galicia,3870.7
2023,Castilla y León,"Madrid, Comunidad de",6476.1
2023,Castilla y León,"Murcia, Región de",510.51
2023,Castilla y León,"Navarra, Comunidad Foral de",1457.72
2023,Castilla y León,País Vasco,4715.75
2023,Castilla y León,"Rioja, La",895.23
2023,Cataluña,Andalucía,2816.93
2023,Cataluña,Aragón,12226.89
2023,Cataluña,"Asturias, Principado de",351.69
2023,Cataluña,Cantabria,451.56
2023,Cataluña,Castilla - La Mancha,2655.78
2023,Cataluña,Castilla y León,1821.51
2023,Cataluña,Cataluña,187145.23
2023,Cataluña,Comunitat Valenciana,9415.69
2023,Cataluña,Extremadura,241.9
2023,Cataluña,Galicia,895.0
2023,Cataluña,"Madrid, Comunidad de",4835.4
2023,Cataluña,"Murcia, Región de",1785.83
2023,Cataluña,"Navarra, Comunidad Foral de",995.94
2023,Cataluña,País Vasco,1818.5
2023,Cataluña,"Rioja, La",643.84
2023,Comunitat Valenciana,Andalucía,4977.39
2023,Comunitat Valenciana,Aragón,3865.41
2023,Comunitat Valenciana,"Asturias, Principado de",360.97
2023,Comunitat Valenciana,Cantabria,332.61
2023,Comunitat Valenciana,Castilla - La Mancha,8729.51
2023,Comunitat Valenciana,Castilla y León,1794.33
2023,Comunitat Valenciana,Cataluña,9209.9
2023,Comunitat Valenciana,Comunitat Valenciana,166582.31
2023,Comunitat Valenciana,Extremadura,377.98
2023,Comunitat Valenciana,Galicia,520.68
2023,Comunitat Valenciana,"Madrid, Comunidad de",6319.75
2023,Comunitat Valenciana,"Murcia, Región de",7569.71
2023,Comunitat Valenciana,"Navarra, Comunidad Foral de",462.18
2023,Comunitat Valenciana,País Vasco,1546.38
2023,Comunitat Valenciana,"Rioja, La",90.41
2023,Extremadura,Andalucía,2524.78
2023,Extremadura,Aragón,179.51
2023,Extremadura,"Asturias, Principado de",32.61
2023,Extremadura,Cantabria,29.06
2023,Extremadura,Castilla - La Mancha,1241.89
2023,Extremadura,Castilla y León,622.29
2023,Extremadura,Cataluña,309.3
2023,Extremadura,Comunitat Valenciana,600.29
2023,Extremadura,Extremadura,30317.31
2023,Extremadura,Galicia,95.71
2023,Extremadura,"Madrid, Comunidad de",1497.27
2023,Extremadura,"Murcia, Región de",155.37
2023,Extremadura,"Navarra, Comunidad Foral de",51.02
2023,Extremadura,País Vasco,295.83
2023,Extremadura,"Rioja, La",30.84
2023,Galicia,Andalucía,956.92
2023,Galicia,Aragón,596.55
2023,Galicia,"Asturias, Principado de",5028.04
2023,Galicia,Cantabria,293.69
2023,Galicia,Castilla - La Mancha,926.86
2023,Galicia,Castilla y León,3437.88
2023,Galicia,Cataluña,987.7
2023,Galicia,Comunitat Valenciana,867.55
2023,Galicia,Extremadura,143.13
2023,Galicia,Galicia,70860.88
2023,Galicia,"Madrid, Comunidad de",2016.71
2023,Galicia,"Murcia, Región de",187.52
2023,Galicia,"Navarra, Comunidad Foral de",122.53
2023,Galicia,País Vasco,1426.85
2023,Galicia,"Rioja, La",149.48
2023,"Madrid, Comunidad de",Andalucía,5291.03
2023,"Madrid, Comunidad de",Aragón,1809.21
2023,"Madrid, Comunidad de","Asturias, Principado de",407.03
2023,"Madrid, Comunidad de",Cantabria,431.68
2023,"Madrid, Comunidad de",Castilla - La Mancha,13621.69
2023,"Madrid, Comunidad de",Castilla y León,4331.14
2023,"Madrid, Comunidad de",Cataluña,3921.11
2023,"Madrid, Comunidad de",Comunitat Valenciana,4815.14
2023,"Madrid, Comunidad de",Extremadura,1485.01
2023,"Madrid, Comunidad de",Galicia,1759.74
2023,"Madrid, Comunidad de","Madrid, Comunidad de",65592.95
2023,"Madrid, Comunidad de","Murcia, Región de",1071.15
2023,"Madrid, Comunidad de","Navarra, Comunidad Foral de",305.25
2023,"Madrid, Comunidad de",País Vasco,1760.57
2023,"Madrid, Comunidad de","Rioja, La",184.72
2023,"Murcia, Región de",Andalucía,4431.76
2023,"Murcia, Región de",Aragón,326.64
2023,"Murcia, Región de","Asturias, Principado de",18.16
2023,"Murcia, Región de",Cantabria,22.93
2023,"Murcia, Región de",Castilla - La Mancha,3305.23
2023,"Murcia, Región de",Castilla y León,404.65
2023,"Murcia, Región de",Cataluña,1257.15
2023,"Murcia, Región de",Comunitat Valenciana,9472.05
2023,"Murcia, Región de",Extremadura,111.63
2023,"Murcia, Región de",Galicia,179.47
2023,"Murcia, Región de","Madrid, Comunidad de",1027.29
2023,"Murcia, Región de","Murcia, Región de",45176.8
2023,"Murcia, Región de","Navarra, Comunidad Foral de",251.71
2023,"Murcia, Región de",País Vasco,166.77
2023,"Murcia, Región de","Rioja, La",86.72
2023,"Navarra, Comunidad Foral de",Andalucía,255.39
2023,"Navarra, Comunidad Foral de",Aragón,2804.33
2023,"Navarra, Comunidad Foral de","Asturias, Principado de",72.51
2023,"Navarra, Comunidad Foral de",Cantabria,196.94
2023,"Navarra, Comunidad Foral de",Castilla - La Mancha,513.43
2023,"Navarra, Comunidad Foral de",Castilla y León,1067.56
2023,"Navarra, Comunidad Foral de",Cataluña,1212.71
2023,"Navarra, Comunidad Foral de",Comunitat Valenciana,662.96
2023,"Navarra, Comunidad Foral de",Extremadura,43.55
2023,"Navarra, Comunidad Foral de",Galicia,217.4
2023,"Navarra, Comunidad Foral de","Madrid, Comunidad de",951.59
2023,"Navarra, Comunidad Foral de","Murcia, Región de",73.21
2023,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",18519.24
2023,"Navarra, Comunidad Foral de",País Vasco,3569.7
2023,"Navarra, Comunidad Foral de","Rioja, La",2139.21
2023,País Vasco,Andalucía,737.08
2023,País Vasco,Aragón,1860.28
2023,País Vasco,"Asturias, Principado de",882.99
2023,País Vasco,Cantabria,2557.98
2023,País Vasco,Castilla - La Mancha,772.69
2023,País Vasco,Castilla y León,5439.31
2023,País Vasco,Cataluña,1784.89
2023,País Vasco,Comunitat Valenciana,1191.67
2023,País Vasco,Extremadura,189.89
2023,País Vasco,Galicia,1242.22
2023,País Vasco,"Madrid, Comunidad de",1712.12
2023,País Vasco,"Murcia, Región de",140.49
2023,País Vasco,"Navarra, Comunidad Foral de",6386.81
2023,País Vasco,País Vasco,46459.03
2023,País Vasco,"Rioja, La",1799.23
2023,"Rioja, La",Andalucía,187.72
2023,"Rioja, La",Aragón,790.7
2023,"Rioja, La","Asturias, Principado de",89.17
2023,"Rioja, La",Cantabria,54.0
2023,"Rioja, La",Castilla - La Mancha,288.5
2023,"Rioja, La",Castilla y León,1335.22
2023,"Rioja, La",Cataluña,633.48
2023,"Rioja, La",Comunitat Valenciana,125.03
2023,"Rioja, La",Extremadura,72.25
2023,"Rioja, La",Galicia,159.47
2023,"Rioja, La","Madrid, Comunidad de",289.36
2023,"Rioja, La","Murcia, Región de",41.58
2023,"Rioja, La","Navarra, Comunidad Foral de",1238.05
2023,"Rioja, La",País Vasco,1246.95
2023,"Rioja, La","Rioja, La",7262.37
2024,Andalucía,Andalucía,198630.67
2024,Andalucía,Aragón,852.91
2024,Andalucía,"Asturias, Principado de",128.45
2024,Andalucía,Cantabria,54.51
2024,Andalucía,Castilla - La Mancha,3855.94
2024,Andalucía,Castilla y León,1553.16
2024,Andalucía,Cataluña,3467.99
2024,Andalucía,Comunitat Valenciana,5126.99
2024,Andalucía,Extremadura,4867.14
2024,Andalucía,Galicia,479.04
2024,Andalucía,"Madrid, Comunidad de",4303.85
2024,Andalucía,"Murcia, Región de",4591.56
2024,Andalucía,"Navarra, Comunidad Foral de",673.25
2024,Andalucía,País Vasco,484.27
2024,Andalucía,"Rioja, La",104.7
2024,Aragón,Andalucía,980.46
2024,Aragón,Aragón,48104.42
2024,Aragón,"Asturias, Principado de",158.77
2024,Aragón,Cantabria,227.51
2024,Aragón,Castilla - La Mancha,1759.56
2024,Aragón,Castilla y León,2125.42
2024,Aragón,Cataluña,10796.91
2024,Aragón,Comunitat Valenciana,7447.28
2024,Aragón,Extremadura,56.9
2024,Aragón,Galicia,326.03
2024,Aragón,"Madrid, Comunidad de",1803.91
2024,Aragón,"Murcia, Región de",458.43
2024,Aragón,"Navarra, Comunidad Foral de",2054.42
2024,Aragón,País Vasco,2203.3
2024,Aragón,"Rioja, La",1474.82
2024,"Asturias, Principado de",Andalucía,218.33
2024,"Asturias, Principado de",Aragón,176.98
2024,"Asturias, Principado de","Asturias, Principado de",26336.37
2024,"Asturias, Principado de",Cantabria,938.68
2024,"Asturias, Principado de",Castilla - La Mancha,419.15
2024,"Asturias, Principado de",Castilla y León,1871.91
2024,"Asturias, Principado de",Cataluña,263.39
2024,"Asturias, Principado de",Comunitat Valenciana,208.9
2024,"Asturias, Principado de",Extremadura,57.92
2024,"Asturias, Principado de",Galicia,1338.5
2024,"Asturias, Principado de","Madrid, Comunidad de",503.4
2024,"Asturias, Principado de","Murcia, Región de",118.78
2024,"Asturias, Principado de","Navarra, Comunidad Foral de",217.61
2024,"Asturias, Principado de",País Vasco,830.56
2024,"Asturias, Principado de","Rioja, La",76.95
2024,Cantabria,Andalucía,111.74
2024,Cantabria,Aragón,381.2
2024,Cantabria,"Asturias, Principado de",1035.84
2024,Cantabria,Cantabria,15590.2
2024,Cantabria,Castilla - La Mancha,251.22
2024,Cantabria,Castilla y León,2425.19
2024,Cantabria,Cataluña,431.68
2024,Cantabria,Comunitat Valenciana,199.15
2024,Cantabria,Extremadura,47.47
2024,Cantabria,Galicia,254.98
2024,Cantabria,"Madrid, Comunidad de",631.19
2024,Cantabria,"Murcia, Región de",26.46
2024,Cantabria,"Navarra, Comunidad Foral de",459.19
2024,Cantabria,País Vasco,3660.34
2024,Cantabria,"Rioja, La",146.0
2024,Castilla - La Mancha,Andalucía,6203.76
2024,Castilla - La Mancha,Aragón,1770.41
2024,Castilla - La Mancha,"Asturias, Principado de",269.95
2024,Castilla - La Mancha,Cantabria,421.81
2024,Castilla - La Mancha,Castilla - La Mancha,56584.36
2024,Castilla - La Mancha,Castilla y León,2951.08
2024,Castilla - La Mancha,Cataluña,2901.57
2024,Castilla - La Mancha,Comunitat Valenciana,7926.95
2024,Castilla - La Mancha,Extremadura,1720.27
2024,Castilla - La Mancha,Galicia,714.92
2024,Castilla - La Mancha,"Madrid, Comunidad de",22904.1
2024,Castilla - La Mancha,"Murcia, Región de",3051.91
2024,Castilla - La Mancha,"Navarra, Comunidad Foral de",332.17
2024,Castilla - La Mancha,País Vasco,661.5
2024,Castilla - La Mancha,"Rioja, La",118.12
2024,Castilla y León,Andalucía,1828.52
2024,Castilla y León,Aragón,2043.13
2024,Castilla y León,"Asturias, Principado de",2063.2
2024,Castilla y León,Cantabria,3630.84
2024,Castilla y León,Castilla - La Mancha,3194.52
2024,Castilla y León,Castilla y León,82664.38
2024,Castilla y León,Cataluña,2580.53
2024,Castilla y León,Comunitat Valenciana,2393.65
2024,Castilla y León,Extremadura,901.82
2024,Castilla y León,Galicia,4790.18
2024,Castilla y León,"Madrid, Comunidad de",6387.33
2024,Castilla y León,"Murcia, Región de",567.45
2024,Castilla y León,"Navarra, Comunidad Foral de",1741.26
2024,Castilla y León,País Vasco,4882.92
2024,Castilla y León,"Rioja, La",1036.54
2024,Cataluña,Andalucía,3581.6
2024,Cataluña,Aragón,14547.08
2024,Cataluña,"Asturias, Principado de",329.59
2024,Cataluña,Cantabria,427.68
2024,Cataluña,Castilla - La Mancha,2484.6
2024,Cataluña,Castilla y León,2200.24
2024,Cataluña,Cataluña,199784.83
2024,Cataluña,Comunitat Valenciana,8496.5
2024,Cataluña,Extremadura,285.19
2024,Cataluña,Galicia,1003.99
2024,Cataluña,"Madrid, Comunidad de",4022.33
2024,Cataluña,"Murcia, Región de",1497.33
2024,Cataluña,"Navarra, Comunidad Foral de",1237.02
2024,Cataluña,País Vasco,2453.0
2024,Cataluña,"Rioja, La",508.1
2024,Comunitat Valenciana,Andalucía,5462.13
2024,Comunitat Valenciana,Aragón,4580.44
2024,Comunitat Valenciana,"Asturias, Principado de",96.87
2024,Comunitat Valenciana,Cantabria,303.25
2024,Comunitat Valenciana,Castilla - La Mancha,8059.1
2024,Comunitat Valenciana,Castilla y León,2024.27
2024,Comunitat Valenciana,Cataluña,8392.54
2024,Comunitat Valenciana,Comunitat Valenciana,168658.61
2024,Comunitat Valenciana,Extremadura,497.82
2024,Comunitat Valenciana,Galicia,599.59
2024,Comunitat Valenciana,"Madrid, Comunidad de",5959.31
2024,Comunitat Valenciana,"Murcia, Región de",9027.57
2024,Comunitat Valenciana,"Navarra, Comunidad Foral de",684.28
2024,Comunitat Valenciana,País Vasco,1376.54
2024,Comunitat Valenciana,"Rioja, La",195.59
2024,Extremadura,Andalucía,2859.01
2024,Extremadura,Aragón,98.91
2024,Extremadura,"Asturias, Principado de",52.82
2024,Extremadura,Cantabria,52.82
2024,Extremadura,Castilla - La Mancha,1094.46
2024,Extremadura,Castilla y León,905.28
2024,Extremadura,Cataluña,449.51
2024,Extremadura,Comunitat Valenciana,551.36
2024,Extremadura,Extremadura,26030.89
2024,Extremadura,Galicia,107.47
2024,Extremadura,"Madrid, Comunidad de",1197.68
2024,Extremadura,"Murcia, Región de",163.91
2024,Extremadura,"Navarra, Comunidad Foral de",95.35
2024,Extremadura,País Vasco,207.79
2024,Extremadura,"Rioja, La",58.64
2024,Galicia,Andalucía,728.91
2024,Galicia,Aragón,378.71
2024,Galicia,"Asturias, Principado de",2182.5
2024,Galicia,Cantabria,301.68
2024,Galicia,Castilla - La Mancha,693.69
2024,Galicia,Castilla y León,3366.2
2024,Galicia,Cataluña,838.82
2024,Galicia,Comunitat Valenciana,919.64
2024,Galicia,Extremadura,180.76
2024,Galicia,Galicia,78903.84
2024,Galicia,"Madrid, Comunidad de",1365.46
2024,Galicia,"Murcia, Región de",169.16
2024,Galicia,"Navarra, Comunidad Foral de",217.28
2024,Galicia,País Vasco,1456.02
