año,comunidad_origen,comunidad_destino,valor
2019,Extremadura,Andalucía,2534.0
2019,Extremadura,Aragón,43.54
2019,Extremadura,"Asturias, Principado de",18.12
2019,Extremadura,Cantabria,30.89
2019,Extremadura,Castilla - La Mancha,769.7
2019,Extremadura,Castilla y León,936.84
2019,Extremadura,Cataluña,247.02
2019,Extremadura,Comunitat Valenciana,477.11
2019,Extremadura,Extremadura,18479.47
2019,Extremadura,Galicia,106.93
2019,Extremadura,"Madrid, Comunidad de",868.59
2019,Extremadura,"Murcia, Región de",226.8
2019,Extremadura,"Navarra, Comunidad Foral de",62.13
2019,Extremadura,País Vasco,137.89
2019,Extremadura,"Rioja, La",49.86
2019,Galicia,Andalucía,770.47
2019,Galicia,Aragón,444.59
2019,Galicia,"Asturias, Principado de",2462.33
2019,Galicia,Cantabria,289.59
2019,Galicia,Castilla - La Mancha,798.2
2019,Galicia,Castilla y León,3462.56
2019,Galicia,Cataluña,667.09
2019,Galicia,Comunitat Valenciana,1032.07
2019,Galicia,Extremadura,120.85
2019,Galicia,Galicia,85030.6
2019,Galicia,"Madrid, Comunidad de",1789.57
2019,Galicia,"Murcia, Región de",152.0
2019,Galicia,"Navarra, Comunidad Foral de",122.53
2019,Galicia,País Vasco,1591.69
2019,Galicia,"Rioja, La",15.67
2019,"Madrid, Comunidad de",Andalucía,4111.43
2019,"Madrid, Comunidad de",Aragón,2088.39
2019,"Madrid, Comunidad de","Asturias, Principado de",590.79
2019,"Madrid, Comunidad de",Cantabria,284.34
2019,"Madrid, Comunidad de",Castilla - La Mancha,13328.71
2019,"Madrid, Comunidad de",Castilla y León,3899.91
2019,"Madrid, Comunidad de",Cataluña,2648.78
2019,"Madrid, Comunidad de",Comunitat Valenciana,3639.55
2019,"Madrid, Comunidad de",Extremadura,657.35
2019,"Madrid, Comunidad de",Galicia,1512.81
2019,"Madrid, Comunidad de","Madrid, Comunidad de",71448.36
2019,"Madrid, Comunidad de","Murcia, Región de",1131.08
2019,"Madrid, Comunidad de","Navarra, Comunidad Foral de",397.05
2019,"Madrid, Comunidad de",País Vasco,1432.73
2019,"Madrid, Comunidad de","Rioja, La",160.54
2019,"Murcia, Región de",Andalucía,5689.24
2019,"Murcia, Región de",Aragón,399.28
2019,"Murcia, Región de","Asturias, Principado de",62.74
2019,"Murcia, Región de",Cantabria,103.1
2019,"Murcia, Región de",Castilla - La Mancha,3208.55
2019,"Murcia, Región de",Castilla y León,342.54
2019,"Murcia, Región de",Cataluña,1278.14
2019,"Murcia, Región de",Comunitat Valenciana,9687.71
2019,"Murcia, Región de",Extremadura,111.63
2019,"Murcia, Región de",Galicia,237.64
2019,"Murcia, Región de","Madrid, Comunidad de",1282.52
2019,"Murcia, Región de","Murcia, Región de",36128.46
2019,"Murcia, Región de","Navarra, Comunidad Foral de",168.81
2019,"Murcia, Región de",País Vasco,167.11
2019,"Murcia, Región de","Rioja, La",97.33
2019,"Navarra, Comunidad Foral de",Andalucía,402.26
2019,"Navarra, Comunidad Foral de",Aragón,2641.4
2019,"Navarra, Comunidad Foral de","Asturias, Principado de",152.16
2019,"Navarra, Comunidad Foral de",Cantabria,247.0
2019,"Navarra, Comunidad Foral de",Castilla - La Mancha,470.43
2019,"Navarra, Comunidad Foral de",Castilla y León,1343.94
2019,"Navarra, Comunidad Foral de",Cataluña,1581.72
2019,"Navarra, Comunidad Foral de",Comunitat Valenciana,683.37
2019,"Navarra, Comunidad Foral de",Extremadura,67.51
2019,"Navarra, Comunidad Foral de",Galicia,313.09
2019,"Navarra, Comunidad Foral de","Madrid, Comunidad de",827.47
2019,"Navarra, Comunidad Foral de","Murcia, Región de",104.29
2019,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",21961.33
2019,"Navarra, Comunidad Foral de",País Vasco,3840.9
2019,"Navarra, Comunidad Foral de","Rioja, La",1647.52
2019,País Vasco,Andalucía,666.49
2019,País Vasco,Aragón,1998.08
2019,País Vasco,"Asturias, Principado de",859.59
2019,País Vasco,Cantabria,2849.3
2019,País Vasco,Castilla - La Mancha,694.6
2019,País Vasco,Castilla y León,5710.16
2019,País Vasco,Cataluña,1735.19
2019,País Vasco,Comunitat Valenciana,1244.01
2019,País Vasco,Extremadura,53.43
2019,País Vasco,Galicia,1192.32
2019,País Vasco,"Madrid, Comunidad de",1252.0
2019,País Vasco,"Murcia, Región de",277.15
2019,País Vasco,"Navarra, Comunidad Foral de",4898.4
2019,País Vasco,País Vasco,45953.96
2019,País Vasco,"Rioja, La",973.21
2019,"Rioja, La",Andalucía,115.71
2019,"Rioja, La",Aragón,774.45
2019,"Rioja, La","Asturias, Principado de",46.18
2019,"Rioja, La",Cantabria,122.83
2019,"Rioja, La",Castilla - La Mancha,303.45
2019,"Rioja, La",Castilla y León,686.59
2019,"Rioja, La",Cataluña,436.71
2019,"Rioja, La",Comunitat Valenciana,328.52
2019,"Rioja, La",Extremadura,45.23
2019,"Rioja, La",Galicia,37.41
2019,"Rioja, La","Madrid, Comunidad de",425.29
2019,"Rioja, La","Murcia, Región de",75.3
2019,"Rioja, La","Navarra, Comunidad Foral de",1604.5
2019,"Rioja, La",País Vasco,1244.76
2019,"Rioja, La","Rioja, La",6139.22
2020,Andalucía,Andalucía,191194.16
2020,Andalucía,Aragón,855.91
2020,Andalucía,"Asturias, Principado de",154.94
2020,Andalucía,Cantabria,113.23
2020,Andalucía,Castilla - La Mancha,4595.09
2020,Andalucía,Castilla y León,1412.93
2020,Andalucía,Cataluña,2862.52
2020,Andalucía,Comunitat Valenciana,5700.84
2020,Andalucía,Extremadura,3747.09
2020,Andalucía,Galicia,654.18
2020,Andalucía,"Madrid, Comunidad de",3830.81
2020,Andalucía,"Murcia, Región de",4289.24
2020,Andalucía,"Navarra, Comunidad Foral de",454.49
2020,Andalucía,País Vasco,643.5
2020,Andalucía,"Rioja, La",85.96
2020,Aragón,Andalucía,851.39
2020,Aragón,Aragón,43200.2
2020,Aragón,"Asturias, Principado de",43.89
2020,Aragón,Cantabria,252.13
2020,Aragón,Castilla - La Mancha,1157.59
2020,Aragón,Castilla y León,1689.16
2020,Aragón,Cataluña,8146.56
2020,Aragón,Comunitat Valenciana,5493.71
2020,Aragón,Extremadura,12.35
2020,Aragón,Galicia,219.72
2020,Aragón,"Madrid, Comunidad de",2637.35
2020,Aragón,"Murcia, Región de",556.01
2020,Aragón,"Navarra, Comunidad Foral de",2216.74
2020,Aragón,País Vasco,1785.54
2020,Aragón,"Rioja, La",622.42
2020,"Asturias, Principado de",Andalucía,221.38
2020,"Asturias, Principado de",Aragón,157.87
2020,"Asturias, Principado de","Asturias, Principado de",24958.85
2020,"Asturias, Principado de",Cantabria,813.08
2020,"Asturias, Principado de",Castilla - La Mancha,154.14
2020,"Asturias, Principado de",Castilla y León,1892.94
2020,"Asturias, Principado de",Cataluña,343.69
2020,"Asturias, Principado de",Comunitat Valenciana,244.51
2020,"Asturias, Principado de",Extremadura,10.5
2020,"Asturias, Principado de",Galicia,1406.83
2020,"Asturias, Principado de","Madrid, Comunidad de",545.92
2020,"Asturias, Principado de","Murcia, Región de",46.56
2020,"Asturias, Principado de","Navarra, Comunidad Foral de",92.86
2020,"Asturias, Principado de",País Vasco,631.48
2020,"Asturias, Principado de","Rioja, La",16.19
2020,Cantabria,Andalucía,165.07
2020,Cantabria,Aragón,351.31
2020,Cantabria,"Asturias, Principado de",856.62
2020,Cantabria,Cantabria,11294.49
2020,Cantabria,Castilla - La Mancha,199.03
2020,Cantabria,Castilla y León,1873.99
2020,Cantabria,Cataluña,366.99
2020,Cantabria,Comunitat Valenciana,228.53
2020,Cantabria,Extremadura,12.26
2020,Cantabria,Galicia,237.15
2020,Cantabria,"Madrid, Comunidad de",473.34
2020,Cantabria,"Murcia, Región de",20.92
2020,Cantabria,"Navarra, Comunidad Foral de",175.2
2020,Cantabria,País Vasco,2433.82
2020,Cantabria,"Rioja, La",79.53
2020,Castilla - La Mancha,Andalucía,6147.48
2020,Castilla - La Mancha,Aragón,1287.92
2020,Castilla - La Mancha,"Asturias, Principado de",177.71
2020,Castilla - La Mancha,Cantabria,399.39
2020,Castilla - La Mancha,Castilla - La Mancha,53769.72
2020,Castilla - La Mancha,Castilla y León,3069.6
2020,Castilla - La Mancha,Cataluña,2229.71
2020,Castilla - La Mancha,Comunitat Valenciana,6284.92
2020,Castilla - La Mancha,Extremadura,1629.34
2020,Castilla - La Mancha,Galicia,821.88
2020,Castilla - La Mancha,"Madrid, Comunidad de",17816.72
2020,Castilla - La Mancha,"Murcia, Región de",2822.28
2020,Castilla - La Mancha,"Navarra, Comunidad Foral de",357.4
2020,Castilla - La Mancha,País Vasco,593.29
2020,Castilla - La Mancha,"Rioja, La",222.06
2020,Castilla y León,Andalucía,1585.5
2020,Castilla y León,Aragón,1902.17
2020,Castilla y León,"Asturias, Principado de",2194.46
2020,Castilla y León,Cantabria,3593.4
2020,Castilla y León,Castilla - La Mancha,2728.4
2020,Castilla y León,Castilla y León,72313.81
2020,Castilla y León,Cataluña,2449.9
2020,Castilla y León,Comunitat Valenciana,2771.06
2020,Castilla y León,Extremadura,1296.45
2020,Castilla y León,Galicia,3779.15
2020,Castilla y León,"Madrid, Comunidad de",5830.22
2020,Castilla y León,"Murcia, Región de",419.16
2020,Castilla y León,"Navarra, Comunidad Foral de",2496.09
2020,Castilla y León,País Vasco,5266.55
2020,Castilla y León,"Rioja, La",1038.43
2020,Cataluña,Andalucía,2642.62
2020,Cataluña,Aragón,9985.67
2020,Cataluña,"Asturias, Principado de",306.95
2020,Cataluña,Cantabria,429.52
2020,Cataluña,Castilla - La Mancha,1961.97
2020,Cataluña,Castilla y León,2396.95
2020,Cataluña,Cataluña,172171.35
2020,Cataluña,Comunitat Valenciana,7146.82
2020,Cataluña,Extremadura,316.51
2020,Cataluña,Galicia,913.8
2020,Cataluña,"Madrid, Comunidad de",3992.56
2020,Cataluña,"Murcia, Región de",1337.67
2020,Cataluña,"Navarra, Comunidad Foral de",1226.29
2020,Cataluña,País Vasco,2033.0
2020,Cataluña,"Rioja, La",319.69
2020,Comunitat Valenciana,Andalucía,4606.19
2020,Comunitat Valenciana,Aragón,3652.57
2020,Comunitat Valenciana,"Asturias, Principado de",191.91
2020,Comunitat Valenciana,Cantabria,297.73
2020,Comunitat Valenciana,Castilla - La Mancha,7135.54
2020,Comunitat Valenciana,Castilla y León,1793.36
2020,Comunitat Valenciana,Cataluña,6722.24
2020,Comunitat Valenciana,Comunitat Valenciana,137046.85
2020,Comunitat Valenciana,Extremadura,257.91
2020,Comunitat Valenciana,Galicia,627.74
2020,Comunitat Valenciana,"Madrid, Comunidad de",4950.04
2020,Comunitat Valenciana,"Murcia, Región de",8005.02
2020,Comunitat Valenciana,"Navarra, Comunidad Foral de",628.04
2020,Comunitat Valenciana,País Vasco,1324.63
2020,Comunitat Valenciana,"Rioja, La",161.57
2020,Extremadura,Andalucía,2668.29
2020,Extremadura,Aragón,49.13
2020,Extremadura,"Asturias, Principado de",28.99
2020,Extremadura,Cantabria,
2020,Extremadura,Castilla - La Mancha,963.1
2020,Extremadura,Castilla y León,680.15
2020,Extremadura,Cataluña,291.84
2020,Extremadura,Comunitat Valenciana,340.85
2020,Extremadura,Extremadura,22081.65
2020,Extremadura,Galicia,135.83
2020,Extremadura,"Madrid, Comunidad de",1229.79
2020,Extremadura,"Murcia, Región de",191.6
2020,Extremadura,"Navarra, Comunidad Foral de",179.1
2020,Extremadura,País Vasco,170.0
2020,Extremadura,"Rioja, La",38.67
2020,Galicia,Andalucía,742.55
2020,Galicia,Aragón,364.39
2020,Galicia,"Asturias, Principado de",3294.36
2020,Galicia,Cantabria,218.79
2020,Galicia,Castilla - La Mancha,1087.83
2020,Galicia,Castilla y León,3436.27
2020,Galicia,Cataluña,680.74
2020,Galicia,Comunitat Valenciana,656.96
2020,Galicia,Extremadura,140.57
2020,Galicia,Galicia,78138.47
2020,Galicia,"Madrid, Comunidad de",2118.51
2020,Galicia,"Murcia, Región de",202.5
2020,Galicia,"Navarra, Comunidad Foral de",72.7
2020,Galicia,País Vasco,1055.54
2020,Galicia,"Rioja, La",53.0
2020,"Madrid, Comunidad de",Andalucía,4121.56
2020,"Madrid, Comunidad de",Aragón,2487.13
2020,"Madrid, Comunidad de","Asturias, Principado de",566.12
2020,"Madrid, Comunidad de",Cantabria,430.56
2020,"Madrid, Comunidad de",Castilla - La Mancha,10979.61
2020,"Madrid, Comunidad de",Castilla y León,3495.88
2020,"Madrid, Comunidad de",Cataluña,3093.69
2020,"Madrid, Comunidad de",Comunitat Valenciana,3393.39
2020,"Madrid, Comunidad de",Extremadura,1222.22
2020,"Madrid, Comunidad de",Galicia,1831.28
2020,"Madrid, Comunidad de","Madrid, Comunidad de",59800.85
2020,"Madrid, Comunidad de","Murcia, Región de",980.61
2020,"Madrid, Comunidad de","Navarra, Comunidad Foral de",470.13
2020,"Madrid, Comunidad de",País Vasco,1510.78
2020,"Madrid, Comunidad de","Rioja, La",228.86
2020,"Murcia, Región de",Andalucía,4693.18
2020,"Murcia, Región de",Aragón,395.96
2020,"Murcia, Región de","Asturias, Principado de",12.52
2020,"Murcia, Región de",Cantabria,37.49
2020,"Murcia, Región de",Castilla - La Mancha,2693.53
2020,"Murcia, Región de",Castilla y León,290.21
2020,"Murcia, Región de",Cataluña,1100.08
2020,"Murcia, Región de",Comunitat Valenciana,8864.9
2020,"Murcia, Región de",Extremadura,92.52
2020,"Murcia, Región de",Galicia,155.9
2020,"Murcia, Región de","Madrid, Comunidad de",1001.91
2020,"Murcia, Región de","Murcia, Región de",45962.91
2020,"Murcia, Región de","Navarra, Comunidad Foral de",283.33
2020,"Murcia, Región de",País Vasco,113.69
2020,"Murcia, Región de","Rioja, La",76.26
2020,"Navarra, Comunidad Foral de",Andalucía,166.72
2020,"Navarra, Comunidad Foral de",Aragón,2667.57
2020,"Navarra, Comunidad Foral de","Asturias, Principado de",58.33
2020,"Navarra, Comunidad Foral de",Cantabria,266.7
2020,"Navarra, Comunidad Foral de",Castilla - La Mancha,300.41
2020,"Navarra, Comunidad Foral de",Castilla y León,1831.61
2020,"Navarra, Comunidad Foral de",Cataluña,1451.63
2020,"Navarra, Comunidad Foral de",Comunitat Valenciana,747.1
2020,"Navarra, Comunidad Foral de",Extremadura,135.48
2020,"Navarra, Comunidad Foral de",Galicia,206.34
2020,"Navarra, Comunidad Foral de","Madrid, Comunidad de",667.56
2020,"Navarra, Comunidad Foral de","Murcia, Región de",189.41
2020,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",16982.66
2020,"Navarra, Comunidad Foral de",País Vasco,2893.11
2020,"Navarra, Comunidad Foral de","Rioja, La",1972.33
2020,País Vasco,Andalucía,710.04
2020,País Vasco,Aragón,2198.32
2020,País Vasco,"Asturias, Principado de",554.64
2020,País Vasco,Cantabria,2526.47
2020,País Vasco,Castilla - La Mancha,610.74
2020,País Vasco,Castilla y León,4589.93
2020,País Vasco,Cataluña,1591.46
2020,País Vasco,Comunitat Valenciana,1497.84
2020,País Vasco,Extremadura,135.52
2020,País Vasco,Galicia,806.31
2020,País Vasco,"Madrid, Comunidad de",1523.82
2020,País Vasco,"Murcia, Región de",245.57
2020,País Vasco,"Navarra, Comunidad Foral de",4736.8
2020,País Vasco,País Vasco,42994.83
2020,País Vasco,"Rioja, La",1488.61
2020,"Rioja, La",Andalucía,152.0
2020,"Rioja, La",Aragón,404.6
2020,"Rioja, La","Asturias, Principado de",23.68
2020,"Rioja, La",Cantabria,164.77
2020,"Rioja, La",Castilla - La Mancha,269.2
2020,"Rioja, La",Castilla y León,985.05
2020,"Rioja, La",Cataluña,371.49
2020,"Rioja, La",Comunitat Valenciana,552.65
2020,"Rioja, La",Extremadura,46.35
2020,"Rioja, La",Galicia,88.51
2020,"Rioja, La","Madrid, Comunidad de",442.5
2020,"Rioja, La","Murcia, Región de",54.14
2020,"Rioja, La","Navarra, Comunidad Foral de",1394.06
2020,"Rioja, La",País Vasco,1133.72
2020,"Rioja, La","Rioja, La",4321.85
2021,Andalucía,Andalucía,204473.18
2021,Andalucía,Aragón,739.56
2021,Andalucía,"Asturias, Principado de",241.24
2021,Andalucía,Cantabria,161.03
2021,Andalucía,Castilla - La Mancha,3279.3
2021,Andalucía,Castilla y León,1793.05
2021,Andalucía,Cataluña,3251.74
2021,Andalucía,Comunitat Valenciana,6325.78
2021,Andalucía,Extremadura,5498.78
2021,Andalucía,Galicia,461.7
2021,Andalucía,"Madrid, Comunidad de",4355.44
2021,Andalucía,"Murcia, Región de",4095.75
2021,Andalucía,"Navarra, Comunidad Foral de",473.48
2021,Andalucía,País Vasco,680.67
2021,Andalucía,"Rioja, La",102.23
2021,Aragón,Andalucía,1022.7
2021,Aragón,Aragón,48727.31
2021,Aragón,"Asturias, Principado de",251.04
2021,Aragón,Cantabria,409.77
2021,Aragón,Castilla - La Mancha,1533.15
2021,Aragón,Castilla y León,1971.33
2021,Aragón,Cataluña,9358.32
2021,Aragón,Comunitat Valenciana,6261.65
2021,Aragón,Extremadura,145.26
2021,Aragón,Galicia,358.99
2021,Aragón,"Madrid, Comunidad de",2696.11
2021,Aragón,"Murcia, Región de",534.01
2021,Aragón,"Navarra, Comunidad Foral de",2741.09
2021,Aragón,País Vasco,2157.61
2021,Aragón,"Rioja, La",940.74
2021,"Asturias, Principado de",Andalucía,422.7
2021,"Asturias, Principado de",Aragón,380.03
2021,"Asturias, Principado de","Asturias, Principado de",32542.85
2021,"Asturias, Principado de",Cantabria,1037.42
2021,"Asturias, Principado de",Castilla - La Mancha,299.12
2021,"Asturias, Principado de",Castilla y León,2217.57
2021,"Asturias, Principado de",Cataluña,324.53
2021,"Asturias, Principado de",Comunitat Valenciana,340.6
2021,"Asturias, Principado de",Extremadura,112.67
2021,"Asturias, Principado de",Galicia,1553.05
2021,"Asturias, Principado de","Madrid, Comunidad de",610.41
2021,"Asturias, Principado de","Murcia, Región de",99.6
2021,"Asturias, Principado de","Navarra, Comunidad Foral de",181.8
2021,"Asturias, Principado de",País Vasco,1124.98
2021,"Asturias, Principado de","Rioja, La",156.86
2021,Cantabria,Andalucía,161.89
2021,Cantabria,Aragón,491.96
2021,Cantabria,"Asturias, Principado de",665.48
2021,Cantabria,Cantabria,14060.42
2021,Cantabria,Castilla - La Mancha,232.19
2021,Cantabria,Castilla y León,1975.13
2021,Cantabria,Cataluña,420.84
2021,Cantabria,Comunitat Valenciana,435.99
2021,Cantabria,Extremadura,17.94
2021,Cantabria,Galicia,317.66
2021,Cantabria,"Madrid, Comunidad de",617.72
2021,Cantabria,"Murcia, Región de",56.4
2021,Cantabria,"Navarra, Comunidad Foral de",401.98
2021,Cantabria,País Vasco,3605.68
2021,Cantabria,"Rioja, La",108.92
2021,Castilla - La Mancha,Andalucía,5235.54
2021,Castilla - La Mancha,Aragón,1704.15
2021,Castilla - La Mancha,"Asturias, Principado de",405.01
2021,Castilla - La Mancha,Cantabria,404.97
2021,Castilla - La Mancha,Castilla - La Mancha,55441.84
2021,Castilla - La Mancha,Castilla y León,2509.06
2021,Castilla - La Mancha,Cataluña,2374.09
2021,Castilla - La Mancha,Comunitat Valenciana,9370.31
2021,Castilla - La Mancha,Extremadura,1336.51
2021,Castilla - La Mancha,Galicia,671.97
2021,Castilla - La Mancha,"Madrid, Comunidad de",20239.65
2021,Castilla - La Mancha,"Murcia, Región de",3737.85
2021,Castilla - La Mancha,"Navarra, Comunidad Foral de",397.24
2021,Castilla - La Mancha,País Vasco,830.28
2021,Castilla - La Mancha,"Rioja, La",242.15
2021,Castilla y León,Andalucía,1953.83
2021,Castilla y León,Aragón,1962.73
2021,Castilla y León,"Asturias, Principado de",3070.22
2021,Castilla y León,Cantabria,3376.54
2021,Castilla y León,Castilla - La Mancha,3307.76
2021,Castilla y León,Castilla y León,82182.2
2021,Castilla y León,Cataluña,3030.12
2021,Castilla y León,Comunitat Valenciana,2403.9
2021,Castilla y León,Extremadura,1715.75
2021,Castilla y León,Galicia,5112.41
2021,Castilla y León,"Madrid, Comunidad de",4934.74
2021,Castilla y León,"Murcia, Región de",621.32
2021,Castilla y León,"Navarra, Comunidad Foral de",2493.4
2021,Castilla y León,País Vasco,6946.49
2021,Castilla y León,"Rioja, La",1068.87
2021,Cataluña,Andalucía,2840.55
2021,Cataluña,Aragón,11231.37
2021,Cataluña,"Asturias, Principado de",378.35
2021,Cataluña,Cantabria,420.84
2021,Cataluña,Castilla - La Mancha,2150.71
2021,Cataluña,Castilla y León,2319.86
2021,Cataluña,Cataluña,188027.13
2021,Cataluña,Comunitat Valenciana,9162.08
2021,Cataluña,Extremadura,286.03
2021,Cataluña,Galicia,933.59
2021,Cataluña,"Madrid, Comunidad de",4538.51
2021,Cataluña,"Murcia, Región de",1481.05
2021,Cataluña,"Navarra, Comunidad Foral de",815.62
2021,Cataluña,País Vasco,2323.53
2021,Cataluña,"Rioja, La",274.09
2021,Comunitat Valenciana,Andalucía,5510.14
2021,Comunitat Valenciana,Aragón,3909.9
2021,Comunitat Valenciana,"Asturias, Principado de",195.8
2021,Comunitat Valenciana,Cantabria,350.26
2021,Comunitat Valenciana,Castilla - La Mancha,9060.03
2021,Comunitat Valenciana,Castilla y León,1917.22
2021,Comunitat Valenciana,Cataluña,9283.77
2021,Comunitat Valenciana,Comunitat Valenciana,165015.78
2021,Comunitat Valenciana,Extremadura,345.23
2021,Comunitat Valenciana,Galicia,718.41
2021,Comunitat Valenciana,"Madrid, Comunidad de",5946.75
2021,Comunitat Valenciana,"Murcia, Región de",7910.0
2021,Comunitat Valenciana,"Navarra, Comunidad Foral de",669.23
2021,Comunitat Valenciana,País Vasco,1342.35
2021,Comunitat Valenciana,"Rioja, La",326.2
2021,Extremadura,Andalucía,3496.87
2021,Extremadura,Aragón,123.43
2021,Extremadura,"Asturias, Principado de",48.13
2021,Extremadura,Cantabria,77.48
2021,Extremadura,Castilla - La Mancha,1215.1
2021,Extremadura,Castilla y León,814.44
2021,Extremadura,Cataluña,288.04
2021,Extremadura,Comunitat Valenciana,493.73
2021,Extremadura,Extremadura,22076.44
2021,Extremadura,Galicia,94.99
2021,Extremadura,"Madrid, Comunidad de",914.89
2021,Extremadura,"Murcia, Región de",114.52
2021,Extremadura,"Navarra, Comunidad Foral de",52.25
2021,Extremadura,País Vasco,320.92
2021,Extremadura,"Rioja, La",62.95
2021,Galicia,Andalucía,722.83
2021,Galicia,Aragón,627.3
2021,Galicia,"Asturias, Principado de",3921.61
2021,Galicia,Cantabria,355.7
2021,Galicia,Castilla - La Mancha,1013.37
2021,Galicia,Castilla y León,3654.22
2021,Galicia,Cataluña,1046.23
2021,Galicia,Comunitat Valenciana,766.82
2021,Galicia,Extremadura,65.14
2021,Galicia,Galicia,75219.12
2021,Galicia,"Madrid, Comunidad de",1573.44
2021,Galicia,"Murcia, Región de",278.68
2021,Galicia,"Navarra, Comunidad Foral de",154.86
2021,Galicia,País Vasco,1449.5
2021,Galicia,"Rioja, La",156.84
2021,"Madrid, Comunidad de",Andalucía,4709.71
2021,"Madrid, Comunidad de",Aragón,1898.51
2021,"Madrid, Comunidad de","Asturias, Principado de",684.33
2021,"Madrid, Comunidad de",Cantabria,575.81
2021,"Madrid, Comunidad de",Castilla - La Mancha,12275.29
2021,"Madrid, Comunidad de",Castilla y León,3595.95
2021,"Madrid, Comunidad de",Cataluña,3509.9
2021,"Madrid, Comunidad de",Comunitat Valenciana,4087.22
2021,"Madrid, Comunidad de",Extremadura,1022.84
2021,"Madrid, Comunidad de",Galicia,1454.12
2021,"Madrid, Comunidad de","Madrid, Comunidad de",68678.79
2021,"Madrid, Comunidad de","Murcia, Región de",1069.74
2021,"Madrid, Comunidad de","Navarra, Comunidad Foral de",457.01
2021,"Madrid, Comunidad de",País Vasco,1514.89
2021,"Madrid, Comunidad de","Rioja, La",240.57
2021,"Murcia, Región de",Andalucía,5881.27
2021,"Murcia, Región de",Aragón,273.55
2021,"Murcia, Región de","Asturias, Principado de",3.71
2021,"Murcia, Región de",Cantabria,77.82
2021,"Murcia, Región de",Castilla - La Mancha,3178.62
2021,"Murcia, Región de",Castilla y León,438.9
2021,"Murcia, Región de",Cataluña,1394.69
2021,"Murcia, Región de",Comunitat Valenciana,11910.0
2021,"Murcia, Región de",Extremadura,237.85
2021,"Murcia, Región de",Galicia,256.11
2021,"Murcia, Región de","Madrid, Comunidad de",1347.85
2021,"Murcia, Región de","Murcia, Región de",45497.85
2021,"Murcia, Región de","Navarra, Comunidad Foral de",150.76
2021,"Murcia, Región de",País Vasco,270.47
2021,"Murcia, Región de","Rioja, La",115.92
2021,"Navarra, Comunidad Foral de",Andalucía,368.26
2021,"Navarra, Comunidad Foral de",Aragón,2909.5
2021,"Navarra, Comunidad Foral de","Asturias, Principado de",81.95
2021,"Navarra, Comunidad Foral de",Cantabria,315.12
2021,"Navarra, Comunidad Foral de",Castilla - La Mancha,639.88
2021,"Navarra, Comunidad Foral de",Castilla y León,1417.64
2021,"Navarra, Comunidad Foral de",Cataluña,1179.1
2021,"Navarra, Comunidad Foral de",Comunitat Valenciana,728.33
2021,"Navarra, Comunidad Foral de",Extremadura,123.87
2021,"Navarra, Comunidad Foral de",Galicia,343.81
2021,"Navarra, Comunidad Foral de","Madrid, Comunidad de",938.07
2021,"Navarra, Comunidad Foral de","Murcia, Región de",98.75
2021,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",18978.94
2021,"Navarra, Comunidad Foral de",País Vasco,3432.58
2021,"Navarra, Comunidad Foral de","Rioja, La",2797.94
2021,País Vasco,Andalucía,674.94
2021,País Vasco,Aragón,2299.43
2021,País Vasco,"Asturias, Principado de",841.64
2021,País Vasco,Cantabria,2886.01
2021,País Vasco,Castilla - La Mancha,548.58
2021,País Vasco,Castilla y León,5066.06
2021,País Vasco,Cataluña,1919.42
2021,País Vasco,Comunitat Valenciana,1580.94
2021,País Vasco,Extremadura,133.47
2021,País Vasco,Galicia,1102.87
2021,País Vasco,"Madrid, Comunidad de",1586.4
2021,País Vasco,"Murcia, Región de",235.77
2021,País Vasco,"Navarra, Comunidad Foral de",3050.47
2021,País Vasco,País Vasco,47544.27
2021,País Vasco,"Rioja, La",1461.29
2021,"Rioja, La",Andalucía,210.87
2021,"Rioja, La",Aragón,1174.67
2021,"Rioja, La","Asturias, Principado de",145.12
2021,"Rioja, La",Cantabria,176.83
2021,"Rioja, La",Castilla - La Mancha,368.05
2021,"Rioja, La",Castilla y León,733.49
2021,"Rioja, La",Cataluña,396.36
2021,"Rioja, La",Comunitat Valenciana,457.28
2021,"Rioja, La",Extremadura,1.97
2021,"Rioja, La",Galicia,195.63
2021,"Rioja, La","Madrid, Comunidad de",302.39
2021,"Rioja, La","Murcia, Región de",84.72
2021,"Rioja, La","Navarra, Comunidad Foral de",1179.47
2021,"Rioja, La",País Vasco,1182.2
2021,"Rioja, La","Rioja, La",5453.55
2022,Andalucía,Andalucía,189035.27
2022,Andalucía,Aragón,738.66
2022,Andalucía,"Asturias, Principado de",312.38
2022,Andalucía,Cantabria,104.46
2022,Andalucía,Castilla - La Mancha,3860.35
2022,Andalucía,Castilla y León,1806.91
2022,Andalucía,Cataluña,3096.77
2022,Andalucía,Comunitat Valenciana,6672.64
2022,Andalucía,Extremadura,4562.73
2022,Andalucía,Galicia,369.81
2022,Andalucía,"Madrid, Comunidad de",4809.82
2022,Andalucía,"Murcia, Región de",4371.24
2022,Andalucía,"Navarra, Comunidad Foral de",425.39
2022,Andalucía,País Vasco,666.0
2022,Andalucía,"Rioja, La",123.25
2022,Aragón,Andalucía,929.87
2022,Aragón,Aragón,48386.7
2022,Aragón,"Asturias, Principado de",166.45
2022,Aragón,Cantabria,177.83
2022,Aragón,Castilla - La Mancha,1382.36
